SizeRank,StateName,Avg_House_Price,year,month,import_of_goods,export_of_goods,gdp_of_goods,Real_PerCap,house_ownership,PPI_Lumber_of_goods,CPI_of_goods,NASDAQ_Index,Fed_Interest_Rate,PPI_ALL_Index,Children 0-18,Adults 19-25,Adults 26-34,Adults 35-54,Adults 55-64,Adults 65+,MORTGAGE,population
0.0,CA,512723.0,2017,7.0,36471.487902,13301.303823,2759618.0,52604.0,54.4,216.9,244.243,6294.674,1.15,193.5,0.242,0.096,0.135,0.266,0.122,0.14,3.9675,39337785
21.0,CO,356797.0,2017,7.0,1135.388161,649.138083,351901.4,52744.0,63.7,216.9,244.243,6294.674,1.15,193.5,0.238,0.09,0.139,0.266,0.128,0.14,3.9675,5617421
28.0,CT,247914.0,2017,7.0,1513.033415,1297.161529,275125.1,64666.0,66.1,216.9,244.243,6294.674,1.15,193.5,0.222,0.086,0.114,0.267,0.147,0.166,3.9675,3575324
49.0,DC,580777.0,2017,7.0,42.495846,53.28641,135963.9,72446.0,40.3,216.9,244.243,6294.674,1.15,193.5,0.191,0.098,0.215,0.269,0.104,0.124,3.9675,697079
44.0,DE,240773.0,2017,7.0,524.917372,308.626394,69299.1,50844.0,70.0,216.9,244.243,6294.674,1.15,193.5,0.224,0.084,0.119,0.249,0.143,0.183,3.9675,957942
3.0,FL,220664.0,2017,7.0,6051.617963,4501.19691,1015823.3,48141.0,64.1,216.9,244.243,6294.674,1.15,193.5,0.213,0.083,0.114,0.254,0.135,0.202,3.9675,20977089
8.0,GA,172973.0,2017,7.0,7909.583442,2930.011935,584304.5,47162.0,62.8,216.9,244.243,6294.674,1.15,193.5,0.258,0.09,0.12,0.272,0.124,0.136,3.9675,10417031
39.0,HI,610784.0,2017,7.0,317.504558,46.716371,87677.6,45836.0,55.9,216.9,244.243,6294.674,1.15,193.5,0.231,0.074,0.125,0.252,0.134,0.184,3.9675,1425763
29.0,IA,141397.0,2017,7.0,729.911051,1081.899476,185205.9,52518.0,70.0,216.9,244.243,6294.674,1.15,193.5,0.248,0.09,0.115,0.248,0.136,0.164,3.9675,3143734
38.0,ID,221810.0,2017,7.0,461.066065,278.382679,73283.0,43677.0,69.9,216.9,244.243,6294.674,1.15,193.5,0.273,0.089,0.113,0.244,0.126,0.154,3.9675,1719745
4.0,IL,191800.0,2017,7.0,11554.627609,5160.514696,834913.4,53031.0,65.4,216.9,244.243,6294.674,1.15,193.5,0.241,0.089,0.124,0.263,0.132,0.15,3.9675,12779893
14.0,IN,134065.0,2017,7.0,4356.670493,2929.395339,357508.4,49153.0,70.0,216.9,244.243,6294.674,1.15,193.5,0.25,0.092,0.117,0.256,0.133,0.153,3.9675,6662068
32.0,KS,136469.0,2017,7.0,956.884881,905.32283,166040.5,52843.0,66.0,216.9,244.243,6294.674,1.15,193.5,0.26,0.094,0.117,0.244,0.132,0.153,3.9675,2910892
25.0,KY,131165.0,2017,7.0,3974.891181,2403.078886,203725.3,44982.0,70.1,216.9,244.243,6294.674,1.15,193.5,0.242,0.088,0.114,0.26,0.137,0.159,3.9675,4455590
24.0,LA,162633.0,2017,7.0,3086.836198,4217.661529,240509.6,47178.0,66.1,216.9,244.243,6294.674,1.15,193.5,0.255,0.094,0.121,0.251,0.131,0.149,3.9675,4673673
13.0,MA,391253.0,2017,7.0,2994.857465,2434.516714,532282.4,61742.0,60.0,216.9,244.243,6294.674,1.15,193.5,0.216,0.086,0.131,0.267,0.139,0.162,3.9675,6863560
18.0,MD,291979.0,2017,7.0,2805.555852,707.041472,400397.6,54693.0,66.9,216.9,244.243,6294.674,1.15,193.5,0.236,0.085,0.123,0.271,0.137,0.149,3.9675,6028186
40.0,ME,214928.0,2017,7.0,281.324675,222.065872,63144.9,47140.0,71.0,216.9,244.243,6294.674,1.15,193.5,0.201,0.071,0.11,0.258,0.161,0.199,3.9675,1335743
7.0,MI,149038.0,2017,7.0,10029.702702,4439.545481,504297.9,48940.0,72.9,216.9,244.243,6294.674,1.15,193.5,0.23,0.092,0.114,0.253,0.143,0.167,3.9675,9976752
20.0,MN,229886.0,2017,7.0,2396.082746,1584.156661,352183.8,55756.0,72.7,216.9,244.243,6294.674,1.15,193.5,0.244,0.085,0.124,0.259,0.137,0.152,3.9675,5569283
17.0,MO,144981.0,2017,7.0,1551.279905,1064.582074,311440.1,48939.0,67.6,216.9,244.243,6294.674,1.15,193.5,0.241,0.086,0.122,0.25,0.137,0.164,3.9675,6111382
30.0,MS,115369.0,2017,7.0,1338.211493,1001.847407,110052.1,41756.0,71.0,216.9,244.243,6294.674,1.15,193.5,0.259,0.095,0.105,0.254,0.131,0.156,3.9675,2990674
43.0,MT,249507.0,2017,7.0,338.688662,135.908124,48618.3,48252.0,67.6,216.9,244.243,6294.674,1.15,193.5,0.225,0.093,0.113,0.241,0.148,0.181,3.9675,1053862
9.0,NC,177938.0,2017,7.0,4077.717234,2711.173206,546259.7,47630.0,66.3,216.9,244.243,6294.674,1.15,193.5,0.241,0.085,0.117,0.267,0.131,0.16,3.9675,10275758
47.0,ND,231698.0,2017,7.0,220.997286,547.646935,56872.5,58566.0,62.6,216.9,244.243,6294.674,1.15,193.5,0.244,0.104,0.136,0.237,0.135,0.146,3.9675,756755
37.0,NE,154250.0,2017,7.0,297.516981,604.384423,123207.0,55268.0,66.1,216.9,244.243,6294.674,1.15,193.5,0.26,0.09,0.124,0.244,0.131,0.152,3.9675,1916998
41.0,NH,259370.0,2017,7.0,1003.705825,388.773246,81878.1,54852.0,71.6,216.9,244.243,6294.674,1.15,193.5,0.204,0.081,0.114,0.267,0.161,0.175,3.9675,1350395
10.0,NJ,316067.0,2017,7.0,9602.139558,2725.331491,591717.0,56574.0,64.1,216.9,244.243,6294.674,1.15,193.5,0.233,0.083,0.116,0.274,0.137,0.156,3.9675,8888147
35.0,NM,183639.0,2017,7.0,162.244091,251.511305,93508.3,41044.0,66.6,216.9,244.243,6294.674,1.15,193.5,0.25,0.094,0.116,0.236,0.135,0.169,3.9675,2092844
34.0,NV,250644.0,2017,7.0,956.579453,990.387614,164735.4,47183.0,55.0,216.9,244.243,6294.674,1.15,193.5,0.239,0.087,0.127,0.268,0.125,0.155,3.9675,2972097
2.0,NY,294866.0,2017,7.0,10602.491214,5550.270497,1621581.1,56711.0,51.1,216.9,244.243,6294.674,1.15,193.5,0.221,0.091,0.132,0.264,0.133,0.159,3.9675,19593849
6.0,OH,131182.0,2017,7.0,5436.443777,3714.093536,653809.8,50276.0,66.0,216.9,244.243,6294.674,1.15,193.5,0.237,0.087,0.118,0.253,0.141,0.165,3.9675,11665706
27.0,OK,119324.0,2017,7.0,815.377068,416.09034,193416.7,48370.0,68.9,216.9,244.243,6294.674,1.15,193.5,0.262,0.09,0.122,0.246,0.128,0.153,3.9675,3933602
26.0,OR,329584.0,2017,7.0,1565.953028,1750.134612,226617.1,46979.0,61.8,216.9,244.243,6294.674,1.15,193.5,0.222,0.085,0.129,0.259,0.134,0.171,3.9675,4147294
5.0,PA,175723.0,2017,7.0,6809.447293,3019.164368,758542.3,52468.0,68.6,216.9,244.243,6294.674,1.15,193.5,0.222,0.083,0.118,0.255,0.145,0.177,3.9675,12794679
42.0,RI,274777.0,2017,7.0,871.89831,196.614252,59384.8,49311.0,56.6,216.9,244.243,6294.674,1.15,193.5,0.212,0.093,0.124,0.259,0.145,0.167,3.9675,1056554
23.0,SC,167460.0,2017,7.0,2896.31972,2628.443828,224649.4,45747.0,72.8,216.9,244.243,6294.674,1.15,193.5,0.233,0.086,0.114,0.256,0.136,0.175,3.9675,5027102
16.0,TN,162421.0,2017,7.0,5855.149401,2668.975336,355567.6,47823.0,67.2,216.9,244.243,6294.674,1.15,193.5,0.239,0.086,0.121,0.261,0.134,0.159,3.9675,6714748
1.0,TX,186867.0,2017,7.0,21409.956681,21470.365508,1672558.3,49950.0,61.7,216.9,244.243,6294.674,1.15,193.5,0.277,0.095,0.13,0.262,0.114,0.122,3.9675,28291024
33.0,UT,291240.0,2017,7.0,1064.057421,916.16142,173780.7,43696.0,71.0,216.9,244.243,6294.674,1.15,193.5,0.315,0.107,0.131,0.242,0.097,0.108,3.9675,3103540
11.0,VA,264977.0,2017,7.0,2397.654617,1308.637901,516380.7,53823.0,67.5,216.9,244.243,6294.674,1.15,193.5,0.237,0.088,0.121,0.269,0.133,0.153,3.9675,8471011
48.0,VT,237326.0,2017,7.0,285.301405,228.195723,32644.0,49928.0,71.1,216.9,244.243,6294.674,1.15,193.5,0.2,0.087,0.109,0.253,0.16,0.19,3.9675,625132
12.0,WA,356051.0,2017,7.0,4108.170701,6332.504652,530953.7,52986.0,63.6,216.9,244.243,6294.674,1.15,193.5,0.235,0.087,0.133,0.262,0.131,0.151,3.9675,7427951
19.0,WI,174171.0,2017,7.0,2133.45911,1868.551532,323255.0,51768.0,68.0,216.9,244.243,6294.674,1.15,193.5,0.234,0.088,0.114,0.255,0.144,0.165,3.9675,5793147
36.0,WV,98777.0,2017,7.0,334.448501,545.993403,75386.7,43732.0,75.1,216.9,244.243,6294.674,1.15,193.5,0.219,0.084,0.101,0.255,0.148,0.194,3.9675,1818683
50.0,WY,226820.0,2017,7.0,60.915063,100.32931,37702.9,58147.0,70.4,216.9,244.243,6294.674,1.15,193.5,0.253,0.086,0.123,0.236,0.145,0.157,3.9675,579994
46.0,AK,295629.0,2017,8.0,117.278467,882.064077,54001.1,54005.0,65.5,222.1,245.183,6311.397391304348,1.16,193.8,0.271,0.09,0.138,0.259,0.13,0.113,3.88,740983
22.0,AL,125440.0,2017,8.0,2046.81488,1969.91333,216407.7,44464.0,70.0,222.1,245.183,6311.397391304348,1.16,193.8,0.24,0.091,0.113,0.255,0.136,0.165,3.88,4877989
31.0,AR,117753.0,2017,8.0,835.004355,631.29243,123629.3,46837.0,65.0,222.1,245.183,6311.397391304348,1.16,193.8,0.251,0.091,0.113,0.25,0.13,0.165,3.88,3003855
15.0,AZ,232163.0,2017,8.0,1692.014828,1722.297226,335744.3,44298.0,64.4,222.1,245.183,6311.397391304348,1.16,193.8,0.247,0.093,0.119,0.245,0.123,0.173,3.88,7048088
0.0,CA,515450.0,2017,8.0,37960.729789,14787.715101,2759618.0,52604.0,54.4,222.1,245.183,6311.397391304348,1.16,193.8,0.242,0.096,0.135,0.266,0.122,0.14,3.88,39337785
21.0,CO,358663.0,2017,8.0,1087.243339,696.094274,351901.4,52744.0,63.7,222.1,245.183,6311.397391304348,1.16,193.8,0.238,0.09,0.139,0.266,0.128,0.14,3.88,5617421
28.0,CT,248813.0,2017,8.0,1499.652484,1336.087543,275125.1,64666.0,66.1,222.1,245.183,6311.397391304348,1.16,193.8,0.222,0.086,0.114,0.267,0.147,0.166,3.88,3575324
49.0,DC,581798.0,2017,8.0,40.87965,46.49413,135963.9,72446.0,40.3,222.1,245.183,6311.397391304348,1.16,193.8,0.191,0.098,0.215,0.269,0.104,0.124,3.88,697079
44.0,DE,241535.0,2017,8.0,589.73957,392.196009,69299.1,50844.0,70.0,222.1,245.183,6311.397391304348,1.16,193.8,0.224,0.084,0.119,0.249,0.143,0.183,3.88,957942
3.0,FL,222072.0,2017,8.0,6398.17736,4677.047542,1015823.3,48141.0,64.1,222.1,245.183,6311.397391304348,1.16,193.8,0.213,0.083,0.114,0.254,0.135,0.202,3.88,20977089
8.0,GA,174126.0,2017,8.0,8026.250371,3167.998097,584304.5,47162.0,62.8,222.1,245.183,6311.397391304348,1.16,193.8,0.258,0.09,0.12,0.272,0.124,0.136,3.88,10417031
39.0,HI,611446.0,2017,8.0,297.225688,68.193364,87677.6,45836.0,55.9,222.1,245.183,6311.397391304348,1.16,193.8,0.231,0.074,0.125,0.252,0.134,0.184,3.88,1425763
29.0,IA,141885.0,2017,8.0,797.165809,1064.173391,185205.9,52518.0,70.0,222.1,245.183,6311.397391304348,1.16,193.8,0.248,0.09,0.115,0.248,0.136,0.164,3.88,3143734
38.0,ID,223766.0,2017,8.0,564.808798,333.659638,73283.0,43677.0,69.9,222.1,245.183,6311.397391304348,1.16,193.8,0.273,0.089,0.113,0.244,0.126,0.154,3.88,1719745
4.0,IL,192487.0,2017,8.0,12178.37421,5645.651676,834913.4,53031.0,65.4,222.1,245.183,6311.397391304348,1.16,193.8,0.241,0.089,0.124,0.263,0.132,0.15,3.88,12779893
14.0,IN,134741.0,2017,8.0,4648.697491,3309.800399,357508.4,49153.0,70.0,222.1,245.183,6311.397391304348,1.16,193.8,0.25,0.092,0.117,0.256,0.133,0.153,3.88,6662068
32.0,KS,137009.0,2017,8.0,944.341328,871.599964,166040.5,52843.0,66.0,222.1,245.183,6311.397391304348,1.16,193.8,0.26,0.094,0.117,0.244,0.132,0.153,3.88,2910892
25.0,KY,131824.0,2017,8.0,4167.99644,2525.030034,203725.3,44982.0,70.1,222.1,245.183,6311.397391304348,1.16,193.8,0.242,0.088,0.114,0.26,0.137,0.159,3.88,4455590
24.0,LA,162934.0,2017,8.0,2758.918827,4315.10727,240509.6,47178.0,66.1,222.1,245.183,6311.397391304348,1.16,193.8,0.255,0.094,0.121,0.251,0.131,0.149,3.88,4673673
13.0,MA,393218.0,2017,8.0,2967.555181,2286.80021,532282.4,61742.0,60.0,222.1,245.183,6311.397391304348,1.16,193.8,0.216,0.086,0.131,0.267,0.139,0.162,3.88,6863560
18.0,MD,292870.0,2017,8.0,2632.165999,785.703453,400397.6,54693.0,66.9,222.1,245.183,6311.397391304348,1.16,193.8,0.236,0.085,0.123,0.271,0.137,0.149,3.88,6028186
40.0,ME,215995.0,2017,8.0,286.565344,265.544804,63144.9,47140.0,71.0,222.1,245.183,6311.397391304348,1.16,193.8,0.201,0.071,0.11,0.258,0.161,0.199,3.88,1335743
7.0,MI,149896.0,2017,8.0,11787.059661,5018.982673,504297.9,48940.0,72.9,222.1,245.183,6311.397391304348,1.16,193.8,0.23,0.092,0.114,0.253,0.143,0.167,3.88,9976752
20.0,MN,230883.0,2017,8.0,2646.820898,1919.918433,352183.8,55756.0,72.7,222.1,245.183,6311.397391304348,1.16,193.8,0.244,0.085,0.124,0.259,0.137,0.152,3.88,5569283
17.0,MO,145677.0,2017,8.0,1673.806995,1230.56784,311440.1,48939.0,67.6,222.1,245.183,6311.397391304348,1.16,193.8,0.241,0.086,0.122,0.25,0.137,0.164,3.88,6111382
30.0,MS,115633.0,2017,8.0,1344.04659,889.471902,110052.1,41756.0,71.0,222.1,245.183,6311.397391304348,1.16,193.8,0.259,0.095,0.105,0.254,0.131,0.156,3.88,2990674
43.0,MT,250409.0,2017,8.0,359.666393,156.860762,48618.3,48252.0,67.6,222.1,245.183,6311.397391304348,1.16,193.8,0.225,0.093,0.113,0.241,0.148,0.181,3.88,1053862
9.0,NC,178738.0,2017,8.0,4271.0955,2845.910155,546259.7,47630.0,66.3,222.1,245.183,6311.397391304348,1.16,193.8,0.241,0.085,0.117,0.267,0.131,0.16,3.88,10275758
47.0,ND,231812.0,2017,8.0,237.994282,533.975504,56872.5,58566.0,62.6,222.1,245.183,6311.397391304348,1.16,193.8,0.244,0.104,0.136,0.237,0.135,0.146,3.88,756755
37.0,NE,154968.0,2017,8.0,327.455656,622.601497,123207.0,55268.0,66.1,222.1,245.183,6311.397391304348,1.16,193.8,0.26,0.09,0.124,0.244,0.131,0.152,3.88,1916998
41.0,NH,261017.0,2017,8.0,977.897061,469.240074,81878.1,54852.0,71.6,222.1,245.183,6311.397391304348,1.16,193.8,0.204,0.081,0.114,0.267,0.161,0.175,3.88,1350395
10.0,NJ,317290.0,2017,8.0,10401.937224,2825.080278,591717.0,56574.0,64.1,222.1,245.183,6311.397391304348,1.16,193.8,0.233,0.083,0.116,0.274,0.137,0.156,3.88,8888147
35.0,NM,184424.0,2017,8.0,186.888913,318.592736,93508.3,41044.0,66.6,222.1,245.183,6311.397391304348,1.16,193.8,0.25,0.094,0.116,0.236,0.135,0.169,3.88,2092844
34.0,NV,253570.0,2017,8.0,949.700387,920.294095,164735.4,47183.0,55.0,222.1,245.183,6311.397391304348,1.16,193.8,0.239,0.087,0.127,0.268,0.125,0.155,3.88,2972097
2.0,NY,296326.0,2017,8.0,10090.224548,5859.495923,1621581.1,56711.0,51.1,222.1,245.183,6311.397391304348,1.16,193.8,0.221,0.091,0.132,0.264,0.133,0.159,3.88,19593849
6.0,OH,131938.0,2017,8.0,5881.467144,4304.190829,653809.8,50276.0,66.0,222.1,245.183,6311.397391304348,1.16,193.8,0.237,0.087,0.118,0.253,0.141,0.165,3.88,11665706
27.0,OK,119628.0,2017,8.0,814.874755,418.019572,193416.7,48370.0,68.9,222.1,245.183,6311.397391304348,1.16,193.8,0.262,0.09,0.122,0.246,0.128,0.153,3.88,3933602
26.0,OR,331235.0,2017,8.0,1574.845725,1883.11309,226617.1,46979.0,61.8,222.1,245.183,6311.397391304348,1.16,193.8,0.222,0.085,0.129,0.259,0.134,0.171,3.88,4147294
5.0,PA,176452.0,2017,8.0,7341.468266,3412.308524,758542.3,52468.0,68.6,222.1,245.183,6311.397391304348,1.16,193.8,0.222,0.083,0.118,0.255,0.145,0.177,3.88,12794679
42.0,RI,276011.0,2017,8.0,917.852577,179.657494,59384.8,49311.0,56.6,222.1,245.183,6311.397391304348,1.16,193.8,0.212,0.093,0.124,0.259,0.145,0.167,3.88,1056554
23.0,SC,168183.0,2017,8.0,3195.193337,2881.452014,224649.4,45747.0,72.8,222.1,245.183,6311.397391304348,1.16,193.8,0.233,0.086,0.114,0.256,0.136,0.175,3.88,5027102
16.0,TN,163533.0,2017,8.0,6944.762394,2850.432539,355567.6,47823.0,67.2,222.1,245.183,6311.397391304348,1.16,193.8,0.239,0.086,0.121,0.261,0.134,0.159,3.88,6714748
1.0,TX,187640.0,2017,8.0,21887.162505,20605.083606,1672558.3,49950.0,61.7,222.1,245.183,6311.397391304348,1.16,193.8,0.277,0.095,0.13,0.262,0.114,0.122,3.88,28291024
33.0,UT,293692.0,2017,8.0,1145.377223,1009.584404,173780.7,43696.0,71.0,222.1,245.183,6311.397391304348,1.16,193.8,0.315,0.107,0.131,0.242,0.097,0.108,3.88,3103540
11.0,VA,265724.0,2017,8.0,2475.749298,1387.059006,516380.7,53823.0,67.5,222.1,245.183,6311.397391304348,1.16,193.8,0.237,0.088,0.121,0.269,0.133,0.153,3.88,8471011
48.0,VT,238546.0,2017,8.0,310.233012,238.292736,32644.0,49928.0,71.1,222.1,245.183,6311.397391304348,1.16,193.8,0.2,0.087,0.109,0.253,0.16,0.19,3.88,625132
12.0,WA,359492.0,2017,8.0,4544.094506,6535.897021,530953.7,52986.0,63.6,222.1,245.183,6311.397391304348,1.16,193.8,0.235,0.087,0.133,0.262,0.131,0.151,3.88,7427951
19.0,WI,175178.0,2017,8.0,2475.651572,1905.681664,323255.0,51768.0,68.0,222.1,245.183,6311.397391304348,1.16,193.8,0.234,0.088,0.114,0.255,0.144,0.165,3.88,5793147
36.0,WV,99173.0,2017,8.0,321.243341,592.943107,75386.7,43732.0,75.1,222.1,245.183,6311.397391304348,1.16,193.8,0.219,0.084,0.101,0.255,0.148,0.194,3.88,1818683
50.0,WY,227443.0,2017,8.0,66.263586,109.676793,37702.9,58147.0,70.4,222.1,245.183,6311.397391304348,1.16,193.8,0.253,0.086,0.123,0.236,0.145,0.157,3.88,579994
46.0,AK,296512.0,2017,9.0,167.893402,843.065433,54001.1,54005.0,65.5,220.7,246.435,6428.079,1.15,194.8,0.271,0.09,0.138,0.259,0.13,0.113,3.805,740983
22.0,AL,125990.0,2017,9.0,1993.797764,1810.631827,216407.7,44464.0,70.0,220.7,246.435,6428.079,1.15,194.8,0.24,0.091,0.113,0.255,0.136,0.165,3.805,4877989
31.0,AR,118238.0,2017,9.0,1018.91918,648.505087,123629.3,46837.0,65.0,220.7,246.435,6428.079,1.15,194.8,0.251,0.091,0.113,0.25,0.13,0.165,3.805,3003855
15.0,AZ,233488.0,2017,9.0,1588.725167,1679.398971,335744.3,44298.0,64.4,220.7,246.435,6428.079,1.15,194.8,0.247,0.093,0.119,0.245,0.123,0.173,3.805,7048088
0.0,CA,518472.0,2017,9.0,37348.438184,14280.540671,2759618.0,52604.0,54.4,220.7,246.435,6428.079,1.15,194.8,0.242,0.096,0.135,0.266,0.122,0.14,3.805,39337785
21.0,CO,360643.0,2017,9.0,1092.695607,663.326359,351901.4,52744.0,63.7,220.7,246.435,6428.079,1.15,194.8,0.238,0.09,0.139,0.266,0.128,0.14,3.805,5617421
28.0,CT,249814.0,2017,9.0,1723.668052,1446.755496,275125.1,64666.0,66.1,220.7,246.435,6428.079,1.15,194.8,0.222,0.086,0.114,0.267,0.147,0.166,3.805,3575324
49.0,DC,583659.0,2017,9.0,33.05965,365.978752,135963.9,72446.0,40.3,220.7,246.435,6428.079,1.15,194.8,0.191,0.098,0.215,0.269,0.104,0.124,3.805,697079
44.0,DE,242478.0,2017,9.0,751.12034,457.833375,69299.1,50844.0,70.0,220.7,246.435,6428.079,1.15,194.8,0.224,0.084,0.119,0.249,0.143,0.183,3.805,957942
3.0,FL,223442.0,2017,9.0,5801.481565,4002.659899,1015823.3,48141.0,64.1,220.7,246.435,6428.079,1.15,194.8,0.213,0.083,0.114,0.254,0.135,0.202,3.805,20977089
8.0,GA,175490.0,2017,9.0,7802.256821,3313.645788,584304.5,47162.0,62.8,220.7,246.435,6428.079,1.15,194.8,0.258,0.09,0.12,0.272,0.124,0.136,3.805,10417031
39.0,HI,613515.0,2017,9.0,300.00676,27.793904,87677.6,45836.0,55.9,220.7,246.435,6428.079,1.15,194.8,0.231,0.074,0.125,0.252,0.134,0.184,3.805,1425763
29.0,IA,142367.0,2017,9.0,781.123175,1139.561759,185205.9,52518.0,70.0,220.7,246.435,6428.079,1.15,194.8,0.248,0.09,0.115,0.248,0.136,0.164,3.805,3143734
38.0,ID,225894.0,2017,9.0,520.408295,323.866293,73283.0,43677.0,69.9,220.7,246.435,6428.079,1.15,194.8,0.273,0.089,0.113,0.244,0.126,0.154,3.805,1719745
4.0,IL,193258.0,2017,9.0,11669.139013,5342.643199,834913.4,53031.0,65.4,220.7,246.435,6428.079,1.15,194.8,0.241,0.089,0.124,0.263,0.132,0.15,3.805,12779893
14.0,IN,135388.0,2017,9.0,4315.693562,3081.712948,357508.4,49153.0,70.0,220.7,246.435,6428.079,1.15,194.8,0.25,0.092,0.117,0.256,0.133,0.153,3.805,6662068
32.0,KS,137656.0,2017,9.0,847.795413,882.33838,166040.5,52843.0,66.0,220.7,246.435,6428.079,1.15,194.8,0.26,0.094,0.117,0.244,0.132,0.153,3.805,2910892
25.0,KY,132505.0,2017,9.0,4192.99492,2831.471675,203725.3,44982.0,70.1,220.7,246.435,6428.079,1.15,194.8,0.242,0.088,0.114,0.26,0.137,0.159,3.805,4455590
24.0,LA,163364.0,2017,9.0,3189.88483,5033.854787,240509.6,47178.0,66.1,220.7,246.435,6428.079,1.15,194.8,0.255,0.094,0.121,0.251,0.131,0.149,3.805,4673673
13.0,MA,395206.0,2017,9.0,2917.870051,2643.87196,532282.4,61742.0,60.0,220.7,246.435,6428.079,1.15,194.8,0.216,0.086,0.131,0.267,0.139,0.162,3.805,6863560
18.0,MD,293710.0,2017,9.0,2599.637729,830.020859,400397.6,54693.0,66.9,220.7,246.435,6428.079,1.15,194.8,0.236,0.085,0.123,0.271,0.137,0.149,3.805,6028186
40.0,ME,216871.0,2017,9.0,257.241515,258.02728,63144.9,47140.0,71.0,220.7,246.435,6428.079,1.15,194.8,0.201,0.071,0.11,0.258,0.161,0.199,3.805,1335743
7.0,MI,150790.0,2017,9.0,11335.394428,5234.572165,504297.9,48940.0,72.9,220.7,246.435,6428.079,1.15,194.8,0.23,0.092,0.114,0.253,0.143,0.167,3.805,9976752
20.0,MN,231901.0,2017,9.0,2425.53863,1875.845127,352183.8,55756.0,72.7,220.7,246.435,6428.079,1.15,194.8,0.244,0.085,0.124,0.259,0.137,0.152,3.805,5569283
17.0,MO,146527.0,2017,9.0,1576.56861,1303.36884,311440.1,48939.0,67.6,220.7,246.435,6428.079,1.15,194.8,0.241,0.086,0.122,0.25,0.137,0.164,3.805,6111382
30.0,MS,115976.0,2017,9.0,1263.457457,823.963157,110052.1,41756.0,71.0,220.7,246.435,6428.079,1.15,194.8,0.259,0.095,0.105,0.254,0.131,0.156,3.805,2990674
43.0,MT,251562.0,2017,9.0,367.836156,141.836511,48618.3,48252.0,67.6,220.7,246.435,6428.079,1.15,194.8,0.225,0.093,0.113,0.241,0.148,0.181,3.805,1053862
9.0,NC,179613.0,2017,9.0,3968.383666,2436.856285,546259.7,47630.0,66.3,220.7,246.435,6428.079,1.15,194.8,0.241,0.085,0.117,0.267,0.131,0.16,3.805,10275758
47.0,ND,231987.0,2017,9.0,262.344375,503.018512,56872.5,58566.0,62.6,220.7,246.435,6428.079,1.15,194.8,0.244,0.104,0.136,0.237,0.135,0.146,3.805,756755
37.0,NE,155782.0,2017,9.0,299.916526,566.630031,123207.0,55268.0,66.1,220.7,246.435,6428.079,1.15,194.8,0.26,0.09,0.124,0.244,0.131,0.152,3.805,1916998
41.0,NH,262581.0,2017,9.0,985.341243,444.804935,81878.1,54852.0,71.6,220.7,246.435,6428.079,1.15,194.8,0.204,0.081,0.114,0.267,0.161,0.175,3.805,1350395
10.0,NJ,318724.0,2017,9.0,9207.443996,2942.161549,591717.0,56574.0,64.1,220.7,246.435,6428.079,1.15,194.8,0.233,0.083,0.116,0.274,0.137,0.156,3.805,8888147
35.0,NM,185115.0,2017,9.0,206.294138,317.852554,93508.3,41044.0,66.6,220.7,246.435,6428.079,1.15,194.8,0.25,0.094,0.116,0.236,0.135,0.169,3.805,2092844
34.0,NV,257130.0,2017,9.0,983.706122,1037.784379,164735.4,47183.0,55.0,220.7,246.435,6428.079,1.15,194.8,0.239,0.087,0.127,0.268,0.125,0.155,3.805,2972097
2.0,NY,297694.0,2017,9.0,10295.9466,7658.6327,1621581.1,56711.0,51.1,220.7,246.435,6428.079,1.15,194.8,0.221,0.091,0.132,0.264,0.133,0.159,3.805,19593849
6.0,OH,132735.0,2017,9.0,5819.193791,4181.405124,653809.8,50276.0,66.0,220.7,246.435,6428.079,1.15,194.8,0.237,0.087,0.118,0.253,0.141,0.165,3.805,11665706
27.0,OK,120037.0,2017,9.0,867.226665,471.140736,193416.7,48370.0,68.9,220.7,246.435,6428.079,1.15,194.8,0.262,0.09,0.122,0.246,0.128,0.153,3.805,3933602
26.0,OR,333001.0,2017,9.0,1454.301489,1818.935691,226617.1,46979.0,61.8,220.7,246.435,6428.079,1.15,194.8,0.222,0.085,0.129,0.259,0.134,0.171,3.805,4147294
5.0,PA,177251.0,2017,9.0,6712.611322,3405.048077,758542.3,52468.0,68.6,220.7,246.435,6428.079,1.15,194.8,0.222,0.083,0.118,0.255,0.145,0.177,3.805,12794679
42.0,RI,276869.0,2017,9.0,693.256333,206.313314,59384.8,49311.0,56.6,220.7,246.435,6428.079,1.15,194.8,0.212,0.093,0.124,0.259,0.145,0.167,3.805,1056554
23.0,SC,168841.0,2017,9.0,3122.826321,2731.913045,224649.4,45747.0,72.8,220.7,246.435,6428.079,1.15,194.8,0.233,0.086,0.114,0.256,0.136,0.175,3.805,5027102
16.0,TN,164503.0,2017,9.0,7041.816475,2750.380237,355567.6,47823.0,67.2,220.7,246.435,6428.079,1.15,194.8,0.239,0.086,0.121,0.261,0.134,0.159,3.805,6714748
1.0,TX,188474.0,2017,9.0,21208.977217,21092.507658,1672558.3,49950.0,61.7,220.7,246.435,6428.079,1.15,194.8,0.277,0.095,0.13,0.262,0.114,0.122,3.805,28291024
33.0,UT,295535.0,2017,9.0,1275.958417,930.723228,173780.7,43696.0,71.0,220.7,246.435,6428.079,1.15,194.8,0.315,0.107,0.131,0.242,0.097,0.108,3.805,3103540
