SizeRank,StateName,Avg_House_Price,year,month,import_of_goods,export_of_goods,gdp_of_goods,Real_PerCap,house_ownership,PPI_Lumber_of_goods,CPI_of_goods,NASDAQ_Index,Fed_Interest_Rate,PPI_ALL_Index,Children 0-18,Adults 19-25,Adults 26-34,Adults 35-54,Adults 55-64,Adults 65+,MORTGAGE,population
42.0,RI,231489.0,2011,8.0,703.3,211.3,56206.3,46969.0,63.4,167.7,226.106,2504.623043478261,0.1,203.2,0.224,0.097,0.111,0.288,0.135,0.144,4.27,1053829
23.0,SC,140988.0,2011,8.0,3108.0,2143.7,192985.4,39859.0,74.2,167.7,226.106,2504.623043478261,0.1,203.2,0.248,0.093,0.11,0.273,0.134,0.141,4.27,4672655
16.0,TN,129439.0,2011,8.0,5058.2,2556.7,302649.0,43814.0,69.3,167.7,226.106,2504.623043478261,0.1,203.2,0.247,0.09,0.117,0.279,0.131,0.137,4.27,6400298
1.0,TX,131655.0,2011,8.0,28240.0,21795.8,1370137.8,46693.0,64.3,167.7,226.106,2504.623043478261,0.1,203.2,0.29,0.098,0.127,0.273,0.108,0.105,4.27,25645504
33.0,UT,194490.0,2011,8.0,959.2,1769.7,138598.5,36769.0,71.4,167.7,226.106,2504.623043478261,0.1,203.2,0.33,0.111,0.142,0.233,0.092,0.092,4.27,2814797
11.0,VA,231263.0,2011,8.0,1973.0,1470.3,479365.6,49646.0,67.9,167.7,226.106,2504.623043478261,0.1,203.2,0.247,0.091,0.12,0.289,0.127,0.126,4.27,8102437
48.0,VT,225948.0,2011,8.0,411.8,375.2,31560.2,47569.0,74.6,167.7,226.106,2504.623043478261,0.1,203.2,0.213,0.084,0.102,0.293,0.156,0.152,4.27,627197
12.0,WA,230164.0,2011,8.0,3974.1,5576.0,410108.4,46296.0,64.2,167.7,226.106,2504.623043478261,0.1,203.2,0.245,0.092,0.126,0.28,0.131,0.126,4.27,6827479
19.0,WI,144531.0,2011,8.0,2040.9,1868.6,294896.2,47257.0,68.5,167.7,226.106,2504.623043478261,0.1,203.2,0.247,0.09,0.114,0.28,0.132,0.137,4.27,5705840
36.0,WV,87798.0,2011,8.0,340.1,815.8,73446.5,41705.0,78.7,167.7,226.106,2504.623043478261,0.1,203.2,0.22,0.088,0.105,0.275,0.15,0.162,4.27,1856606
50.0,WY,194732.0,2011,8.0,176.8,108.2,38793.8,55956.0,71.1,167.7,226.106,2504.623043478261,0.1,203.2,0.251,0.094,0.127,0.262,0.14,0.126,4.27,567491
46.0,AK,260350.0,2011,9.0,148.5,698.8,54149.9,54737.0,64.4,165.6,226.597,2524.1361904761907,0.08,203.7,0.278,0.102,0.126,0.282,0.13,0.083,4.106,722349
22.0,AL,113101.0,2011,9.0,1556.8,1510.2,201353.8,41846.0,72.9,165.6,226.597,2524.1361904761907,0.08,203.7,0.251,0.094,0.112,0.274,0.129,0.14,4.106,4799642
31.0,AR,100885.0,2011,9.0,695.4,494.6,115128.4,41286.0,67.6,165.6,226.597,2524.1361904761907,0.08,203.7,0.257,0.089,0.117,0.266,0.127,0.145,4.106,2941038
15.0,AZ,137286.0,2011,9.0,1332.6,1430.9,289990.1,38404.0,66.0,165.6,226.597,2524.1361904761907,0.08,203.7,0.266,0.095,0.117,0.259,0.119,0.144,4.106,6473416
0.0,CA,309480.0,2011,9.0,30860.3,13489.6,2189999.3,44857.0,55.3,165.6,226.597,2524.1361904761907,0.08,203.7,0.262,0.102,0.127,0.279,0.114,0.117,4.106,37636311
21.0,CO,222076.0,2011,9.0,1042.9,618.7,283865.5,45646.0,65.9,165.6,226.597,2524.1361904761907,0.08,203.7,0.254,0.094,0.13,0.285,0.125,0.112,4.106,5121900
28.0,CT,246625.0,2011,9.0,2190.6,1121.4,261076.9,62986.0,70.6,165.6,226.597,2524.1361904761907,0.08,203.7,0.241,0.08,0.107,0.298,0.132,0.142,4.106,3588632
49.0,DC,415719.0,2011,9.0,21.3,42.8,123086.4,63348.0,44.8,165.6,226.597,2524.1361904761907,0.08,203.7,0.187,0.116,0.204,0.266,0.113,0.115,4.106,620290
44.0,DE,219645.0,2011,9.0,1097.2,451.6,71790.2,47055.0,74.2,165.6,226.597,2524.1361904761907,0.08,203.7,0.243,0.087,0.114,0.278,0.13,0.148,4.106,907590
3.0,FL,138138.0,2011,9.0,5715.1,5795.0,846179.8,43281.0,69.0,165.6,226.597,2524.1361904761907,0.08,203.7,0.224,0.09,0.107,0.272,0.13,0.177,4.106,19055607
8.0,GA,122670.0,2011,9.0,5891.8,3026.2,481910.4,42370.0,66.2,165.6,226.597,2524.1361904761907,0.08,203.7,0.273,0.094,0.121,0.287,0.116,0.11,4.106,9803630
39.0,HI,461787.0,2011,9.0,499.3,48.4,76766.8,41994.0,55.4,165.6,226.597,2524.1361904761907,0.08,203.7,0.24,0.085,0.119,0.27,0.136,0.152,4.106,1379562
29.0,IA,118851.0,2011,9.0,721.8,1135.3,163995.8,49063.0,71.2,165.6,226.597,2524.1361904761907,0.08,203.7,0.251,0.089,0.119,0.264,0.131,0.147,4.106,3066772
38.0,ID,143781.0,2011,9.0,338.1,462.5,62514.7,38343.0,72.4,165.6,226.597,2524.1361904761907,0.08,203.7,0.283,0.094,0.118,0.256,0.121,0.128,4.106,1584272
4.0,IL,162256.0,2011,9.0,10409.8,5607.8,771408.7,46628.0,68.4,165.6,226.597,2524.1361904761907,0.08,203.7,0.256,0.092,0.124,0.28,0.121,0.126,4.106,12867783
14.0,IN,112735.0,2011,9.0,3158.0,2588.9,320350.6,43987.0,72.1,165.6,226.597,2524.1361904761907,0.08,203.7,0.262,0.091,0.114,0.276,0.127,0.13,4.106,6517250
32.0,KS,117056.0,2011,9.0,840.1,984.0,148178.9,49878.0,65.4,165.6,226.597,2524.1361904761907,0.08,203.7,0.269,0.096,0.115,0.265,0.124,0.131,4.106,2869677
25.0,KY,110254.0,2011,9.0,2617.1,1678.6,187850.6,41303.0,69.1,165.6,226.597,2524.1361904761907,0.08,203.7,0.25,0.088,0.116,0.28,0.131,0.135,4.106,4370817
24.0,LA,145240.0,2011,9.0,6706.1,4256.1,238422.2,45363.0,70.1,165.6,226.597,2524.1361904761907,0.08,203.7,0.263,0.1,0.122,0.266,0.124,0.125,4.106,4576244
13.0,MA,306184.0,2011,9.0,2771.9,2645.4,471180.6,56410.0,65.3,165.6,226.597,2524.1361904761907,0.08,203.7,0.23,0.089,0.117,0.294,0.131,0.138,4.106,6614218
18.0,MD,252063.0,2011,9.0,2098.4,927.9,360945.8,51126.0,69.7,165.6,226.597,2524.1361904761907,0.08,203.7,0.246,0.09,0.119,0.293,0.127,0.125,4.106,5840241
40.0,ME,184491.0,2011,9.0,507.1,280.0,59129.1,44299.0,73.9,165.6,226.597,2524.1361904761907,0.08,203.7,0.214,0.076,0.1,0.293,0.153,0.163,4.106,1328473
7.0,MI,95595.0,2011,9.0,9085.4,4527.8,451636.2,42715.0,74.1,165.6,226.597,2524.1361904761907,0.08,203.7,0.246,0.095,0.106,0.28,0.134,0.14,4.106,9883053
20.0,MN,165492.0,2011,9.0,2956.7,1689.1,315004.8,50071.0,71.3,165.6,226.597,2524.1361904761907,0.08,203.7,0.254,0.088,0.123,0.28,0.125,0.129,4.106,5346620
17.0,MO,120710.0,2011,9.0,1326.8,1218.0,292476.0,44788.0,71.1,165.6,226.597,2524.1361904761907,0.08,203.7,0.25,0.09,0.118,0.273,0.129,0.141,4.106,6011182
30.0,MS,105200.0,2011,9.0,1669.0,930.0,106303.5,39422.0,74.8,165.6,226.597,2524.1361904761907,0.08,203.7,0.271,0.095,0.112,0.269,0.124,0.13,4.106,2979147
43.0,MT,197705.0,2011,9.0,467.4,136.0,43314.0,43677.0,68.4,165.6,226.597,2524.1361904761907,0.08,203.7,0.234,0.094,0.113,0.261,0.149,0.15,4.106,997518
9.0,NC,150867.0,2011,9.0,4120.4,2253.9,482134.4,42485.0,68.3,165.6,226.597,2524.1361904761907,0.08,203.7,0.256,0.089,0.115,0.283,0.126,0.132,4.106,9658913
47.0,ND,170364.0,2011,9.0,322.5,275.1,43540.8,58830.0,68.3,165.6,226.597,2524.1361904761907,0.08,203.7,0.237,0.115,0.12,0.254,0.131,0.142,4.106,685526
37.0,NE,121407.0,2011,9.0,292.8,582.8,108889.8,53817.0,68.9,165.6,226.597,2524.1361904761907,0.08,203.7,0.264,0.096,0.117,0.265,0.125,0.134,4.106,1840914
41.0,NH,211579.0,2011,9.0,1048.3,334.2,73314.4,51170.0,74.1,165.6,226.597,2524.1361904761907,0.08,203.7,0.227,0.082,0.099,0.308,0.145,0.139,4.106,1320444
10.0,NJ,295630.0,2011,9.0,10238.1,3492.1,547471.3,52191.0,66.4,165.6,226.597,2524.1361904761907,0.08,203.7,0.246,0.083,0.113,0.298,0.125,0.136,4.106,8828552
35.0,NM,166431.0,2011,9.0,172.4,189.9,90749.4,38977.0,69.1,165.6,226.597,2524.1361904761907,0.08,203.7,0.267,0.098,0.114,0.254,0.131,0.137,4.106,2080707
34.0,NV,136382.0,2011,9.0,500.8,726.7,144410.0,40744.0,56.2,165.6,226.597,2524.1361904761907,0.08,203.7,0.256,0.092,0.125,0.279,0.122,0.126,4.106,2713114
2.0,NY,256185.0,2011,9.0,11606.3,8264.5,1431819.6,49366.0,53.6,165.6,226.597,2524.1361904761907,0.08,203.7,0.234,0.097,0.125,0.285,0.125,0.135,4.106,19499921
6.0,OH,111404.0,2011,9.0,5383.8,4244.3,581379.5,45541.0,68.9,165.6,226.597,2524.1361904761907,0.08,203.7,0.248,0.088,0.112,0.278,0.134,0.141,4.106,11545735
27.0,OK,102380.0,2011,9.0,883.1,523.1,165511.6,47136.0,69.4,165.6,226.597,2524.1361904761907,0.08,203.7,0.266,0.092,0.12,0.262,0.124,0.137,4.106,3788824
26.0,OR,210223.0,2011,9.0,1402.1,1368.5,184578.4,40590.0,66.4,165.6,226.597,2524.1361904761907,0.08,203.7,0.233,0.092,0.124,0.269,0.138,0.143,4.106,3872672
5.0,PA,159306.0,2011,9.0,7765.6,3522.0,678405.7,48345.0,71.1,165.6,226.597,2524.1361904761907,0.08,203.7,0.232,0.088,0.108,0.282,0.136,0.155,4.106,12747052
42.0,RI,230034.0,2011,9.0,784.7,188.7,56206.3,46969.0,63.4,165.6,226.597,2524.1361904761907,0.08,203.7,0.224,0.097,0.111,0.288,0.135,0.144,4.106,1053829
23.0,SC,140559.0,2011,9.0,2850.2,2079.0,192985.4,39859.0,74.2,165.6,226.597,2524.1361904761907,0.08,203.7,0.248,0.093,0.11,0.273,0.134,0.141,4.106,4672655
16.0,TN,129156.0,2011,9.0,4709.6,2523.4,302649.0,43814.0,69.3,165.6,226.597,2524.1361904761907,0.08,203.7,0.247,0.09,0.117,0.279,0.131,0.137,4.106,6400298
1.0,TX,131750.0,2011,9.0,26296.3,20821.3,1370137.8,46693.0,64.3,165.6,226.597,2524.1361904761907,0.08,203.7,0.29,0.098,0.127,0.273,0.108,0.105,4.106,25645504
33.0,UT,193888.0,2011,9.0,929.1,2018.8,138598.5,36769.0,71.4,165.6,226.597,2524.1361904761907,0.08,203.7,0.33,0.111,0.142,0.233,0.092,0.092,4.106,2814797
11.0,VA,230903.0,2011,9.0,1913.3,1599.4,479365.6,49646.0,67.9,165.6,226.597,2524.1361904761907,0.08,203.7,0.247,0.091,0.12,0.289,0.127,0.126,4.106,8102437
48.0,VT,225857.0,2011,9.0,396.0,391.9,31560.2,47569.0,74.6,165.6,226.597,2524.1361904761907,0.08,203.7,0.213,0.084,0.102,0.293,0.156,0.152,4.106,627197
12.0,WA,228522.0,2011,9.0,4123.1,5069.4,410108.4,46296.0,64.2,165.6,226.597,2524.1361904761907,0.08,203.7,0.245,0.092,0.126,0.28,0.131,0.126,4.106,6827479
19.0,WI,144254.0,2011,9.0,1974.5,1879.1,294896.2,47257.0,68.5,165.6,226.597,2524.1361904761907,0.08,203.7,0.247,0.09,0.114,0.28,0.132,0.137,4.106,5705840
36.0,WV,87823.0,2011,9.0,291.0,717.7,73446.5,41705.0,78.7,165.6,226.597,2524.1361904761907,0.08,203.7,0.22,0.088,0.105,0.275,0.15,0.162,4.106,1856606
50.0,WY,195099.0,2011,9.0,142.9,117.9,38793.8,55956.0,71.1,165.6,226.597,2524.1361904761907,0.08,203.7,0.251,0.094,0.127,0.262,0.14,0.126,4.106,567491
46.0,AK,260569.0,2011,10.0,83.4,659.8,56358.6,54737.0,64.4,165.0,226.75,2594.781904761905,0.07,201.1,0.278,0.102,0.126,0.282,0.13,0.083,4.0675,722349
22.0,AL,112756.0,2011,10.0,1521.1,1820.4,204016.8,41846.0,72.9,165.0,226.75,2594.781904761905,0.07,201.1,0.251,0.094,0.112,0.274,0.129,0.14,4.0675,4799642
31.0,AR,100974.0,2011,10.0,749.4,452.6,116732.0,41286.0,67.6,165.0,226.75,2594.781904761905,0.07,201.1,0.257,0.089,0.117,0.266,0.127,0.145,4.0675,2941038
15.0,AZ,137322.0,2011,10.0,1365.6,1359.3,295818.7,38404.0,66.0,165.0,226.75,2594.781904761905,0.07,201.1,0.266,0.095,0.117,0.259,0.119,0.144,4.0675,6473416
0.0,CA,307633.0,2011,10.0,31707.8,13814.6,2201588.5,44857.0,55.3,165.0,226.75,2594.781904761905,0.07,201.1,0.262,0.102,0.127,0.279,0.114,0.117,4.0675,37636311
21.0,CO,222127.0,2011,10.0,1011.2,680.0,286004.4,45646.0,65.9,165.0,226.75,2594.781904761905,0.07,201.1,0.254,0.094,0.13,0.285,0.125,0.112,4.0675,5121900
28.0,CT,244981.0,2011,10.0,1781.6,1427.2,262836.5,62986.0,70.6,165.0,226.75,2594.781904761905,0.07,201.1,0.241,0.08,0.107,0.298,0.132,0.142,4.0675,3588632
49.0,DC,415055.0,2011,10.0,28.6,184.7,122455.3,63348.0,44.8,165.0,226.75,2594.781904761905,0.07,201.1,0.187,0.116,0.204,0.266,0.113,0.115,4.0675,620290
44.0,DE,218411.0,2011,10.0,1220.5,516.8,71730.7,47055.0,74.2,165.0,226.75,2594.781904761905,0.07,201.1,0.243,0.087,0.114,0.278,0.13,0.148,4.0675,907590
3.0,FL,137894.0,2011,10.0,5438.7,5776.7,852247.4,43281.0,69.0,165.0,226.75,2594.781904761905,0.07,201.1,0.224,0.09,0.107,0.272,0.13,0.177,4.0675,19055607
8.0,GA,122417.0,2011,10.0,5659.1,2853.6,485274.3,42370.0,66.2,165.0,226.75,2594.781904761905,0.07,201.1,0.273,0.094,0.121,0.287,0.116,0.11,4.0675,9803630
39.0,HI,460772.0,2011,10.0,556.3,167.6,77962.9,41994.0,55.4,165.0,226.75,2594.781904761905,0.07,201.1,0.24,0.085,0.119,0.27,0.136,0.152,4.0675,1379562
29.0,IA,118887.0,2011,10.0,721.2,1198.7,168705.0,49063.0,71.2,165.0,226.75,2594.781904761905,0.07,201.1,0.251,0.089,0.119,0.264,0.131,0.147,4.0675,3066772
38.0,ID,143821.0,2011,10.0,418.1,477.8,63017.6,38343.0,72.4,165.0,226.75,2594.781904761905,0.07,201.1,0.283,0.094,0.118,0.256,0.121,0.128,4.0675,1584272
4.0,IL,160499.0,2011,10.0,10782.4,5408.6,779080.2,46628.0,68.4,165.0,226.75,2594.781904761905,0.07,201.1,0.256,0.092,0.124,0.28,0.121,0.126,4.0675,12867783
14.0,IN,112789.0,2011,10.0,3575.7,2785.4,323607.8,43987.0,72.1,165.0,226.75,2594.781904761905,0.07,201.1,0.262,0.091,0.114,0.276,0.127,0.13,4.0675,6517250
32.0,KS,116812.0,2011,10.0,1025.6,981.2,148769.2,49878.0,65.4,165.0,226.75,2594.781904761905,0.07,201.1,0.269,0.096,0.115,0.265,0.124,0.131,4.0675,2869677
25.0,KY,110060.0,2011,10.0,2719.5,1856.8,191333.7,41303.0,69.1,165.0,226.75,2594.781904761905,0.07,201.1,0.25,0.088,0.116,0.28,0.131,0.135,4.0675,4370817
24.0,LA,145181.0,2011,10.0,6182.6,5226.8,242123.3,45363.0,70.1,165.0,226.75,2594.781904761905,0.07,201.1,0.263,0.1,0.122,0.266,0.124,0.125,4.0675,4576244
13.0,MA,304887.0,2011,10.0,2774.4,2276.2,478698.2,56410.0,65.3,165.0,226.75,2594.781904761905,0.07,201.1,0.23,0.089,0.117,0.294,0.131,0.138,4.0675,6614218
18.0,MD,251347.0,2011,10.0,2186.7,985.7,362841.0,51126.0,69.7,165.0,226.75,2594.781904761905,0.07,201.1,0.246,0.09,0.119,0.293,0.127,0.125,4.0675,5840241
40.0,ME,184235.0,2011,10.0,459.6,291.2,59986.9,44299.0,73.9,165.0,226.75,2594.781904761905,0.07,201.1,0.214,0.076,0.1,0.293,0.153,0.163,4.0675,1328473
7.0,MI,95655.0,2011,10.0,9319.0,4450.9,463340.8,42715.0,74.1,165.0,226.75,2594.781904761905,0.07,201.1,0.246,0.095,0.106,0.28,0.134,0.14,4.0675,9883053
20.0,MN,164880.0,2011,10.0,3159.0,1693.0,316677.2,50071.0,71.3,165.0,226.75,2594.781904761905,0.07,201.1,0.254,0.088,0.123,0.28,0.125,0.129,4.0675,5346620
17.0,MO,120370.0,2011,10.0,1284.3,1181.2,295143.6,44788.0,71.1,165.0,226.75,2594.781904761905,0.07,201.1,0.25,0.09,0.118,0.273,0.129,0.141,4.0675,6011182
30.0,MS,105096.0,2011,10.0,1946.9,1067.6,107817.7,39422.0,74.8,165.0,226.75,2594.781904761905,0.07,201.1,0.271,0.095,0.112,0.269,0.124,0.13,4.0675,2979147
43.0,MT,197836.0,2011,10.0,409.3,137.1,44258.4,43677.0,68.4,165.0,226.75,2594.781904761905,0.07,201.1,0.234,0.094,0.113,0.261,0.149,0.15,4.0675,997518
9.0,NC,150340.0,2011,10.0,4348.9,2409.5,482619.1,42485.0,68.3,165.0,226.75,2594.781904761905,0.07,201.1,0.256,0.089,0.115,0.283,0.126,0.132,4.0675,9658913
47.0,ND,170493.0,2011,10.0,325.9,285.7,47076.8,58830.0,68.3,165.0,226.75,2594.781904761905,0.07,201.1,0.237,0.115,0.12,0.254,0.131,0.142,4.0675,685526
37.0,NE,121605.0,2011,10.0,302.3,726.7,111297.1,53817.0,68.9,165.0,226.75,2594.781904761905,0.07,201.1,0.264,0.096,0.117,0.265,0.125,0.134,4.0675,1840914
41.0,NH,211291.0,2011,10.0,945.3,345.5,74485.9,51170.0,74.1,165.0,226.75,2594.781904761905,0.07,201.1,0.227,0.082,0.099,0.308,0.145,0.139,4.0675,1320444
10.0,NJ,294198.0,2011,10.0,10337.6,3483.6,555229.5,52191.0,66.4,165.0,226.75,2594.781904761905,0.07,201.1,0.246,0.083,0.113,0.298,0.125,0.136,4.0675,8828552
35.0,NM,166184.0,2011,10.0,206.9,171.0,91772.2,38977.0,69.1,165.0,226.75,2594.781904761905,0.07,201.1,0.267,0.098,0.114,0.254,0.131,0.137,4.0675,2080707
34.0,NV,135611.0,2011,10.0,693.7,766.8,144250.6,40744.0,56.2,165.0,226.75,2594.781904761905,0.07,201.1,0.256,0.092,0.125,0.279,0.122,0.126,4.0675,2713114
2.0,NY,255858.0,2011,10.0,11058.8,6849.8,1446532.9,49366.0,53.6,165.0,226.75,2594.781904761905,0.07,201.1,0.234,0.097,0.125,0.285,0.125,0.135,4.0675,19499921
6.0,OH,111083.0,2011,10.0,5381.3,4251.9,589695.3,45541.0,68.9,165.0,226.75,2594.781904761905,0.07,201.1,0.248,0.088,0.112,0.278,0.134,0.141,4.0675,11545735
27.0,OK,102386.0,2011,10.0,973.6,543.0,169857.9,47136.0,69.4,165.0,226.75,2594.781904761905,0.07,201.1,0.266,0.092,0.12,0.262,0.124,0.137,4.0675,3788824
26.0,OR,209398.0,2011,10.0,1316.5,1389.3,187644.8,40590.0,66.4,165.0,226.75,2594.781904761905,0.07,201.1,0.233,0.092,0.124,0.269,0.138,0.143,4.0675,3872672
5.0,PA,159113.0,2011,10.0,7233.0,3702.6,685262.7,48345.0,71.1,165.0,226.75,2594.781904761905,0.07,201.1,0.232,0.088,0.108,0.282,0.136,0.155,4.0675,12747052
42.0,RI,228681.0,2011,10.0,624.1,186.5,56355.1,46969.0,63.4,165.0,226.75,2594.781904761905,0.07,201.1,0.224,0.097,0.111,0.288,0.135,0.144,4.0675,1053829
23.0,SC,140109.0,2011,10.0,2821.3,2024.8,194196.9,39859.0,74.2,165.0,226.75,2594.781904761905,0.07,201.1,0.248,0.093,0.11,0.273,0.134,0.141,4.0675,4672655
16.0,TN,128857.0,2011,10.0,4935.5,2708.2,306443.8,43814.0,69.3,165.0,226.75,2594.781904761905,0.07,201.1,0.247,0.09,0.117,0.279,0.131,0.137,4.0675,6400298
1.0,TX,131772.0,2011,10.0,27563.9,22120.9,1396375.3,46693.0,64.3,165.0,226.75,2594.781904761905,0.07,201.1,0.29,0.098,0.127,0.273,0.108,0.105,4.0675,25645504
33.0,UT,193282.0,2011,10.0,901.2,2016.7,139342.9,36769.0,71.4,165.0,226.75,2594.781904761905,0.07,201.1,0.33,0.111,0.142,0.233,0.092,0.092,4.0675,2814797
11.0,VA,230415.0,2011,10.0,1965.1,1571.3,483259.9,49646.0,67.9,165.0,226.75,2594.781904761905,0.07,201.1,0.247,0.091,0.12,0.289,0.127,0.126,4.0675,8102437
48.0,VT,225884.0,2011,10.0,380.9,477.1,32372.6,47569.0,74.6,165.0,226.75,2594.781904761905,0.07,201.1,0.213,0.084,0.102,0.293,0.156,0.152,4.0675,627197
12.0,WA,227036.0,2011,10.0,4455.1,6126.6,418669.8,46296.0,64.2,165.0,226.75,2594.781904761905,0.07,201.1,0.245,0.092,0.126,0.28,0.131,0.126,4.0675,6827479
19.0,WI,144041.0,2011,10.0,2001.8,1906.6,296754.1,47257.0,68.5,165.0,226.75,2594.781904761905,0.07,201.1,0.247,0.09,0.114,0.28,0.132,0.137,4.0675,5705840
36.0,WV,87893.0,2011,10.0,296.4,719.0,74216.8,41705.0,78.7,165.0,226.75,2594.781904761905,0.07,201.1,0.22,0.088,0.105,0.275,0.15,0.162,4.0675,1856606
50.0,WY,195052.0,2011,10.0,112.8,112.9,39455.7,55956.0,71.1,165.0,226.75,2594.781904761905,0.07,201.1,0.251,0.094,0.127,0.262,0.14,0.126,4.0675,567491
46.0,AK,260726.0,2011,11.0,132.1,323.9,56358.6,54737.0,64.4,163.2,227.169,2606.289047619048,0.08,201.4,0.278,0.102,0.126,0.282,0.13,0.083,3.9925,722349
22.0,AL,112335.0,2011,11.0,1471.5,1414.3,204016.8,41846.0,72.9,163.2,227.169,2606.289047619048,0.08,201.4,0.251,0.094,0.112,0.274,0.129,0.14,3.9925,4799642
31.0,AR,101048.0,2011,11.0,648.3,373.6,116732.0,41286.0,67.6,163.2,227.169,2606.289047619048,0.08,201.4,0.257,0.089,0.117,0.266,0.127,0.145,3.9925,2941038
15.0,AZ,137376.0,2011,11.0,1596.0,1506.1,295818.7,38404.0,66.0,163.2,227.169,2606.289047619048,0.08,201.4,0.266,0.095,0.117,0.259,0.119,0.144,3.9925,6473416
0.0,CA,306901.0,2011,11.0,32159.3,14071.9,2201588.5,44857.0,55.3,163.2,227.169,2606.289047619048,0.08,201.4,0.262,0.102,0.127,0.279,0.114,0.117,3.9925,37636311
21.0,CO,222227.0,2011,11.0,928.4,587.3,286004.4,45646.0,65.9,163.2,227.169,2606.289047619048,0.08,201.4,0.254,0.094,0.13,0.285,0.125,0.112,3.9925,5121900
28.0,CT,243842.0,2011,11.0,1926.1,1349.5,262836.5,62986.0,70.6,163.2,227.169,2606.289047619048,0.08,201.4,0.241,0.08,0.107,0.298,0.132,0.142,3.9925,3588632
49.0,DC,414992.0,2011,11.0,42.6,79.7,122455.3,63348.0,44.8,163.2,227.169,2606.289047619048,0.08,201.4,0.187,0.116,0.204,0.266,0.113,0.115,3.9925,620290
44.0,DE,217476.0,2011,11.0,1213.0,394.9,71730.7,47055.0,74.2,163.2,227.169,2606.289047619048,0.08,201.4,0.243,0.087,0.114,0.278,0.13,0.148,3.9925,907590
3.0,FL,137748.0,2011,11.0,6266.8,5695.1,852247.4,43281.0,69.0,163.2,227.169,2606.289047619048,0.08,201.4,0.224,0.09,0.107,0.272,0.13,0.177,3.9925,19055607
8.0,GA,122115.0,2011,11.0,5506.5,3151.8,485274.3,42370.0,66.2,163.2,227.169,2606.289047619048,0.08,201.4,0.273,0.094,0.121,0.287,0.116,0.11,3.9925,9803630
39.0,HI,458421.0,2011,11.0,555.7,65.6,77962.9,41994.0,55.4,163.2,227.169,2606.289047619048,0.08,201.4,0.24,0.085,0.119,0.27,0.136,0.152,3.9925,1379562
29.0,IA,118955.0,2011,11.0,686.9,1179.5,168705.0,49063.0,71.2,163.2,227.169,2606.289047619048,0.08,201.4,0.251,0.089,0.119,0.264,0.131,0.147,3.9925,3066772
38.0,ID,144160.0,2011,11.0,440.7,509.1,63017.6,38343.0,72.4,163.2,227.169,2606.289047619048,0.08,201.4,0.283,0.094,0.118,0.256,0.121,0.128,3.9925,1584272
4.0,IL,159602.0,2011,11.0,10449.8,5371.5,779080.2,46628.0,68.4,163.2,227.169,2606.289047619048,0.08,201.4,0.256,0.092,0.124,0.28,0.121,0.126,3.9925,12867783
14.0,IN,112780.0,2011,11.0,3618.9,2678.0,323607.8,43987.0,72.1,163.2,227.169,2606.289047619048,0.08,201.4,0.262,0.091,0.114,0.276,0.127,0.13,3.9925,6517250
32.0,KS,116558.0,2011,11.0,906.0,923.9,148769.2,49878.0,65.4,163.2,227.169,2606.289047619048,0.08,201.4,0.269,0.096,0.115,0.265,0.124,0.131,3.9925,2869677
25.0,KY,110031.0,2011,11.0,2741.5,1699.0,191333.7,41303.0,69.1,163.2,227.169,2606.289047619048,0.08,201.4,0.25,0.088,0.116,0.28,0.131,0.135,3.9925,4370817
24.0,LA,145083.0,2011,11.0,6464.9,4941.9,242123.3,45363.0,70.1,163.2,227.169,2606.289047619048,0.08,201.4,0.263,0.1,0.122,0.266,0.124,0.125,3.9925,4576244
13.0,MA,303458.0,2011,11.0,2589.6,2050.6,478698.2,56410.0,65.3,163.2,227.169,2606.289047619048,0.08,201.4,0.23,0.089,0.117,0.294,0.131,0.138,3.9925,6614218
18.0,MD,250775.0,2011,11.0,2228.8,996.1,362841.0,51126.0,69.7,163.2,227.169,2606.289047619048,0.08,201.4,0.246,0.09,0.119,0.293,0.127,0.125,3.9925,5840241
40.0,ME,183874.0,2011,11.0,334.6,267.2,59986.9,44299.0,73.9,163.2,227.169,2606.289047619048,0.08,201.4,0.214,0.076,0.1,0.293,0.153,0.163,3.9925,1328473
7.0,MI,95662.0,2011,11.0,9321.6,4269.7,463340.8,42715.0,74.1,163.2,227.169,2606.289047619048,0.08,201.4,0.246,0.095,0.106,0.28,0.134,0.14,3.9925,9883053
20.0,MN,164157.0,2011,11.0,3120.2,1643.8,316677.2,50071.0,71.3,163.2,227.169,2606.289047619048,0.08,201.4,0.254,0.088,0.123,0.28,0.125,0.129,3.9925,5346620
17.0,MO,120051.0,2011,11.0,1399.7,1184.7,295143.6,44788.0,71.1,163.2,227.169,2606.289047619048,0.08,201.4,0.25,0.09,0.118,0.273,0.129,0.141,3.9925,6011182
30.0,MS,105017.0,2011,11.0,1632.7,989.0,107817.7,39422.0,74.8,163.2,227.169,2606.289047619048,0.08,201.4,0.271,0.095,0.112,0.269,0.124,0.13,3.9925,2979147
43.0,MT,197897.0,2011,11.0,461.3,110.9,44258.4,43677.0,68.4,163.2,227.169,2606.289047619048,0.08,201.4,0.234,0.094,0.113,0.261,0.149,0.15,3.9925,997518
9.0,NC,149844.0,2011,11.0,3996.1,2272.7,482619.1,42485.0,68.3,163.2,227.169,2606.289047619048,0.08,201.4,0.256,0.089,0.115,0.283,0.126,0.132,3.9925,9658913
