StateName,CPI_of_goods,year,month,day
MS,232.445,2013,6,1
OR,232.445,2013,6,1
CT,232.445,2013,6,1
ME,232.445,2013,6,1
HI,232.445,2013,6,1
MN,232.445,2013,6,1
VT,232.445,2013,6,1
WV,232.445,2013,6,1
MO,232.445,2013,6,1
ND,232.445,2013,6,1
RI,232.445,2013,6,1
PA,232.445,2013,6,1
WY,232.445,2013,6,1
KY,232.445,2013,6,1
MD,232.445,2013,6,1
KS,232.445,2013,6,1
NM,232.445,2013,6,1
DE,232.445,2013,6,1
OK,232.445,2013,6,1
DC,232.445,2013,6,1
MT,232.445,2013,6,1
NH,232.445,2013,6,1
CA,232.9,2013,7,1
TX,232.9,2013,7,1
NC,232.9,2013,7,1
VA,232.9,2013,7,1
FL,232.9,2013,7,1
NY,232.9,2013,7,1
CO,232.9,2013,7,1
GA,232.9,2013,7,1
SC,232.9,2013,7,1
WA,232.9,2013,7,1
UT,232.9,2013,7,1
IL,232.9,2013,7,1
AR,232.9,2013,7,1
NV,232.9,2013,7,1
OH,232.9,2013,7,1
NJ,232.9,2013,7,1
AL,232.9,2013,7,1
WI,232.9,2013,7,1
MI,232.9,2013,7,1
NE,232.9,2013,7,1
AZ,232.9,2013,7,1
LA,232.9,2013,7,1
IA,232.9,2013,7,1
IN,232.9,2013,7,1
AK,232.9,2013,7,1
MA,232.9,2013,7,1
ID,232.9,2013,7,1
TN,232.9,2013,7,1
MS,232.9,2013,7,1
OR,232.9,2013,7,1
CT,232.9,2013,7,1
ME,232.9,2013,7,1
HI,232.9,2013,7,1
MN,232.9,2013,7,1
VT,232.9,2013,7,1
WV,232.9,2013,7,1
MO,232.9,2013,7,1
ND,232.9,2013,7,1
RI,232.9,2013,7,1
PA,232.9,2013,7,1
WY,232.9,2013,7,1
KY,232.9,2013,7,1
MD,232.9,2013,7,1
KS,232.9,2013,7,1
NM,232.9,2013,7,1
DE,232.9,2013,7,1
OK,232.9,2013,7,1
DC,232.9,2013,7,1
MT,232.9,2013,7,1
NH,232.9,2013,7,1
CA,233.456,2013,8,1
TX,233.456,2013,8,1
NC,233.456,2013,8,1
VA,233.456,2013,8,1
FL,233.456,2013,8,1
NY,233.456,2013,8,1
CO,233.456,2013,8,1
GA,233.456,2013,8,1
SC,233.456,2013,8,1
WA,233.456,2013,8,1
UT,233.456,2013,8,1
IL,233.456,2013,8,1
AR,233.456,2013,8,1
NV,233.456,2013,8,1
OH,233.456,2013,8,1
NJ,233.456,2013,8,1
AL,233.456,2013,8,1
WI,233.456,2013,8,1
MI,233.456,2013,8,1
NE,233.456,2013,8,1
AZ,233.456,2013,8,1
LA,233.456,2013,8,1
IA,233.456,2013,8,1
IN,233.456,2013,8,1
AK,233.456,2013,8,1
MA,233.456,2013,8,1
ID,233.456,2013,8,1
TN,233.456,2013,8,1
MS,233.456,2013,8,1
OR,233.456,2013,8,1
CT,233.456,2013,8,1
ME,233.456,2013,8,1
HI,233.456,2013,8,1
MN,233.456,2013,8,1
VT,233.456,2013,8,1
WV,233.456,2013,8,1
MO,233.456,2013,8,1
ND,233.456,2013,8,1
RI,233.456,2013,8,1
PA,233.456,2013,8,1
WY,233.456,2013,8,1
KY,233.456,2013,8,1
MD,233.456,2013,8,1
KS,233.456,2013,8,1
NM,233.456,2013,8,1
DE,233.456,2013,8,1
OK,233.456,2013,8,1
DC,233.456,2013,8,1
MT,233.456,2013,8,1
NH,233.456,2013,8,1
CA,233.544,2013,9,1
TX,233.544,2013,9,1
NC,233.544,2013,9,1
VA,233.544,2013,9,1
FL,233.544,2013,9,1
NY,233.544,2013,9,1
CO,233.544,2013,9,1
GA,233.544,2013,9,1
SC,233.544,2013,9,1
WA,233.544,2013,9,1
UT,233.544,2013,9,1
IL,233.544,2013,9,1
AR,233.544,2013,9,1
NV,233.544,2013,9,1
OH,233.544,2013,9,1
NJ,233.544,2013,9,1
AL,233.544,2013,9,1
WI,233.544,2013,9,1
MI,233.544,2013,9,1
NE,233.544,2013,9,1
AZ,233.544,2013,9,1
LA,233.544,2013,9,1
IA,233.544,2013,9,1
IN,233.544,2013,9,1
AK,233.544,2013,9,1
MA,233.544,2013,9,1
ID,233.544,2013,9,1
TN,233.544,2013,9,1
MS,233.544,2013,9,1
OR,233.544,2013,9,1
CT,233.544,2013,9,1
ME,233.544,2013,9,1
HI,233.544,2013,9,1
MN,233.544,2013,9,1
VT,233.544,2013,9,1
WV,233.544,2013,9,1
MO,233.544,2013,9,1
ND,233.544,2013,9,1
RI,233.544,2013,9,1
PA,233.544,2013,9,1
WY,233.544,2013,9,1
KY,233.544,2013,9,1
MD,233.544,2013,9,1
KS,233.544,2013,9,1
NM,233.544,2013,9,1
DE,233.544,2013,9,1
OK,233.544,2013,9,1
DC,233.544,2013,9,1
MT,233.544,2013,9,1
NH,233.544,2013,9,1
CA,233.669,2013,10,1
TX,233.669,2013,10,1
NC,233.669,2013,10,1
VA,233.669,2013,10,1
FL,233.669,2013,10,1
NY,233.669,2013,10,1
CO,233.669,2013,10,1
GA,233.669,2013,10,1
SC,233.669,2013,10,1
WA,233.669,2013,10,1
UT,233.669,2013,10,1
IL,233.669,2013,10,1
AR,233.669,2013,10,1
NV,233.669,2013,10,1
OH,233.669,2013,10,1
NJ,233.669,2013,10,1
AL,233.669,2013,10,1
WI,233.669,2013,10,1
MI,233.669,2013,10,1
NE,233.669,2013,10,1
AZ,233.669,2013,10,1
LA,233.669,2013,10,1
IA,233.669,2013,10,1
IN,233.669,2013,10,1
AK,233.669,2013,10,1
MA,233.669,2013,10,1
ID,233.669,2013,10,1
TN,233.669,2013,10,1
MS,233.669,2013,10,1
OR,233.669,2013,10,1
CT,233.669,2013,10,1
ME,233.669,2013,10,1
HI,233.669,2013,10,1
MN,233.669,2013,10,1
VT,233.669,2013,10,1
WV,233.669,2013,10,1
MO,233.669,2013,10,1
ND,233.669,2013,10,1
RI,233.669,2013,10,1
PA,233.669,2013,10,1
WY,233.669,2013,10,1
KY,233.669,2013,10,1
MD,233.669,2013,10,1
KS,233.669,2013,10,1
NM,233.669,2013,10,1
DE,233.669,2013,10,1
OK,233.669,2013,10,1
DC,233.669,2013,10,1
MT,233.669,2013,10,1
NH,233.669,2013,10,1
CA,234.1,2013,11,1
TX,234.1,2013,11,1
NC,234.1,2013,11,1
VA,234.1,2013,11,1
FL,234.1,2013,11,1
NY,234.1,2013,11,1
CO,234.1,2013,11,1
GA,234.1,2013,11,1
SC,234.1,2013,11,1
WA,234.1,2013,11,1
UT,234.1,2013,11,1
IL,234.1,2013,11,1
AR,234.1,2013,11,1
NV,234.1,2013,11,1
OH,234.1,2013,11,1
NJ,234.1,2013,11,1
AL,234.1,2013,11,1
WI,234.1,2013,11,1
MI,234.1,2013,11,1
NE,234.1,2013,11,1
AZ,234.1,2013,11,1
LA,234.1,2013,11,1
IA,234.1,2013,11,1
IN,234.1,2013,11,1
AK,234.1,2013,11,1
MA,234.1,2013,11,1
ID,234.1,2013,11,1
TN,234.1,2013,11,1
MS,234.1,2013,11,1
OR,234.1,2013,11,1
CT,234.1,2013,11,1
ME,234.1,2013,11,1
HI,234.1,2013,11,1
MN,234.1,2013,11,1
VT,234.1,2013,11,1
WV,234.1,2013,11,1
MO,234.1,2013,11,1
ND,234.1,2013,11,1
RI,234.1,2013,11,1
PA,234.1,2013,11,1
WY,234.1,2013,11,1
KY,234.1,2013,11,1
MD,234.1,2013,11,1
KS,234.1,2013,11,1
NM,234.1,2013,11,1
DE,234.1,2013,11,1
OK,234.1,2013,11,1
DC,234.1,2013,11,1
MT,234.1,2013,11,1
NH,234.1,2013,11,1
CA,234.719,2013,12,1
TX,234.719,2013,12,1
NC,234.719,2013,12,1
VA,234.719,2013,12,1
FL,234.719,2013,12,1
NY,234.719,2013,12,1
CO,234.719,2013,12,1
GA,234.719,2013,12,1
SC,234.719,2013,12,1
WA,234.719,2013,12,1
UT,234.719,2013,12,1
IL,234.719,2013,12,1
AR,234.719,2013,12,1
NV,234.719,2013,12,1
OH,234.719,2013,12,1
NJ,234.719,2013,12,1
AL,234.719,2013,12,1
WI,234.719,2013,12,1
MI,234.719,2013,12,1
NE,234.719,2013,12,1
AZ,234.719,2013,12,1
LA,234.719,2013,12,1
IA,234.719,2013,12,1
IN,234.719,2013,12,1
AK,234.719,2013,12,1
MA,234.719,2013,12,1
ID,234.719,2013,12,1
TN,234.719,2013,12,1
MS,234.719,2013,12,1
OR,234.719,2013,12,1
CT,234.719,2013,12,1
ME,234.719,2013,12,1
HI,234.719,2013,12,1
MN,234.719,2013,12,1
VT,234.719,2013,12,1
WV,234.719,2013,12,1
MO,234.719,2013,12,1
ND,234.719,2013,12,1
RI,234.719,2013,12,1
PA,234.719,2013,12,1
WY,234.719,2013,12,1
KY,234.719,2013,12,1
MD,234.719,2013,12,1
KS,234.719,2013,12,1
NM,234.719,2013,12,1
DE,234.719,2013,12,1
OK,234.719,2013,12,1
DC,234.719,2013,12,1
MT,234.719,2013,12,1
NH,234.719,2013,12,1
CA,235.288,2014,1,1
TX,235.288,2014,1,1
NC,235.288,2014,1,1
VA,235.288,2014,1,1
FL,235.288,2014,1,1
NY,235.288,2014,1,1
CO,235.288,2014,1,1
GA,235.288,2014,1,1
SC,235.288,2014,1,1
WA,235.288,2014,1,1
UT,235.288,2014,1,1
IL,235.288,2014,1,1
AR,235.288,2014,1,1
NV,235.288,2014,1,1
OH,235.288,2014,1,1
NJ,235.288,2014,1,1
AL,235.288,2014,1,1
WI,235.288,2014,1,1
MI,235.288,2014,1,1
NE,235.288,2014,1,1
AZ,235.288,2014,1,1
LA,235.288,2014,1,1
IA,235.288,2014,1,1
IN,235.288,2014,1,1
AK,235.288,2014,1,1
MA,235.288,2014,1,1
ID,235.288,2014,1,1
TN,235.288,2014,1,1
MS,235.288,2014,1,1
OR,235.288,2014,1,1
CT,235.288,2014,1,1
ME,235.288,2014,1,1
HI,235.288,2014,1,1
MN,235.288,2014,1,1
VT,235.288,2014,1,1
WV,235.288,2014,1,1
MO,235.288,2014,1,1
ND,235.288,2014,1,1
RI,235.288,2014,1,1
PA,235.288,2014,1,1
WY,235.288,2014,1,1
KY,235.288,2014,1,1
MD,235.288,2014,1,1
KS,235.288,2014,1,1
NM,235.288,2014,1,1
DE,235.288,2014,1,1
OK,235.288,2014,1,1
DC,235.288,2014,1,1
MT,235.288,2014,1,1
NH,235.288,2014,1,1
CA,235.547,2014,2,1
TX,235.547,2014,2,1
NC,235.547,2014,2,1
VA,235.547,2014,2,1
FL,235.547,2014,2,1
NY,235.547,2014,2,1
CO,235.547,2014,2,1
GA,235.547,2014,2,1
SC,235.547,2014,2,1
WA,235.547,2014,2,1
UT,235.547,2014,2,1
IL,235.547,2014,2,1
AR,235.547,2014,2,1
NV,235.547,2014,2,1
OH,235.547,2014,2,1
NJ,235.547,2014,2,1
AL,235.547,2014,2,1
WI,235.547,2014,2,1
MI,235.547,2014,2,1
NE,235.547,2014,2,1
AZ,235.547,2014,2,1
LA,235.547,2014,2,1
IA,235.547,2014,2,1
IN,235.547,2014,2,1
AK,235.547,2014,2,1
MA,235.547,2014,2,1
ID,235.547,2014,2,1
TN,235.547,2014,2,1
MS,235.547,2014,2,1
OR,235.547,2014,2,1
CT,235.547,2014,2,1
ME,235.547,2014,2,1
HI,235.547,2014,2,1
MN,235.547,2014,2,1
VT,235.547,2014,2,1
WV,235.547,2014,2,1
MO,235.547,2014,2,1
ND,235.547,2014,2,1
RI,235.547,2014,2,1
PA,235.547,2014,2,1
WY,235.547,2014,2,1
KY,235.547,2014,2,1
MD,235.547,2014,2,1
KS,235.547,2014,2,1
NM,235.547,2014,2,1
DE,235.547,2014,2,1
OK,235.547,2014,2,1
DC,235.547,2014,2,1
MT,235.547,2014,2,1
NH,235.547,2014,2,1
CA,236.028,2014,3,1
TX,236.028,2014,3,1
NC,236.028,2014,3,1
VA,236.028,2014,3,1
FL,236.028,2014,3,1
NY,236.028,2014,3,1
CO,236.028,2014,3,1
GA,236.028,2014,3,1
SC,236.028,2014,3,1
WA,236.028,2014,3,1
UT,236.028,2014,3,1
IL,236.028,2014,3,1
AR,236.028,2014,3,1
NV,236.028,2014,3,1
OH,236.028,2014,3,1
NJ,236.028,2014,3,1
AL,236.028,2014,3,1
WI,236.028,2014,3,1
MI,236.028,2014,3,1
NE,236.028,2014,3,1
AZ,236.028,2014,3,1
LA,236.028,2014,3,1
IA,236.028,2014,3,1
IN,236.028,2014,3,1
AK,236.028,2014,3,1
MA,236.028,2014,3,1
ID,236.028,2014,3,1
TN,236.028,2014,3,1
MS,236.028,2014,3,1
OR,236.028,2014,3,1
CT,236.028,2014,3,1
ME,236.028,2014,3,1
HI,236.028,2014,3,1
MN,236.028,2014,3,1
VT,236.028,2014,3,1
WV,236.028,2014,3,1
MO,236.028,2014,3,1
ND,236.028,2014,3,1
RI,236.028,2014,3,1
PA,236.028,2014,3,1
WY,236.028,2014,3,1
KY,236.028,2014,3,1
MD,236.028,2014,3,1
KS,236.028,2014,3,1
NM,236.028,2014,3,1
DE,236.028,2014,3,1
OK,236.028,2014,3,1
DC,236.028,2014,3,1
MT,236.028,2014,3,1
NH,236.028,2014,3,1
CA,236.468,2014,4,1
TX,236.468,2014,4,1
NC,236.468,2014,4,1
VA,236.468,2014,4,1
FL,236.468,2014,4,1
NY,236.468,2014,4,1
CO,236.468,2014,4,1
GA,236.468,2014,4,1
SC,236.468,2014,4,1
WA,236.468,2014,4,1
UT,236.468,2014,4,1
IL,236.468,2014,4,1
AR,236.468,2014,4,1
NV,236.468,2014,4,1
OH,236.468,2014,4,1
NJ,236.468,2014,4,1
AL,236.468,2014,4,1
WI,236.468,2014,4,1
MI,236.468,2014,4,1
NE,236.468,2014,4,1
AZ,236.468,2014,4,1
LA,236.468,2014,4,1
IA,236.468,2014,4,1
IN,236.468,2014,4,1
AK,236.468,2014,4,1
MA,236.468,2014,4,1
ID,236.468,2014,4,1
TN,236.468,2014,4,1
MS,236.468,2014,4,1
OR,236.468,2014,4,1
CT,236.468,2014,4,1
ME,236.468,2014,4,1
HI,236.468,2014,4,1
MN,236.468,2014,4,1
VT,236.468,2014,4,1
WV,236.468,2014,4,1
MO,236.468,2014,4,1
ND,236.468,2014,4,1
RI,236.468,2014,4,1
PA,236.468,2014,4,1
WY,236.468,2014,4,1
KY,236.468,2014,4,1
MD,236.468,2014,4,1
KS,236.468,2014,4,1
NM,236.468,2014,4,1
DE,236.468,2014,4,1
OK,236.468,2014,4,1
DC,236.468,2014,4,1
MT,236.468,2014,4,1
NH,236.468,2014,4,1
CA,236.918,2014,5,1
TX,236.918,2014,5,1
NC,236.918,2014,5,1
VA,236.918,2014,5,1
FL,236.918,2014,5,1
NY,236.918,2014,5,1
CO,236.918,2014,5,1
GA,236.918,2014,5,1
SC,236.918,2014,5,1
WA,236.918,2014,5,1
UT,236.918,2014,5,1
IL,236.918,2014,5,1
AR,236.918,2014,5,1
NV,236.918,2014,5,1
OH,236.918,2014,5,1
NJ,236.918,2014,5,1
AL,236.918,2014,5,1
WI,236.918,2014,5,1
MI,236.918,2014,5,1
NE,236.918,2014,5,1
AZ,236.918,2014,5,1
LA,236.918,2014,5,1
IA,236.918,2014,5,1
IN,236.918,2014,5,1
AK,236.918,2014,5,1
MA,236.918,2014,5,1
ID,236.918,2014,5,1
TN,236.918,2014,5,1
MS,236.918,2014,5,1
OR,236.918,2014,5,1
CT,236.918,2014,5,1
ME,236.918,2014,5,1
HI,236.918,2014,5,1
MN,236.918,2014,5,1
VT,236.918,2014,5,1
WV,236.918,2014,5,1
MO,236.918,2014,5,1
ND,236.918,2014,5,1
RI,236.918,2014,5,1
PA,236.918,2014,5,1
WY,236.918,2014,5,1
KY,236.918,2014,5,1
MD,236.918,2014,5,1
KS,236.918,2014,5,1
NM,236.918,2014,5,1
DE,236.918,2014,5,1
OK,236.918,2014,5,1
DC,236.918,2014,5,1
MT,236.918,2014,5,1
NH,236.918,2014,5,1
CA,237.231,2014,6,1
TX,237.231,2014,6,1
NC,237.231,2014,6,1
VA,237.231,2014,6,1
FL,237.231,2014,6,1
NY,237.231,2014,6,1
CO,237.231,2014,6,1
GA,237.231,2014,6,1
SC,237.231,2014,6,1
WA,237.231,2014,6,1
UT,237.231,2014,6,1
IL,237.231,2014,6,1
AR,237.231,2014,6,1
NV,237.231,2014,6,1
OH,237.231,2014,6,1
NJ,237.231,2014,6,1
AL,237.231,2014,6,1
WI,237.231,2014,6,1
MI,237.231,2014,6,1
NE,237.231,2014,6,1
AZ,237.231,2014,6,1
LA,237.231,2014,6,1
IA,237.231,2014,6,1
IN,237.231,2014,6,1
AK,237.231,2014,6,1
MA,237.231,2014,6,1
ID,237.231,2014,6,1
TN,237.231,2014,6,1
MS,237.231,2014,6,1
OR,237.231,2014,6,1
CT,237.231,2014,6,1
ME,237.231,2014,6,1
HI,237.231,2014,6,1
MN,237.231,2014,6,1
VT,237.231,2014,6,1
WV,237.231,2014,6,1
MO,237.231,2014,6,1
ND,237.231,2014,6,1
RI,237.231,2014,6,1
PA,237.231,2014,6,1
WY,237.231,2014,6,1
KY,237.231,2014,6,1
MD,237.231,2014,6,1
KS,237.231,2014,6,1
NM,237.231,2014,6,1
DE,237.231,2014,6,1
OK,237.231,2014,6,1
DC,237.231,2014,6,1
MT,237.231,2014,6,1
NH,237.231,2014,6,1
CA,237.498,2014,7,1
TX,237.498,2014,7,1
NC,237.498,2014,7,1
VA,237.498,2014,7,1
FL,237.498,2014,7,1
NY,237.498,2014,7,1
CO,237.498,2014,7,1
GA,237.498,2014,7,1
SC,237.498,2014,7,1
WA,237.498,2014,7,1
UT,237.498,2014,7,1
IL,237.498,2014,7,1
AR,237.498,2014,7,1
NV,237.498,2014,7,1
OH,237.498,2014,7,1
NJ,237.498,2014,7,1
AL,237.498,2014,7,1
WI,237.498,2014,7,1
MI,237.498,2014,7,1
NE,237.498,2014,7,1
AZ,237.498,2014,7,1
LA,237.498,2014,7,1
IA,237.498,2014,7,1
IN,237.498,2014,7,1
AK,237.498,2014,7,1
MA,237.498,2014,7,1
ID,237.498,2014,7,1
TN,237.498,2014,7,1
MS,237.498,2014,7,1
OR,237.498,2014,7,1
CT,237.498,2014,7,1
ME,237.498,2014,7,1
HI,237.498,2014,7,1
MN,237.498,2014,7,1
VT,237.498,2014,7,1
WV,237.498,2014,7,1
MO,237.498,2014,7,1
ND,237.498,2014,7,1
RI,237.498,2014,7,1
PA,237.498,2014,7,1
WY,237.498,2014,7,1
KY,237.498,2014,7,1
MD,237.498,2014,7,1
KS,237.498,2014,7,1
NM,237.498,2014,7,1
DE,237.498,2014,7,1
OK,237.498,2014,7,1
DC,237.498,2014,7,1
MT,237.498,2014,7,1
NH,237.498,2014,7,1
CA,237.46,2014,8,1
TX,237.46,2014,8,1
NC,237.46,2014,8,1
VA,237.46,2014,8,1
FL,237.46,2014,8,1
NY,237.46,2014,8,1
CO,237.46,2014,8,1
GA,237.46,2014,8,1
SC,237.46,2014,8,1
WA,237.46,2014,8,1
UT,237.46,2014,8,1
IL,237.46,2014,8,1
AR,237.46,2014,8,1
NV,237.46,2014,8,1
OH,237.46,2014,8,1
NJ,237.46,2014,8,1
AL,237.46,2014,8,1
WI,237.46,2014,8,1
MI,237.46,2014,8,1
NE,237.46,2014,8,1
AZ,237.46,2014,8,1
LA,237.46,2014,8,1
IA,237.46,2014,8,1
IN,237.46,2014,8,1
AK,237.46,2014,8,1
MA,237.46,2014,8,1
ID,237.46,2014,8,1
TN,237.46,2014,8,1
MS,237.46,2014,8,1
OR,237.46,2014,8,1
CT,237.46,2014,8,1
ME,237.46,2014,8,1
HI,237.46,2014,8,1
MN,237.46,2014,8,1
VT,237.46,2014,8,1
WV,237.46,2014,8,1
MO,237.46,2014,8,1
ND,237.46,2014,8,1
RI,237.46,2014,8,1
PA,237.46,2014,8,1
WY,237.46,2014,8,1
KY,237.46,2014,8,1
MD,237.46,2014,8,1
KS,237.46,2014,8,1
NM,237.46,2014,8,1
DE,237.46,2014,8,1
OK,237.46,2014,8,1
DC,237.46,2014,8,1
MT,237.46,2014,8,1
NH,237.46,2014,8,1
CA,237.477,2014,9,1
TX,237.477,2014,9,1
NC,237.477,2014,9,1
VA,237.477,2014,9,1
FL,237.477,2014,9,1
NY,237.477,2014,9,1
CO,237.477,2014,9,1
GA,237.477,2014,9,1
SC,237.477,2014,9,1
WA,237.477,2014,9,1
UT,237.477,2014,9,1
IL,237.477,2014,9,1
AR,237.477,2014,9,1
NV,237.477,2014,9,1
OH,237.477,2014,9,1
NJ,237.477,2014,9,1
AL,237.477,2014,9,1
WI,237.477,2014,9,1
MI,237.477,2014,9,1
NE,237.477,2014,9,1
AZ,237.477,2014,9,1
LA,237.477,2014,9,1
IA,237.477,2014,9,1
IN,237.477,2014,9,1
AK,237.477,2014,9,1
MA,237.477,2014,9,1
ID,237.477,2014,9,1
TN,237.477,2014,9,1
MS,237.477,2014,9,1
OR,237.477,2014,9,1
CT,237.477,2014,9,1
ME,237.477,2014,9,1
HI,237.477,2014,9,1
MN,237.477,2014,9,1
VT,237.477,2014,9,1
WV,237.477,2014,9,1
MO,237.477,2014,9,1
ND,237.477,2014,9,1
RI,237.477,2014,9,1
PA,237.477,2014,9,1
WY,237.477,2014,9,1
KY,237.477,2014,9,1
MD,237.477,2014,9,1
KS,237.477,2014,9,1
NM,237.477,2014,9,1
DE,237.477,2014,9,1
OK,237.477,2014,9,1
DC,237.477,2014,9,1
MT,237.477,2014,9,1
NH,237.477,2014,9,1
CA,237.43,2014,10,1
TX,237.43,2014,10,1
NC,237.43,2014,10,1
VA,237.43,2014,10,1
FL,237.43,2014,10,1
NY,237.43,2014,10,1
CO,237.43,2014,10,1
GA,237.43,2014,10,1
SC,237.43,2014,10,1
WA,237.43,2014,10,1
UT,237.43,2014,10,1
IL,237.43,2014,10,1
AR,237.43,2014,10,1
NV,237.43,2014,10,1
OH,237.43,2014,10,1
NJ,237.43,2014,10,1
AL,237.43,2014,10,1
WI,237.43,2014,10,1
MI,237.43,2014,10,1
NE,237.43,2014,10,1
AZ,237.43,2014,10,1
LA,237.43,2014,10,1
IA,237.43,2014,10,1
IN,237.43,2014,10,1
AK,237.43,2014,10,1
MA,237.43,2014,10,1
ID,237.43,2014,10,1
TN,237.43,2014,10,1
MS,237.43,2014,10,1
OR,237.43,2014,10,1
CT,237.43,2014,10,1
ME,237.43,2014,10,1
HI,237.43,2014,10,1
MN,237.43,2014,10,1
VT,237.43,2014,10,1
WV,237.43,2014,10,1
MO,237.43,2014,10,1
ND,237.43,2014,10,1
RI,237.43,2014,10,1
PA,237.43,2014,10,1
WY,237.43,2014,10,1
KY,237.43,2014,10,1
MD,237.43,2014,10,1
KS,237.43,2014,10,1
NM,237.43,2014,10,1
DE,237.43,2014,10,1
OK,237.43,2014,10,1
DC,237.43,2014,10,1
MT,237.43,2014,10,1
NH,237.43,2014,10,1
CA,236.983,2014,11,1
TX,236.983,2014,11,1
NC,236.983,2014,11,1
VA,236.983,2014,11,1
FL,236.983,2014,11,1
NY,236.983,2014,11,1
CO,236.983,2014,11,1
GA,236.983,2014,11,1
SC,236.983,2014,11,1
WA,236.983,2014,11,1
UT,236.983,2014,11,1
IL,236.983,2014,11,1
AR,236.983,2014,11,1
NV,236.983,2014,11,1
OH,236.983,2014,11,1
NJ,236.983,2014,11,1
AL,236.983,2014,11,1
WI,236.983,2014,11,1
MI,236.983,2014,11,1
NE,236.983,2014,11,1
AZ,236.983,2014,11,1
LA,236.983,2014,11,1
IA,236.983,2014,11,1
IN,236.983,2014,11,1
AK,236.983,2014,11,1
MA,236.983,2014,11,1
ID,236.983,2014,11,1
TN,236.983,2014,11,1
MS,236.983,2014,11,1
OR,236.983,2014,11,1
CT,236.983,2014,11,1
ME,236.983,2014,11,1
HI,236.983,2014,11,1
MN,236.983,2014,11,1
VT,236.983,2014,11,1
WV,236.983,2014,11,1
MO,236.983,2014,11,1
ND,236.983,2014,11,1
RI,236.983,2014,11,1
PA,236.983,2014,11,1
WY,236.983,2014,11,1
KY,236.983,2014,11,1
MD,236.983,2014,11,1
KS,236.983,2014,11,1
NM,236.983,2014,11,1
DE,236.983,2014,11,1
OK,236.983,2014,11,1
DC,236.983,2014,11,1
MT,236.983,2014,11,1
NH,236.983,2014,11,1
CA,236.252,2014,12,1
TX,236.252,2014,12,1
NC,236.252,2014,12,1
VA,236.252,2014,12,1
FL,236.252,2014,12,1
NY,236.252,2014,12,1
CO,236.252,2014,12,1
GA,236.252,2014,12,1
SC,236.252,2014,12,1
WA,236.252,2014,12,1
UT,236.252,2014,12,1
IL,236.252,2014,12,1
AR,236.252,2014,12,1
NV,236.252,2014,12,1
OH,236.252,2014,12,1
NJ,236.252,2014,12,1
AL,236.252,2014,12,1
WI,236.252,2014,12,1
MI,236.252,2014,12,1
NE,236.252,2014,12,1
AZ,236.252,2014,12,1
LA,236.252,2014,12,1
IA,236.252,2014,12,1
IN,236.252,2014,12,1
AK,236.252,2014,12,1
MA,236.252,2014,12,1
ID,236.252,2014,12,1
TN,236.252,2014,12,1
MS,236.252,2014,12,1
OR,236.252,2014,12,1
CT,236.252,2014,12,1
ME,236.252,2014,12,1
HI,236.252,2014,12,1
MN,236.252,2014,12,1
VT,236.252,2014,12,1
WV,236.252,2014,12,1
MO,236.252,2014,12,1
ND,236.252,2014,12,1
RI,236.252,2014,12,1
PA,236.252,2014,12,1
WY,236.252,2014,12,1
KY,236.252,2014,12,1
MD,236.252,2014,12,1
KS,236.252,2014,12,1
NM,236.252,2014,12,1
DE,236.252,2014,12,1
OK,236.252,2014,12,1
DC,236.252,2014,12,1
MT,236.252,2014,12,1
NH,236.252,2014,12,1
CA,234.747,2015,1,1
TX,234.747,2015,1,1
NC,234.747,2015,1,1
VA,234.747,2015,1,1
FL,234.747,2015,1,1
NY,234.747,2015,1,1
CO,234.747,2015,1,1
GA,234.747,2015,1,1
SC,234.747,2015,1,1
WA,234.747,2015,1,1
UT,234.747,2015,1,1
IL,234.747,2015,1,1
AR,234.747,2015,1,1
NV,234.747,2015,1,1
OH,234.747,2015,1,1
NJ,234.747,2015,1,1
AL,234.747,2015,1,1
WI,234.747,2015,1,1
MI,234.747,2015,1,1
NE,234.747,2015,1,1
AZ,234.747,2015,1,1
LA,234.747,2015,1,1
IA,234.747,2015,1,1
IN,234.747,2015,1,1
AK,234.747,2015,1,1
MA,234.747,2015,1,1
ID,234.747,2015,1,1
TN,234.747,2015,1,1
MS,234.747,2015,1,1
OR,234.747,2015,1,1
CT,234.747,2015,1,1
ME,234.747,2015,1,1
HI,234.747,2015,1,1
MN,234.747,2015,1,1
VT,234.747,2015,1,1
WV,234.747,2015,1,1
MO,234.747,2015,1,1
ND,234.747,2015,1,1
RI,234.747,2015,1,1
PA,234.747,2015,1,1
WY,234.747,2015,1,1
KY,234.747,2015,1,1
MD,234.747,2015,1,1
KS,234.747,2015,1,1
NM,234.747,2015,1,1
DE,234.747,2015,1,1
OK,234.747,2015,1,1
DC,234.747,2015,1,1
MT,234.747,2015,1,1
NH,234.747,2015,1,1
CA,235.342,2015,2,1
TX,235.342,2015,2,1
NC,235.342,2015,2,1
VA,235.342,2015,2,1
FL,235.342,2015,2,1
NY,235.342,2015,2,1
CO,235.342,2015,2,1
GA,235.342,2015,2,1
SC,235.342,2015,2,1
WA,235.342,2015,2,1
UT,235.342,2015,2,1
IL,235.342,2015,2,1
AR,235.342,2015,2,1
NV,235.342,2015,2,1
OH,235.342,2015,2,1
NJ,235.342,2015,2,1
AL,235.342,2015,2,1
WI,235.342,2015,2,1
MI,235.342,2015,2,1
NE,235.342,2015,2,1
AZ,235.342,2015,2,1
LA,235.342,2015,2,1
IA,235.342,2015,2,1
