SizeRank,StateName,Date,Avg_House_Price,year,month,day
32,KS,2014-02-28,120125.0,2014,2,28
33,UT,2014-02-28,231703.0,2014,2,28
34,NV,2014-02-28,194575.0,2014,2,28
35,NM,2014-02-28,171892.0,2014,2,28
36,WV,2014-02-28,91413.0,2014,2,28
37,NE,2014-02-28,129042.0,2014,2,28
38,ID,2014-02-28,176832.0,2014,2,28
39,HI,2014-02-28,517405.0,2014,2,28
40,ME,2014-02-28,186046.0,2014,2,28
41,NH,2014-02-28,223979.0,2014,2,28
42,RI,2014-02-28,236421.0,2014,2,28
43,MT,2014-02-28,216731.0,2014,2,28
44,DE,2014-02-28,217838.0,2014,2,28
45,SD,2014-02-28,157621.0,2014,2,28
46,AK,2014-02-28,278060.0,2014,2,28
47,ND,2014-02-28,204118.0,2014,2,28
48,VT,2014-02-28,225331.0,2014,2,28
49,DC,2014-02-28,509875.0,2014,2,28
50,WY,2014-02-28,209374.0,2014,2,28
0,CA,2014-03-31,417355.0,2014,3,31
1,TX,2014-03-31,148615.0,2014,3,31
2,NY,2014-03-31,265040.0,2014,3,31
3,FL,2014-03-31,171967.0,2014,3,31
4,IL,2014-03-31,168593.0,2014,3,31
5,PA,2014-03-31,161455.0,2014,3,31
6,OH,2014-03-31,113226.0,2014,3,31
7,MI,2014-03-31,119350.0,2014,3,31
8,GA,2014-03-31,141717.0,2014,3,31
9,NC,2014-03-31,154983.0,2014,3,31
10,NJ,2014-03-31,299524.0,2014,3,31
11,VA,2014-03-31,245921.0,2014,3,31
12,WA,2014-03-31,262455.0,2014,3,31
13,MA,2014-03-31,334854.0,2014,3,31
14,IN,2014-03-31,116881.0,2014,3,31
15,AZ,2014-03-31,192377.0,2014,3,31
16,TN,2014-03-31,135925.0,2014,3,31
17,MO,2014-03-31,124732.0,2014,3,31
18,MD,2014-03-31,272816.0,2014,3,31
19,WI,2014-03-31,150615.0,2014,3,31
20,MN,2014-03-31,193372.0,2014,3,31
21,CO,2014-03-31,260346.0,2014,3,31
22,AL,2014-03-31,114579.0,2014,3,31
23,SC,2014-03-31,145958.0,2014,3,31
24,LA,2014-03-31,150316.0,2014,3,31
25,KY,2014-03-31,113641.0,2014,3,31
26,OR,2014-03-31,247327.0,2014,3,31
27,OK,2014-03-31,107214.0,2014,3,31
28,CT,2014-03-31,244101.0,2014,3,31
29,IA,2014-03-31,125263.0,2014,3,31
30,MS,2014-03-31,103412.0,2014,3,31
31,AR,2014-03-31,105400.0,2014,3,31
32,KS,2014-03-31,120098.0,2014,3,31
33,UT,2014-03-31,232580.0,2014,3,31
34,NV,2014-03-31,196087.0,2014,3,31
35,NM,2014-03-31,171945.0,2014,3,31
36,WV,2014-03-31,91463.0,2014,3,31
37,NE,2014-03-31,129475.0,2014,3,31
38,ID,2014-03-31,177426.0,2014,3,31
39,HI,2014-03-31,519031.0,2014,3,31
40,ME,2014-03-31,185969.0,2014,3,31
41,NH,2014-03-31,224381.0,2014,3,31
42,RI,2014-03-31,237825.0,2014,3,31
43,MT,2014-03-31,217744.0,2014,3,31
44,DE,2014-03-31,218343.0,2014,3,31
45,SD,2014-03-31,157992.0,2014,3,31
46,AK,2014-03-31,278615.0,2014,3,31
47,ND,2014-03-31,204793.0,2014,3,31
48,VT,2014-03-31,225116.0,2014,3,31
49,DC,2014-03-31,517465.0,2014,3,31
50,WY,2014-03-31,210161.0,2014,3,31
0,CA,2014-04-30,418414.0,2014,4,30
1,TX,2014-04-30,149380.0,2014,4,30
2,NY,2014-04-30,265656.0,2014,4,30
3,FL,2014-04-30,173048.0,2014,4,30
4,IL,2014-04-30,168761.0,2014,4,30
5,PA,2014-04-30,161510.0,2014,4,30
6,OH,2014-04-30,113294.0,2014,4,30
7,MI,2014-04-30,120072.0,2014,4,30
8,GA,2014-04-30,142589.0,2014,4,30
9,NC,2014-04-30,155231.0,2014,4,30
10,NJ,2014-04-30,300585.0,2014,4,30
11,VA,2014-04-30,246220.0,2014,4,30
12,WA,2014-04-30,263422.0,2014,4,30
13,MA,2014-04-30,336302.0,2014,4,30
14,IN,2014-04-30,117229.0,2014,4,30
15,AZ,2014-04-30,192387.0,2014,4,30
16,TN,2014-04-30,136186.0,2014,4,30
17,MO,2014-04-30,125077.0,2014,4,30
18,MD,2014-04-30,273428.0,2014,4,30
19,WI,2014-04-30,151006.0,2014,4,30
20,MN,2014-04-30,194661.0,2014,4,30
21,CO,2014-04-30,261766.0,2014,4,30
22,AL,2014-04-30,114758.0,2014,4,30
23,SC,2014-04-30,146096.0,2014,4,30
24,LA,2014-04-30,150562.0,2014,4,30
25,KY,2014-04-30,113850.0,2014,4,30
26,OR,2014-04-30,248288.0,2014,4,30
27,OK,2014-04-30,107375.0,2014,4,30
28,CT,2014-04-30,243691.0,2014,4,30
29,IA,2014-04-30,125805.0,2014,4,30
30,MS,2014-04-30,103623.0,2014,4,30
31,AR,2014-04-30,105653.0,2014,4,30
32,KS,2014-04-30,120122.0,2014,4,30
33,UT,2014-04-30,232698.0,2014,4,30
34,NV,2014-04-30,197241.0,2014,4,30
35,NM,2014-04-30,171786.0,2014,4,30
36,WV,2014-04-30,91565.0,2014,4,30
37,NE,2014-04-30,130293.0,2014,4,30
38,ID,2014-04-30,178113.0,2014,4,30
39,HI,2014-04-30,521221.0,2014,4,30
40,ME,2014-04-30,186381.0,2014,4,30
41,NH,2014-04-30,224859.0,2014,4,30
42,RI,2014-04-30,239097.0,2014,4,30
43,MT,2014-04-30,218547.0,2014,4,30
44,DE,2014-04-30,218550.0,2014,4,30
45,SD,2014-04-30,158423.0,2014,4,30
46,AK,2014-04-30,279064.0,2014,4,30
47,ND,2014-04-30,205672.0,2014,4,30
48,VT,2014-04-30,225075.0,2014,4,30
49,DC,2014-04-30,521516.0,2014,4,30
50,WY,2014-04-30,210920.0,2014,4,30
0,CA,2014-05-31,419028.0,2014,5,31
1,TX,2014-05-31,150178.0,2014,5,31
2,NY,2014-05-31,266168.0,2014,5,31
3,FL,2014-05-31,174060.0,2014,5,31
4,IL,2014-05-31,169182.0,2014,5,31
5,PA,2014-05-31,161531.0,2014,5,31
6,OH,2014-05-31,113425.0,2014,5,31
7,MI,2014-05-31,120831.0,2014,5,31
8,GA,2014-05-31,143345.0,2014,5,31
9,NC,2014-05-31,155442.0,2014,5,31
10,NJ,2014-05-31,301626.0,2014,5,31
11,VA,2014-05-31,246469.0,2014,5,31
12,WA,2014-05-31,263940.0,2014,5,31
13,MA,2014-05-31,337722.0,2014,5,31
14,IN,2014-05-31,117544.0,2014,5,31
15,AZ,2014-05-31,192245.0,2014,5,31
16,TN,2014-05-31,136511.0,2014,5,31
17,MO,2014-05-31,125522.0,2014,5,31
18,MD,2014-05-31,273372.0,2014,5,31
19,WI,2014-05-31,151168.0,2014,5,31
20,MN,2014-05-31,195611.0,2014,5,31
21,CO,2014-05-31,263282.0,2014,5,31
22,AL,2014-05-31,115056.0,2014,5,31
23,SC,2014-05-31,146313.0,2014,5,31
24,LA,2014-05-31,150560.0,2014,5,31
25,KY,2014-05-31,114041.0,2014,5,31
26,OR,2014-05-31,248987.0,2014,5,31
27,OK,2014-05-31,107646.0,2014,5,31
28,CT,2014-05-31,242839.0,2014,5,31
29,IA,2014-05-31,126260.0,2014,5,31
30,MS,2014-05-31,103855.0,2014,5,31
31,AR,2014-05-31,105882.0,2014,5,31
32,KS,2014-05-31,120138.0,2014,5,31
33,UT,2014-05-31,232889.0,2014,5,31
34,NV,2014-05-31,197710.0,2014,5,31
35,NM,2014-05-31,171568.0,2014,5,31
36,WV,2014-05-31,91732.0,2014,5,31
37,NE,2014-05-31,130926.0,2014,5,31
38,ID,2014-05-31,178443.0,2014,5,31
39,HI,2014-05-31,523774.0,2014,5,31
40,ME,2014-05-31,187081.0,2014,5,31
41,NH,2014-05-31,225103.0,2014,5,31
42,RI,2014-05-31,240452.0,2014,5,31
43,MT,2014-05-31,219281.0,2014,5,31
44,DE,2014-05-31,219632.0,2014,5,31
45,SD,2014-05-31,158975.0,2014,5,31
46,AK,2014-05-31,278881.0,2014,5,31
47,ND,2014-05-31,206559.0,2014,5,31
48,VT,2014-05-31,225177.0,2014,5,31
49,DC,2014-05-31,523353.0,2014,5,31
50,WY,2014-05-31,211688.0,2014,5,31
0,CA,2014-06-30,419865.0,2014,6,30
1,TX,2014-06-30,151098.0,2014,6,30
2,NY,2014-06-30,266542.0,2014,6,30
3,FL,2014-06-30,174920.0,2014,6,30
4,IL,2014-06-30,169901.0,2014,6,30
5,PA,2014-06-30,161676.0,2014,6,30
6,OH,2014-06-30,113629.0,2014,6,30
7,MI,2014-06-30,121673.0,2014,6,30
8,GA,2014-06-30,144044.0,2014,6,30
9,NC,2014-06-30,155627.0,2014,6,30
10,NJ,2014-06-30,302169.0,2014,6,30
11,VA,2014-06-30,246821.0,2014,6,30
12,WA,2014-06-30,265477.0,2014,6,30
13,MA,2014-06-30,338880.0,2014,6,30
14,IN,2014-06-30,117817.0,2014,6,30
15,AZ,2014-06-30,192452.0,2014,6,30
16,TN,2014-06-30,136919.0,2014,6,30
17,MO,2014-06-30,125967.0,2014,6,30
18,MD,2014-06-30,273684.0,2014,6,30
19,WI,2014-06-30,151376.0,2014,6,30
20,MN,2014-06-30,196184.0,2014,6,30
21,CO,2014-06-30,264953.0,2014,6,30
22,AL,2014-06-30,115403.0,2014,6,30
23,SC,2014-06-30,146641.0,2014,6,30
24,LA,2014-06-30,150466.0,2014,6,30
25,KY,2014-06-30,114365.0,2014,6,30
26,OR,2014-06-30,250155.0,2014,6,30
27,OK,2014-06-30,107881.0,2014,6,30
28,CT,2014-06-30,242511.0,2014,6,30
29,IA,2014-06-30,126565.0,2014,6,30
30,MS,2014-06-30,104070.0,2014,6,30
31,AR,2014-06-30,106025.0,2014,6,30
32,KS,2014-06-30,120364.0,2014,6,30
33,UT,2014-06-30,232900.0,2014,6,30
34,NV,2014-06-30,198037.0,2014,6,30
35,NM,2014-06-30,171129.0,2014,6,30
36,WV,2014-06-30,91884.0,2014,6,30
37,NE,2014-06-30,131334.0,2014,6,30
38,ID,2014-06-30,178845.0,2014,6,30
39,HI,2014-06-30,528146.0,2014,6,30
40,ME,2014-06-30,187685.0,2014,6,30
41,NH,2014-06-30,225564.0,2014,6,30
42,RI,2014-06-30,240959.0,2014,6,30
43,MT,2014-06-30,220021.0,2014,6,30
44,DE,2014-06-30,220565.0,2014,6,30
45,SD,2014-06-30,159444.0,2014,6,30
46,AK,2014-06-30,278420.0,2014,6,30
47,ND,2014-06-30,207667.0,2014,6,30
48,VT,2014-06-30,225488.0,2014,6,30
49,DC,2014-06-30,524116.0,2014,6,30
50,WY,2014-06-30,212485.0,2014,6,30
0,CA,2014-07-31,421182.0,2014,7,31
1,TX,2014-07-31,151974.0,2014,7,31
2,NY,2014-07-31,266815.0,2014,7,31
3,FL,2014-07-31,175794.0,2014,7,31
4,IL,2014-07-31,170651.0,2014,7,31
5,PA,2014-07-31,161914.0,2014,7,31
6,OH,2014-07-31,113875.0,2014,7,31
7,MI,2014-07-31,122391.0,2014,7,31
8,GA,2014-07-31,144803.0,2014,7,31
9,NC,2014-07-31,155785.0,2014,7,31
10,NJ,2014-07-31,302483.0,2014,7,31
11,VA,2014-07-31,247174.0,2014,7,31
12,WA,2014-07-31,266735.0,2014,7,31
13,MA,2014-07-31,339652.0,2014,7,31
14,IN,2014-07-31,118193.0,2014,7,31
15,AZ,2014-07-31,192342.0,2014,7,31
16,TN,2014-07-31,137337.0,2014,7,31
17,MO,2014-07-31,126382.0,2014,7,31
18,MD,2014-07-31,273668.0,2014,7,31
19,WI,2014-07-31,151814.0,2014,7,31
20,MN,2014-07-31,196422.0,2014,7,31
21,CO,2014-07-31,266611.0,2014,7,31
22,AL,2014-07-31,115692.0,2014,7,31
23,SC,2014-07-31,147046.0,2014,7,31
24,LA,2014-07-31,150343.0,2014,7,31
25,KY,2014-07-31,114696.0,2014,7,31
26,OR,2014-07-31,251238.0,2014,7,31
27,OK,2014-07-31,108168.0,2014,7,31
28,CT,2014-07-31,242213.0,2014,7,31
29,IA,2014-07-31,126794.0,2014,7,31
30,MS,2014-07-31,104342.0,2014,7,31
31,AR,2014-07-31,106110.0,2014,7,31
32,KS,2014-07-31,120677.0,2014,7,31
33,UT,2014-07-31,232887.0,2014,7,31
34,NV,2014-07-31,198834.0,2014,7,31
35,NM,2014-07-31,170770.0,2014,7,31
36,WV,2014-07-31,92023.0,2014,7,31
37,NE,2014-07-31,131648.0,2014,7,31
38,ID,2014-07-31,178974.0,2014,7,31
39,HI,2014-07-31,531704.0,2014,7,31
40,ME,2014-07-31,187948.0,2014,7,31
41,NH,2014-07-31,225939.0,2014,7,31
42,RI,2014-07-31,240716.0,2014,7,31
43,MT,2014-07-31,221104.0,2014,7,31
44,DE,2014-07-31,221353.0,2014,7,31
45,SD,2014-07-31,159900.0,2014,7,31
46,AK,2014-07-31,278828.0,2014,7,31
47,ND,2014-07-31,208751.0,2014,7,31
48,VT,2014-07-31,225740.0,2014,7,31
49,DC,2014-07-31,525655.0,2014,7,31
50,WY,2014-07-31,213300.0,2014,7,31
0,CA,2014-08-31,421874.0,2014,8,31
1,TX,2014-08-31,152922.0,2014,8,31
2,NY,2014-08-31,267162.0,2014,8,31
3,FL,2014-08-31,176432.0,2014,8,31
4,IL,2014-08-31,171076.0,2014,8,31
5,PA,2014-08-31,162103.0,2014,8,31
6,OH,2014-08-31,114022.0,2014,8,31
7,MI,2014-08-31,122953.0,2014,8,31
8,GA,2014-08-31,145512.0,2014,8,31
9,NC,2014-08-31,155864.0,2014,8,31
10,NJ,2014-08-31,302618.0,2014,8,31
11,VA,2014-08-31,247433.0,2014,8,31
12,WA,2014-08-31,267836.0,2014,8,31
13,MA,2014-08-31,340501.0,2014,8,31
14,IN,2014-08-31,118571.0,2014,8,31
15,AZ,2014-08-31,192431.0,2014,8,31
16,TN,2014-08-31,137680.0,2014,8,31
17,MO,2014-08-31,126734.0,2014,8,31
18,MD,2014-08-31,274023.0,2014,8,31
19,WI,2014-08-31,152103.0,2014,8,31
20,MN,2014-08-31,196467.0,2014,8,31
21,CO,2014-08-31,268047.0,2014,8,31
22,AL,2014-08-31,115932.0,2014,8,31
23,SC,2014-08-31,147397.0,2014,8,31
24,LA,2014-08-31,150480.0,2014,8,31
25,KY,2014-08-31,114874.0,2014,8,31
26,OR,2014-08-31,252669.0,2014,8,31
27,OK,2014-08-31,108403.0,2014,8,31
28,CT,2014-08-31,241648.0,2014,8,31
29,IA,2014-08-31,126976.0,2014,8,31
30,MS,2014-08-31,104670.0,2014,8,31
31,AR,2014-08-31,106215.0,2014,8,31
32,KS,2014-08-31,121049.0,2014,8,31
33,UT,2014-08-31,232978.0,2014,8,31
34,NV,2014-08-31,199486.0,2014,8,31
35,NM,2014-08-31,170225.0,2014,8,31
36,WV,2014-08-31,92203.0,2014,8,31
37,NE,2014-08-31,131933.0,2014,8,31
38,ID,2014-08-31,178925.0,2014,8,31
39,HI,2014-08-31,534264.0,2014,8,31
40,ME,2014-08-31,187847.0,2014,8,31
41,NH,2014-08-31,226458.0,2014,8,31
42,RI,2014-08-31,240204.0,2014,8,31
43,MT,2014-08-31,221983.0,2014,8,31
44,DE,2014-08-31,221542.0,2014,8,31
45,SD,2014-08-31,160296.0,2014,8,31
46,AK,2014-08-31,279896.0,2014,8,31
47,ND,2014-08-31,210341.0,2014,8,31
48,VT,2014-08-31,225964.0,2014,8,31
49,DC,2014-08-31,526879.0,2014,8,31
50,WY,2014-08-31,214008.0,2014,8,31
0,CA,2014-09-30,423137.0,2014,9,30
1,TX,2014-09-30,153868.0,2014,9,30
2,NY,2014-09-30,267530.0,2014,9,30
3,FL,2014-09-30,177163.0,2014,9,30
4,IL,2014-09-30,171605.0,2014,9,30
5,PA,2014-09-30,162213.0,2014,9,30
6,OH,2014-09-30,114228.0,2014,9,30
7,MI,2014-09-30,123386.0,2014,9,30
8,GA,2014-09-30,146272.0,2014,9,30
9,NC,2014-09-30,156054.0,2014,9,30
10,NJ,2014-09-30,302501.0,2014,9,30
11,VA,2014-09-30,247557.0,2014,9,30
12,WA,2014-09-30,268634.0,2014,9,30
13,MA,2014-09-30,340832.0,2014,9,30
14,IN,2014-09-30,118934.0,2014,9,30
15,AZ,2014-09-30,192222.0,2014,9,30
16,TN,2014-09-30,137939.0,2014,9,30
17,MO,2014-09-30,127061.0,2014,9,30
18,MD,2014-09-30,274073.0,2014,9,30
19,WI,2014-09-30,152182.0,2014,9,30
20,MN,2014-09-30,196413.0,2014,9,30
21,CO,2014-09-30,269684.0,2014,9,30
22,AL,2014-09-30,116100.0,2014,9,30
23,SC,2014-09-30,147758.0,2014,9,30
24,LA,2014-09-30,150712.0,2014,9,30
25,KY,2014-09-30,115061.0,2014,9,30
26,OR,2014-09-30,254066.0,2014,9,30
27,OK,2014-09-30,108701.0,2014,9,30
28,CT,2014-09-30,240923.0,2014,9,30
29,IA,2014-09-30,127204.0,2014,9,30
30,MS,2014-09-30,105055.0,2014,9,30
31,AR,2014-09-30,106392.0,2014,9,30
32,KS,2014-09-30,121443.0,2014,9,30
33,UT,2014-09-30,232946.0,2014,9,30
34,NV,2014-09-30,199665.0,2014,9,30
35,NM,2014-09-30,170328.0,2014,9,30
36,WV,2014-09-30,92425.0,2014,9,30
37,NE,2014-09-30,132208.0,2014,9,30
38,ID,2014-09-30,179072.0,2014,9,30
39,HI,2014-09-30,534994.0,2014,9,30
40,ME,2014-09-30,188034.0,2014,9,30
41,NH,2014-09-30,226919.0,2014,9,30
42,RI,2014-09-30,239971.0,2014,9,30
43,MT,2014-09-30,222961.0,2014,9,30
44,DE,2014-09-30,221909.0,2014,9,30
45,SD,2014-09-30,160824.0,2014,9,30
46,AK,2014-09-30,281066.0,2014,9,30
47,ND,2014-09-30,211815.0,2014,9,30
48,VT,2014-09-30,226161.0,2014,9,30
49,DC,2014-09-30,526992.0,2014,9,30
50,WY,2014-09-30,214789.0,2014,9,30
0,CA,2014-10-31,424490.0,2014,10,31
1,TX,2014-10-31,154845.0,2014,10,31
2,NY,2014-10-31,267984.0,2014,10,31
3,FL,2014-10-31,178153.0,2014,10,31
4,IL,2014-10-31,171905.0,2014,10,31
5,PA,2014-10-31,162327.0,2014,10,31
6,OH,2014-10-31,114374.0,2014,10,31
7,MI,2014-10-31,123872.0,2014,10,31
8,GA,2014-10-31,146969.0,2014,10,31
9,NC,2014-10-31,156275.0,2014,10,31
10,NJ,2014-10-31,302292.0,2014,10,31
11,VA,2014-10-31,247800.0,2014,10,31
12,WA,2014-10-31,269982.0,2014,10,31
13,MA,2014-10-31,341036.0,2014,10,31
14,IN,2014-10-31,119296.0,2014,10,31
15,AZ,2014-10-31,192675.0,2014,10,31
16,TN,2014-10-31,138144.0,2014,10,31
17,MO,2014-10-31,127370.0,2014,10,31
18,MD,2014-10-31,274258.0,2014,10,31
19,WI,2014-10-31,152278.0,2014,10,31
20,MN,2014-10-31,196371.0,2014,10,31
21,CO,2014-10-31,271626.0,2014,10,31
22,AL,2014-10-31,116310.0,2014,10,31
23,SC,2014-10-31,148063.0,2014,10,31
24,LA,2014-10-31,150984.0,2014,10,31
25,KY,2014-10-31,115237.0,2014,10,31
26,OR,2014-10-31,255688.0,2014,10,31
27,OK,2014-10-31,109246.0,2014,10,31
28,CT,2014-10-31,240497.0,2014,10,31
29,IA,2014-10-31,127419.0,2014,10,31
30,MS,2014-10-31,105501.0,2014,10,31
31,AR,2014-10-31,106651.0,2014,10,31
32,KS,2014-10-31,121758.0,2014,10,31
33,UT,2014-10-31,233585.0,2014,10,31
34,NV,2014-10-31,200742.0,2014,10,31
35,NM,2014-10-31,170444.0,2014,10,31
36,WV,2014-10-31,92688.0,2014,10,31
37,NE,2014-10-31,132465.0,2014,10,31
38,ID,2014-10-31,179368.0,2014,10,31
39,HI,2014-10-31,535266.0,2014,10,31
40,ME,2014-10-31,188246.0,2014,10,31
41,NH,2014-10-31,227572.0,2014,10,31
42,RI,2014-10-31,240028.0,2014,10,31
43,MT,2014-10-31,223461.0,2014,10,31
44,DE,2014-10-31,222192.0,2014,10,31
45,SD,2014-10-31,161401.0,2014,10,31
46,AK,2014-10-31,282215.0,2014,10,31
47,ND,2014-10-31,213875.0,2014,10,31
48,VT,2014-10-31,226428.0,2014,10,31
49,DC,2014-10-31,526069.0,2014,10,31
50,WY,2014-10-31,215387.0,2014,10,31
0,CA,2014-11-30,426958.0,2014,11,30
1,TX,2014-11-30,155816.0,2014,11,30
2,NY,2014-11-30,268428.0,2014,11,30
3,FL,2014-11-30,179235.0,2014,11,30
4,IL,2014-11-30,172474.0,2014,11,30
5,PA,2014-11-30,162476.0,2014,11,30
6,OH,2014-11-30,114677.0,2014,11,30
7,MI,2014-11-30,124429.0,2014,11,30
8,GA,2014-11-30,147690.0,2014,11,30
9,NC,2014-11-30,156664.0,2014,11,30
10,NJ,2014-11-30,301946.0,2014,11,30
11,VA,2014-11-30,248067.0,2014,11,30
12,WA,2014-11-30,271536.0,2014,11,30
13,MA,2014-11-30,341586.0,2014,11,30
14,IN,2014-11-30,119674.0,2014,11,30
15,AZ,2014-11-30,193733.0,2014,11,30
16,TN,2014-11-30,138321.0,2014,11,30
17,MO,2014-11-30,127717.0,2014,11,30
18,MD,2014-11-30,274480.0,2014,11,30
19,WI,2014-11-30,152571.0,2014,11,30
20,MN,2014-11-30,196536.0,2014,11,30
21,CO,2014-11-30,273937.0,2014,11,30
22,AL,2014-11-30,116521.0,2014,11,30
23,SC,2014-11-30,148290.0,2014,11,30
24,LA,2014-11-30,151490.0,2014,11,30
25,KY,2014-11-30,115527.0,2014,11,30
26,OR,2014-11-30,257219.0,2014,11,30
27,OK,2014-11-30,109734.0,2014,11,30
28,CT,2014-11-30,240386.0,2014,11,30
29,IA,2014-11-30,127652.0,2014,11,30
30,MS,2014-11-30,105986.0,2014,11,30
31,AR,2014-11-30,106928.0,2014,11,30
32,KS,2014-11-30,122092.0,2014,11,30
33,UT,2014-11-30,234502.0,2014,11,30
34,NV,2014-11-30,201964.0,2014,11,30
35,NM,2014-11-30,171158.0,2014,11,30
36,WV,2014-11-30,92921.0,2014,11,30
37,NE,2014-11-30,132749.0,2014,11,30
38,ID,2014-11-30,179974.0,2014,11,30
39,HI,2014-11-30,536284.0,2014,11,30
40,ME,2014-11-30,188454.0,2014,11,30
41,NH,2014-11-30,228399.0,2014,11,30
42,RI,2014-11-30,240439.0,2014,11,30
43,MT,2014-11-30,224061.0,2014,11,30
44,DE,2014-11-30,222643.0,2014,11,30
45,SD,2014-11-30,162022.0,2014,11,30
46,AK,2014-11-30,282735.0,2014,11,30
47,ND,2014-11-30,214826.0,2014,11,30
48,VT,2014-11-30,226677.0,2014,11,30
49,DC,2014-11-30,526514.0,2014,11,30
50,WY,2014-11-30,216109.0,2014,11,30
0,CA,2014-12-31,428782.0,2014,12,31
1,TX,2014-12-31,156823.0,2014,12,31
2,NY,2014-12-31,269022.0,2014,12,31
3,FL,2014-12-31,180328.0,2014,12,31
4,IL,2014-12-31,172865.0,2014,12,31
5,PA,2014-12-31,162697.0,2014,12,31
6,OH,2014-12-31,115057.0,2014,12,31
7,MI,2014-12-31,124938.0,2014,12,31
8,GA,2014-12-31,148346.0,2014,12,31
9,NC,2014-12-31,157047.0,2014,12,31
10,NJ,2014-12-31,301890.0,2014,12,31
11,VA,2014-12-31,248358.0,2014,12,31
12,WA,2014-12-31,273355.0,2014,12,31
13,MA,2014-12-31,343184.0,2014,12,31
14,IN,2014-12-31,120042.0,2014,12,31
15,AZ,2014-12-31,194947.0,2014,12,31
16,TN,2014-12-31,138662.0,2014,12,31
17,MO,2014-12-31,128007.0,2014,12,31
18,MD,2014-12-31,274617.0,2014,12,31
19,WI,2014-12-31,153052.0,2014,12,31
20,MN,2014-12-31,197031.0,2014,12,31
21,CO,2014-12-31,276391.0,2014,12,31
22,AL,2014-12-31,116702.0,2014,12,31
23,SC,2014-12-31,148561.0,2014,12,31
24,LA,2014-12-31,151830.0,2014,12,31
25,KY,2014-12-31,115886.0,2014,12,31
26,OR,2014-12-31,258484.0,2014,12,31
27,OK,2014-12-31,110164.0,2014,12,31
28,CT,2014-12-31,240229.0,2014,12,31
29,IA,2014-12-31,127851.0,2014,12,31
30,MS,2014-12-31,106488.0,2014,12,31
31,AR,2014-12-31,107222.0,2014,12,31
32,KS,2014-12-31,122387.0,2014,12,31
33,UT,2014-12-31,235542.0,2014,12,31
34,NV,2014-12-31,204455.0,2014,12,31
35,NM,2014-12-31,171376.0,2014,12,31
36,WV,2014-12-31,93148.0,2014,12,31
37,NE,2014-12-31,133260.0,2014,12,31
38,ID,2014-12-31,180772.0,2014,12,31
39,HI,2014-12-31,537461.0,2014,12,31
40,ME,2014-12-31,188478.0,2014,12,31
41,NH,2014-12-31,228992.0,2014,12,31
42,RI,2014-12-31,241059.0,2014,12,31
43,MT,2014-12-31,224632.0,2014,12,31
44,DE,2014-12-31,223055.0,2014,12,31
45,SD,2014-12-31,162501.0,2014,12,31
46,AK,2014-12-31,283735.0,2014,12,31
47,ND,2014-12-31,215803.0,2014,12,31
48,VT,2014-12-31,226972.0,2014,12,31
49,DC,2014-12-31,527251.0,2014,12,31
50,WY,2014-12-31,216742.0,2014,12,31
0,CA,2015-01-31,430702.0,2015,1,31
1,TX,2015-01-31,157844.0,2015,1,31
2,NY,2015-01-31,269595.0,2015,1,31
3,FL,2015-01-31,181342.0,2015,1,31
4,IL,2015-01-31,173234.0,2015,1,31
5,PA,2015-01-31,162870.0,2015,1,31
6,OH,2015-01-31,115612.0,2015,1,31
7,MI,2015-01-31,125464.0,2015,1,31
8,GA,2015-01-31,148986.0,2015,1,31
9,NC,2015-01-31,157531.0,2015,1,31
10,NJ,2015-01-31,302158.0,2015,1,31
11,VA,2015-01-31,248341.0,2015,1,31
12,WA,2015-01-31,275363.0,2015,1,31
13,MA,2015-01-31,345283.0,2015,1,31
14,IN,2015-01-31,120311.0,2015,1,31
15,AZ,2015-01-31,195371.0,2015,1,31
16,TN,2015-01-31,139111.0,2015,1,31
17,MO,2015-01-31,128167.0,2015,1,31
18,MD,2015-01-31,274583.0,2015,1,31
19,WI,2015-01-31,153500.0,2015,1,31
20,MN,2015-01-31,197500.0,2015,1,31
21,CO,2015-01-31,279149.0,2015,1,31
22,AL,2015-01-31,116892.0,2015,1,31
23,SC,2015-01-31,148901.0,2015,1,31
24,LA,2015-01-31,152121.0,2015,1,31
25,KY,2015-01-31,116375.0,2015,1,31
26,OR,2015-01-31,259714.0,2015,1,31
27,OK,2015-01-31,110430.0,2015,1,31
28,CT,2015-01-31,240011.0,2015,1,31
29,IA,2015-01-31,128165.0,2015,1,31
30,MS,2015-01-31,106987.0,2015,1,31
31,AR,2015-01-31,107482.0,2015,1,31
32,KS,2015-01-31,122764.0,2015,1,31
33,UT,2015-01-31,236643.0,2015,1,31
34,NV,2015-01-31,205932.0,2015,1,31
35,NM,2015-01-31,171411.0,2015,1,31
36,WV,2015-01-31,93302.0,2015,1,31
37,NE,2015-01-31,133844.0,2015,1,31
38,ID,2015-01-31,181651.0,2015,1,31
39,HI,2015-01-31,539709.0,2015,1,31
40,ME,2015-01-31,188445.0,2015,1,31
41,NH,2015-01-31,229816.0,2015,1,31
42,RI,2015-01-31,241696.0,2015,1,31
43,MT,2015-01-31,225358.0,2015,1,31
44,DE,2015-01-31,223539.0,2015,1,31
45,SD,2015-01-31,163117.0,2015,1,31
46,AK,2015-01-31,284449.0,2015,1,31
47,ND,2015-01-31,216326.0,2015,1,31
48,VT,2015-01-31,227247.0,2015,1,31
49,DC,2015-01-31,526152.0,2015,1,31
50,WY,2015-01-31,217460.0,2015,1,31
0,CA,2015-02-28,432881.0,2015,2,28
