SizeRank,StateName,Date,Avg_House_Price,year,month,day
9,NC,2010-03-31,161171.0,2010,3,31
10,NJ,2010-03-31,324917.0,2010,3,31
11,VA,2010-03-31,241646.0,2010,3,31
12,WA,2010-03-31,261794.0,2010,3,31
13,MA,2010-03-31,322655.0,2010,3,31
14,IN,2010-03-31,117064.0,2010,3,31
15,AZ,2010-03-31,162917.0,2010,3,31
16,TN,2010-03-31,135593.0,2010,3,31
17,MO,2010-03-31,131060.0,2010,3,31
18,MD,2010-03-31,274766.0,2010,3,31
19,WI,2010-03-31,159474.0,2010,3,31
20,MN,2010-03-31,186575.0,2010,3,31
21,CO,2010-03-31,234741.0,2010,3,31
22,AL,2010-03-31,121193.0,2010,3,31
23,SC,2010-03-31,151537.0,2010,3,31
24,LA,2010-03-31,150982.0,2010,3,31
25,KY,2010-03-31,114765.0,2010,3,31
26,OR,2010-03-31,237849.0,2010,3,31
27,OK,2010-03-31,105739.0,2010,3,31
28,CT,2010-03-31,267289.0,2010,3,31
29,IA,2010-03-31,122660.0,2010,3,31
30,MS,2010-03-31,108563.0,2010,3,31
31,AR,2010-03-31,104827.0,2010,3,31
32,KS,2010-03-31,122466.0,2010,3,31
33,UT,2010-03-31,216091.0,2010,3,31
34,NV,2010-03-31,159139.0,2010,3,31
35,NM,2010-03-31,181594.0,2010,3,31
36,WV,2010-03-31,89168.0,2010,3,31
37,NE,2010-03-31,126723.0,2010,3,31
38,ID,2010-03-31,166341.0,2010,3,31
39,HI,2010-03-31,461721.0,2010,3,31
40,ME,2010-03-31,189654.0,2010,3,31
41,NH,2010-03-31,222164.0,2010,3,31
42,RI,2010-03-31,249611.0,2010,3,31
43,MT,2010-03-31,205988.0,2010,3,31
44,DE,2010-03-31,241738.0,2010,3,31
45,SD,2010-03-31,148361.0,2010,3,31
46,AK,2010-03-31,262909.0,2010,3,31
47,ND,2010-03-31,167536.0,2010,3,31
48,VT,2010-03-31,226084.0,2010,3,31
49,DC,2010-03-31,416565.0,2010,3,31
50,WY,2010-03-31,197001.0,2010,3,31
0,CA,2010-04-30,335764.0,2010,4,30
1,TX,2010-04-30,137807.0,2010,4,30
2,NY,2010-04-30,265747.0,2010,4,30
3,FL,2010-04-30,157944.0,2010,4,30
4,IL,2010-04-30,184013.0,2010,4,30
5,PA,2010-04-30,169324.0,2010,4,30
6,OH,2010-04-30,119542.0,2010,4,30
7,MI,2010-04-30,104180.0,2010,4,30
8,GA,2010-04-30,141000.0,2010,4,30
9,NC,2010-04-30,160933.0,2010,4,30
10,NJ,2010-04-30,324578.0,2010,4,30
11,VA,2010-04-30,241928.0,2010,4,30
12,WA,2010-04-30,262013.0,2010,4,30
13,MA,2010-04-30,323553.0,2010,4,30
14,IN,2010-04-30,117147.0,2010,4,30
15,AZ,2010-04-30,162558.0,2010,4,30
16,TN,2010-04-30,135533.0,2010,4,30
17,MO,2010-04-30,131082.0,2010,4,30
18,MD,2010-04-30,274068.0,2010,4,30
19,WI,2010-04-30,159411.0,2010,4,30
20,MN,2010-04-30,186880.0,2010,4,30
21,CO,2010-04-30,234609.0,2010,4,30
22,AL,2010-04-30,120760.0,2010,4,30
23,SC,2010-04-30,151289.0,2010,4,30
24,LA,2010-04-30,150912.0,2010,4,30
25,KY,2010-04-30,114863.0,2010,4,30
26,OR,2010-04-30,237480.0,2010,4,30
27,OK,2010-04-30,105982.0,2010,4,30
28,CT,2010-04-30,267644.0,2010,4,30
29,IA,2010-04-30,122828.0,2010,4,30
30,MS,2010-04-30,108377.0,2010,4,30
31,AR,2010-04-30,104830.0,2010,4,30
32,KS,2010-04-30,122434.0,2010,4,30
33,UT,2010-04-30,215564.0,2010,4,30
34,NV,2010-04-30,157951.0,2010,4,30
35,NM,2010-04-30,181087.0,2010,4,30
36,WV,2010-04-30,89365.0,2010,4,30
37,NE,2010-04-30,126994.0,2010,4,30
38,ID,2010-04-30,165672.0,2010,4,30
39,HI,2010-04-30,464265.0,2010,4,30
40,ME,2010-04-30,190406.0,2010,4,30
41,NH,2010-04-30,221616.0,2010,4,30
42,RI,2010-04-30,249226.0,2010,4,30
43,MT,2010-04-30,205926.0,2010,4,30
44,DE,2010-04-30,241213.0,2010,4,30
45,SD,2010-04-30,148639.0,2010,4,30
46,AK,2010-04-30,263137.0,2010,4,30
47,ND,2010-04-30,167321.0,2010,4,30
48,VT,2010-04-30,226230.0,2010,4,30
49,DC,2010-04-30,418269.0,2010,4,30
50,WY,2010-04-30,197123.0,2010,4,30
0,CA,2010-05-31,337485.0,2010,5,31
1,TX,2010-05-31,137833.0,2010,5,31
2,NY,2010-05-31,265827.0,2010,5,31
3,FL,2010-05-31,157403.0,2010,5,31
4,IL,2010-05-31,182880.0,2010,5,31
5,PA,2010-05-31,169379.0,2010,5,31
6,OH,2010-05-31,119363.0,2010,5,31
7,MI,2010-05-31,104202.0,2010,5,31
8,GA,2010-05-31,140817.0,2010,5,31
9,NC,2010-05-31,160800.0,2010,5,31
10,NJ,2010-05-31,324236.0,2010,5,31
11,VA,2010-05-31,242104.0,2010,5,31
12,WA,2010-05-31,262381.0,2010,5,31
13,MA,2010-05-31,323693.0,2010,5,31
14,IN,2010-05-31,117097.0,2010,5,31
15,AZ,2010-05-31,161800.0,2010,5,31
16,TN,2010-05-31,135547.0,2010,5,31
17,MO,2010-05-31,131107.0,2010,5,31
18,MD,2010-05-31,274054.0,2010,5,31
19,WI,2010-05-31,159238.0,2010,5,31
20,MN,2010-05-31,186987.0,2010,5,31
21,CO,2010-05-31,234225.0,2010,5,31
22,AL,2010-05-31,120234.0,2010,5,31
23,SC,2010-05-31,151185.0,2010,5,31
24,LA,2010-05-31,150919.0,2010,5,31
25,KY,2010-05-31,114969.0,2010,5,31
26,OR,2010-05-31,236512.0,2010,5,31
27,OK,2010-05-31,106154.0,2010,5,31
28,CT,2010-05-31,268038.0,2010,5,31
29,IA,2010-05-31,122904.0,2010,5,31
30,MS,2010-05-31,108153.0,2010,5,31
31,AR,2010-05-31,104848.0,2010,5,31
32,KS,2010-05-31,122432.0,2010,5,31
33,UT,2010-05-31,214857.0,2010,5,31
34,NV,2010-05-31,156848.0,2010,5,31
35,NM,2010-05-31,180668.0,2010,5,31
36,WV,2010-05-31,89528.0,2010,5,31
37,NE,2010-05-31,126961.0,2010,5,31
38,ID,2010-05-31,164944.0,2010,5,31
39,HI,2010-05-31,464633.0,2010,5,31
40,ME,2010-05-31,191256.0,2010,5,31
41,NH,2010-05-31,221479.0,2010,5,31
42,RI,2010-05-31,248849.0,2010,5,31
43,MT,2010-05-31,206039.0,2010,5,31
44,DE,2010-05-31,240864.0,2010,5,31
45,SD,2010-05-31,148940.0,2010,5,31
46,AK,2010-05-31,263813.0,2010,5,31
47,ND,2010-05-31,167575.0,2010,5,31
48,VT,2010-05-31,226370.0,2010,5,31
49,DC,2010-05-31,422245.0,2010,5,31
50,WY,2010-05-31,197398.0,2010,5,31
0,CA,2010-06-30,337017.0,2010,6,30
1,TX,2010-06-30,137714.0,2010,6,30
2,NY,2010-06-30,266209.0,2010,6,30
3,FL,2010-06-30,156597.0,2010,6,30
4,IL,2010-06-30,182904.0,2010,6,30
5,PA,2010-06-30,169320.0,2010,6,30
6,OH,2010-06-30,119156.0,2010,6,30
7,MI,2010-06-30,104232.0,2010,6,30
8,GA,2010-06-30,140443.0,2010,6,30
9,NC,2010-06-30,160569.0,2010,6,30
10,NJ,2010-06-30,323808.0,2010,6,30
11,VA,2010-06-30,241881.0,2010,6,30
12,WA,2010-06-30,261691.0,2010,6,30
13,MA,2010-06-30,323631.0,2010,6,30
14,IN,2010-06-30,117059.0,2010,6,30
15,AZ,2010-06-30,160881.0,2010,6,30
16,TN,2010-06-30,135436.0,2010,6,30
17,MO,2010-06-30,130844.0,2010,6,30
18,MD,2010-06-30,273590.0,2010,6,30
19,WI,2010-06-30,158723.0,2010,6,30
20,MN,2010-06-30,186460.0,2010,6,30
21,CO,2010-06-30,233525.0,2010,6,30
22,AL,2010-06-30,119765.0,2010,6,30
23,SC,2010-06-30,151008.0,2010,6,30
24,LA,2010-06-30,150838.0,2010,6,30
25,KY,2010-06-30,114923.0,2010,6,30
26,OR,2010-06-30,235071.0,2010,6,30
27,OK,2010-06-30,106093.0,2010,6,30
28,CT,2010-06-30,268056.0,2010,6,30
29,IA,2010-06-30,122809.0,2010,6,30
30,MS,2010-06-30,107984.0,2010,6,30
31,AR,2010-06-30,104758.0,2010,6,30
32,KS,2010-06-30,122267.0,2010,6,30
33,UT,2010-06-30,213796.0,2010,6,30
34,NV,2010-06-30,156623.0,2010,6,30
35,NM,2010-06-30,179479.0,2010,6,30
36,WV,2010-06-30,89609.0,2010,6,30
37,NE,2010-06-30,126822.0,2010,6,30
38,ID,2010-06-30,163412.0,2010,6,30
39,HI,2010-06-30,468050.0,2010,6,30
40,ME,2010-06-30,190919.0,2010,6,30
41,NH,2010-06-30,221214.0,2010,6,30
42,RI,2010-06-30,248425.0,2010,6,30
43,MT,2010-06-30,205830.0,2010,6,30
44,DE,2010-06-30,240516.0,2010,6,30
45,SD,2010-06-30,149106.0,2010,6,30
46,AK,2010-06-30,264081.0,2010,6,30
47,ND,2010-06-30,168145.0,2010,6,30
48,VT,2010-06-30,226414.0,2010,6,30
49,DC,2010-06-30,425274.0,2010,6,30
50,WY,2010-06-30,197696.0,2010,6,30
0,CA,2010-07-31,335726.0,2010,7,31
1,TX,2010-07-31,137247.0,2010,7,31
2,NY,2010-07-31,266343.0,2010,7,31
3,FL,2010-07-31,155503.0,2010,7,31
4,IL,2010-07-31,180747.0,2010,7,31
5,PA,2010-07-31,169041.0,2010,7,31
6,OH,2010-07-31,118723.0,2010,7,31
7,MI,2010-07-31,103826.0,2010,7,31
8,GA,2010-07-31,139495.0,2010,7,31
9,NC,2010-07-31,160055.0,2010,7,31
10,NJ,2010-07-31,323019.0,2010,7,31
11,VA,2010-07-31,241126.0,2010,7,31
12,WA,2010-07-31,259715.0,2010,7,31
13,MA,2010-07-31,322888.0,2010,7,31
14,IN,2010-07-31,116889.0,2010,7,31
15,AZ,2010-07-31,158626.0,2010,7,31
16,TN,2010-07-31,135238.0,2010,7,31
17,MO,2010-07-31,130375.0,2010,7,31
18,MD,2010-07-31,272787.0,2010,7,31
19,WI,2010-07-31,158054.0,2010,7,31
20,MN,2010-07-31,185621.0,2010,7,31
21,CO,2010-07-31,232752.0,2010,7,31
22,AL,2010-07-31,119166.0,2010,7,31
23,SC,2010-07-31,150567.0,2010,7,31
24,LA,2010-07-31,150677.0,2010,7,31
25,KY,2010-07-31,114792.0,2010,7,31
26,OR,2010-07-31,233509.0,2010,7,31
27,OK,2010-07-31,105812.0,2010,7,31
28,CT,2010-07-31,267538.0,2010,7,31
29,IA,2010-07-31,122599.0,2010,7,31
30,MS,2010-07-31,107639.0,2010,7,31
31,AR,2010-07-31,104525.0,2010,7,31
32,KS,2010-07-31,121965.0,2010,7,31
33,UT,2010-07-31,212181.0,2010,7,31
34,NV,2010-07-31,156120.0,2010,7,31
35,NM,2010-07-31,178374.0,2010,7,31
36,WV,2010-07-31,89648.0,2010,7,31
37,NE,2010-07-31,125984.0,2010,7,31
38,ID,2010-07-31,161384.0,2010,7,31
39,HI,2010-07-31,470060.0,2010,7,31
40,ME,2010-07-31,189981.0,2010,7,31
41,NH,2010-07-31,221215.0,2010,7,31
42,RI,2010-07-31,248387.0,2010,7,31
43,MT,2010-07-31,205617.0,2010,7,31
44,DE,2010-07-31,239850.0,2010,7,31
45,SD,2010-07-31,149198.0,2010,7,31
46,AK,2010-07-31,264308.0,2010,7,31
47,ND,2010-07-31,168954.0,2010,7,31
48,VT,2010-07-31,226840.0,2010,7,31
49,DC,2010-07-31,426173.0,2010,7,31
50,WY,2010-07-31,197663.0,2010,7,31
0,CA,2010-08-31,334062.0,2010,8,31
1,TX,2010-08-31,136718.0,2010,8,31
2,NY,2010-08-31,266122.0,2010,8,31
3,FL,2010-08-31,154213.0,2010,8,31
4,IL,2010-08-31,179618.0,2010,8,31
5,PA,2010-08-31,168606.0,2010,8,31
6,OH,2010-08-31,118219.0,2010,8,31
7,MI,2010-08-31,103271.0,2010,8,31
8,GA,2010-08-31,138236.0,2010,8,31
9,NC,2010-08-31,159476.0,2010,8,31
10,NJ,2010-08-31,321701.0,2010,8,31
11,VA,2010-08-31,240276.0,2010,8,31
12,WA,2010-08-31,257069.0,2010,8,31
13,MA,2010-08-31,322000.0,2010,8,31
14,IN,2010-08-31,116590.0,2010,8,31
15,AZ,2010-08-31,157009.0,2010,8,31
16,TN,2010-08-31,134900.0,2010,8,31
17,MO,2010-08-31,129765.0,2010,8,31
18,MD,2010-08-31,271172.0,2010,8,31
19,WI,2010-08-31,156898.0,2010,8,31
20,MN,2010-08-31,184132.0,2010,8,31
21,CO,2010-08-31,231832.0,2010,8,31
22,AL,2010-08-31,118593.0,2010,8,31
23,SC,2010-08-31,150014.0,2010,8,31
24,LA,2010-08-31,150417.0,2010,8,31
25,KY,2010-08-31,114616.0,2010,8,31
26,OR,2010-08-31,231687.0,2010,8,31
27,OK,2010-08-31,105479.0,2010,8,31
28,CT,2010-08-31,266605.0,2010,8,31
29,IA,2010-08-31,122335.0,2010,8,31
30,MS,2010-08-31,107296.0,2010,8,31
31,AR,2010-08-31,104288.0,2010,8,31
32,KS,2010-08-31,121506.0,2010,8,31
33,UT,2010-08-31,210184.0,2010,8,31
34,NV,2010-08-31,155475.0,2010,8,31
35,NM,2010-08-31,177200.0,2010,8,31
36,WV,2010-08-31,89696.0,2010,8,31
37,NE,2010-08-31,125154.0,2010,8,31
38,ID,2010-08-31,159407.0,2010,8,31
39,HI,2010-08-31,472283.0,2010,8,31
40,ME,2010-08-31,188895.0,2010,8,31
41,NH,2010-08-31,221219.0,2010,8,31
42,RI,2010-08-31,247995.0,2010,8,31
43,MT,2010-08-31,205150.0,2010,8,31
44,DE,2010-08-31,238612.0,2010,8,31
45,SD,2010-08-31,149244.0,2010,8,31
46,AK,2010-08-31,264608.0,2010,8,31
47,ND,2010-08-31,169455.0,2010,8,31
48,VT,2010-08-31,227303.0,2010,8,31
49,DC,2010-08-31,426428.0,2010,8,31
50,WY,2010-08-31,197494.0,2010,8,31
0,CA,2010-09-30,332750.0,2010,9,30
1,TX,2010-09-30,136185.0,2010,9,30
2,NY,2010-09-30,265513.0,2010,9,30
3,FL,2010-09-30,152850.0,2010,9,30
4,IL,2010-09-30,177831.0,2010,9,30
5,PA,2010-09-30,167921.0,2010,9,30
6,OH,2010-09-30,117647.0,2010,9,30
7,MI,2010-09-30,102457.0,2010,9,30
8,GA,2010-09-30,136698.0,2010,9,30
9,NC,2010-09-30,158810.0,2010,9,30
10,NJ,2010-09-30,319873.0,2010,9,30
11,VA,2010-09-30,239534.0,2010,9,30
12,WA,2010-09-30,254821.0,2010,9,30
13,MA,2010-09-30,320583.0,2010,9,30
14,IN,2010-09-30,116134.0,2010,9,30
15,AZ,2010-09-30,154842.0,2010,9,30
16,TN,2010-09-30,134492.0,2010,9,30
17,MO,2010-09-30,129028.0,2010,9,30
18,MD,2010-09-30,269612.0,2010,9,30
19,WI,2010-09-30,155524.0,2010,9,30
20,MN,2010-09-30,182468.0,2010,9,30
21,CO,2010-09-30,230845.0,2010,9,30
22,AL,2010-09-30,118101.0,2010,9,30
23,SC,2010-09-30,149344.0,2010,9,30
24,LA,2010-09-30,150254.0,2010,9,30
25,KY,2010-09-30,114467.0,2010,9,30
26,OR,2010-09-30,229389.0,2010,9,30
27,OK,2010-09-30,105121.0,2010,9,30
28,CT,2010-09-30,265422.0,2010,9,30
29,IA,2010-09-30,121996.0,2010,9,30
30,MS,2010-09-30,106920.0,2010,9,30
31,AR,2010-09-30,103921.0,2010,9,30
32,KS,2010-09-30,121030.0,2010,9,30
33,UT,2010-09-30,208717.0,2010,9,30
34,NV,2010-09-30,153996.0,2010,9,30
35,NM,2010-09-30,176210.0,2010,9,30
36,WV,2010-09-30,89636.0,2010,9,30
37,NE,2010-09-30,124340.0,2010,9,30
38,ID,2010-09-30,157580.0,2010,9,30
39,HI,2010-09-30,473684.0,2010,9,30
40,ME,2010-09-30,188277.0,2010,9,30
41,NH,2010-09-30,221466.0,2010,9,30
42,RI,2010-09-30,246878.0,2010,9,30
43,MT,2010-09-30,204783.0,2010,9,30
44,DE,2010-09-30,237368.0,2010,9,30
45,SD,2010-09-30,149238.0,2010,9,30
46,AK,2010-09-30,264826.0,2010,9,30
47,ND,2010-09-30,170045.0,2010,9,30
48,VT,2010-09-30,227554.0,2010,9,30
49,DC,2010-09-30,425233.0,2010,9,30
50,WY,2010-09-30,197215.0,2010,9,30
0,CA,2010-10-31,331019.0,2010,10,31
1,TX,2010-10-31,135759.0,2010,10,31
2,NY,2010-10-31,264597.0,2010,10,31
3,FL,2010-10-31,151362.0,2010,10,31
4,IL,2010-10-31,176861.0,2010,10,31
5,PA,2010-10-31,167105.0,2010,10,31
6,OH,2010-10-31,117074.0,2010,10,31
7,MI,2010-10-31,101737.0,2010,10,31
8,GA,2010-10-31,135371.0,2010,10,31
9,NC,2010-10-31,158191.0,2010,10,31
10,NJ,2010-10-31,317711.0,2010,10,31
11,VA,2010-10-31,238849.0,2010,10,31
12,WA,2010-10-31,252282.0,2010,10,31
13,MA,2010-10-31,319403.0,2010,10,31
14,IN,2010-10-31,115665.0,2010,10,31
15,AZ,2010-10-31,153378.0,2010,10,31
16,TN,2010-10-31,134036.0,2010,10,31
17,MO,2010-10-31,128270.0,2010,10,31
18,MD,2010-10-31,267843.0,2010,10,31
19,WI,2010-10-31,154304.0,2010,10,31
20,MN,2010-10-31,180809.0,2010,10,31
21,CO,2010-10-31,229911.0,2010,10,31
22,AL,2010-10-31,117699.0,2010,10,31
23,SC,2010-10-31,148649.0,2010,10,31
24,LA,2010-10-31,150092.0,2010,10,31
25,KY,2010-10-31,114303.0,2010,10,31
26,OR,2010-10-31,227251.0,2010,10,31
27,OK,2010-10-31,104817.0,2010,10,31
28,CT,2010-10-31,263644.0,2010,10,31
29,IA,2010-10-31,121616.0,2010,10,31
30,MS,2010-10-31,106625.0,2010,10,31
31,AR,2010-10-31,103585.0,2010,10,31
32,KS,2010-10-31,120687.0,2010,10,31
33,UT,2010-10-31,207274.0,2010,10,31
34,NV,2010-10-31,152530.0,2010,10,31
35,NM,2010-10-31,174607.0,2010,10,31
36,WV,2010-10-31,89502.0,2010,10,31
37,NE,2010-10-31,123639.0,2010,10,31
38,ID,2010-10-31,155783.0,2010,10,31
39,HI,2010-10-31,474683.0,2010,10,31
40,ME,2010-10-31,187626.0,2010,10,31
41,NH,2010-10-31,221062.0,2010,10,31
42,RI,2010-10-31,245424.0,2010,10,31
43,MT,2010-10-31,204173.0,2010,10,31
44,DE,2010-10-31,235847.0,2010,10,31
45,SD,2010-10-31,149174.0,2010,10,31
46,AK,2010-10-31,264750.0,2010,10,31
47,ND,2010-10-31,170257.0,2010,10,31
48,VT,2010-10-31,227750.0,2010,10,31
49,DC,2010-10-31,424470.0,2010,10,31
50,WY,2010-10-31,197151.0,2010,10,31
0,CA,2010-11-30,328651.0,2010,11,30
1,TX,2010-11-30,135247.0,2010,11,30
2,NY,2010-11-30,263739.0,2010,11,30
3,FL,2010-11-30,149755.0,2010,11,30
4,IL,2010-11-30,174964.0,2010,11,30
5,PA,2010-11-30,166181.0,2010,11,30
6,OH,2010-11-30,116443.0,2010,11,30
7,MI,2010-11-30,100935.0,2010,11,30
8,GA,2010-11-30,133968.0,2010,11,30
9,NC,2010-11-30,157520.0,2010,11,30
10,NJ,2010-11-30,315694.0,2010,11,30
11,VA,2010-11-30,237904.0,2010,11,30
12,WA,2010-11-30,249804.0,2010,11,30
13,MA,2010-11-30,318241.0,2010,11,30
14,IN,2010-11-30,115193.0,2010,11,30
15,AZ,2010-11-30,151265.0,2010,11,30
16,TN,2010-11-30,133590.0,2010,11,30
17,MO,2010-11-30,127405.0,2010,11,30
18,MD,2010-11-30,265812.0,2010,11,30
19,WI,2010-11-30,153159.0,2010,11,30
20,MN,2010-11-30,179448.0,2010,11,30
21,CO,2010-11-30,228993.0,2010,11,30
22,AL,2010-11-30,117194.0,2010,11,30
23,SC,2010-11-30,147965.0,2010,11,30
24,LA,2010-11-30,149871.0,2010,11,30
25,KY,2010-11-30,113933.0,2010,11,30
26,OR,2010-11-30,225534.0,2010,11,30
27,OK,2010-11-30,104363.0,2010,11,30
28,CT,2010-11-30,261574.0,2010,11,30
29,IA,2010-11-30,121234.0,2010,11,30
30,MS,2010-11-30,106342.0,2010,11,30
31,AR,2010-11-30,103122.0,2010,11,30
32,KS,2010-11-30,120387.0,2010,11,30
33,UT,2010-11-30,205634.0,2010,11,30
34,NV,2010-11-30,151595.0,2010,11,30
35,NM,2010-11-30,173084.0,2010,11,30
36,WV,2010-11-30,89306.0,2010,11,30
37,NE,2010-11-30,123003.0,2010,11,30
38,ID,2010-11-30,153954.0,2010,11,30
39,HI,2010-11-30,476809.0,2010,11,30
40,ME,2010-11-30,186843.0,2010,11,30
41,NH,2010-11-30,220190.0,2010,11,30
42,RI,2010-11-30,244003.0,2010,11,30
43,MT,2010-11-30,203345.0,2010,11,30
44,DE,2010-11-30,234226.0,2010,11,30
45,SD,2010-11-30,149081.0,2010,11,30
46,AK,2010-11-30,264221.0,2010,11,30
47,ND,2010-11-30,170564.0,2010,11,30
48,VT,2010-11-30,227750.0,2010,11,30
49,DC,2010-11-30,422036.0,2010,11,30
50,WY,2010-11-30,196893.0,2010,11,30
0,CA,2010-12-31,326613.0,2010,12,31
1,TX,2010-12-31,134821.0,2010,12,31
2,NY,2010-12-31,262806.0,2010,12,31
3,FL,2010-12-31,148251.0,2010,12,31
4,IL,2010-12-31,173343.0,2010,12,31
5,PA,2010-12-31,165326.0,2010,12,31
6,OH,2010-12-31,115772.0,2010,12,31
7,MI,2010-12-31,100304.0,2010,12,31
8,GA,2010-12-31,132826.0,2010,12,31
9,NC,2010-12-31,156906.0,2010,12,31
10,NJ,2010-12-31,313738.0,2010,12,31
11,VA,2010-12-31,237002.0,2010,12,31
12,WA,2010-12-31,247353.0,2010,12,31
13,MA,2010-12-31,317476.0,2010,12,31
14,IN,2010-12-31,114837.0,2010,12,31
15,AZ,2010-12-31,149225.0,2010,12,31
16,TN,2010-12-31,133094.0,2010,12,31
17,MO,2010-12-31,126589.0,2010,12,31
18,MD,2010-12-31,263715.0,2010,12,31
19,WI,2010-12-31,152273.0,2010,12,31
20,MN,2010-12-31,177796.0,2010,12,31
21,CO,2010-12-31,228097.0,2010,12,31
22,AL,2010-12-31,116598.0,2010,12,31
23,SC,2010-12-31,147071.0,2010,12,31
24,LA,2010-12-31,149493.0,2010,12,31
25,KY,2010-12-31,113494.0,2010,12,31
26,OR,2010-12-31,223910.0,2010,12,31
27,OK,2010-12-31,104050.0,2010,12,31
28,CT,2010-12-31,259564.0,2010,12,31
29,IA,2010-12-31,120844.0,2010,12,31
30,MS,2010-12-31,106194.0,2010,12,31
31,AR,2010-12-31,102721.0,2010,12,31
32,KS,2010-12-31,120078.0,2010,12,31
33,UT,2010-12-31,203446.0,2010,12,31
34,NV,2010-12-31,150642.0,2010,12,31
35,NM,2010-12-31,171826.0,2010,12,31
36,WV,2010-12-31,89137.0,2010,12,31
37,NE,2010-12-31,122601.0,2010,12,31
38,ID,2010-12-31,152199.0,2010,12,31
39,HI,2010-12-31,476291.0,2010,12,31
40,ME,2010-12-31,185904.0,2010,12,31
41,NH,2010-12-31,219198.0,2010,12,31
42,RI,2010-12-31,243122.0,2010,12,31
43,MT,2010-12-31,202384.0,2010,12,31
44,DE,2010-12-31,232911.0,2010,12,31
45,SD,2010-12-31,148938.0,2010,12,31
46,AK,2010-12-31,263957.0,2010,12,31
47,ND,2010-12-31,170760.0,2010,12,31
48,VT,2010-12-31,227826.0,2010,12,31
49,DC,2010-12-31,421496.0,2010,12,31
50,WY,2010-12-31,196586.0,2010,12,31
0,CA,2011-01-31,324888.0,2011,1,31
1,TX,2011-01-31,134413.0,2011,1,31
2,NY,2011-01-31,262195.0,2011,1,31
3,FL,2011-01-31,146713.0,2011,1,31
4,IL,2011-01-31,171726.0,2011,1,31
5,PA,2011-01-31,164521.0,2011,1,31
6,OH,2011-01-31,115216.0,2011,1,31
7,MI,2011-01-31,99591.0,2011,1,31
8,GA,2011-01-31,131595.0,2011,1,31
9,NC,2011-01-31,156213.0,2011,1,31
10,NJ,2011-01-31,311814.0,2011,1,31
11,VA,2011-01-31,236055.0,2011,1,31
12,WA,2011-01-31,245451.0,2011,1,31
13,MA,2011-01-31,316512.0,2011,1,31
14,IN,2011-01-31,114527.0,2011,1,31
15,AZ,2011-01-31,147130.0,2011,1,31
16,TN,2011-01-31,132445.0,2011,1,31
17,MO,2011-01-31,125804.0,2011,1,31
18,MD,2011-01-31,261812.0,2011,1,31
19,WI,2011-01-31,151295.0,2011,1,31
20,MN,2011-01-31,176238.0,2011,1,31
21,CO,2011-01-31,227175.0,2011,1,31
22,AL,2011-01-31,115849.0,2011,1,31
23,SC,2011-01-31,146059.0,2011,1,31
24,LA,2011-01-31,148731.0,2011,1,31
25,KY,2011-01-31,112932.0,2011,1,31
26,OR,2011-01-31,222217.0,2011,1,31
27,OK,2011-01-31,103778.0,2011,1,31
28,CT,2011-01-31,258458.0,2011,1,31
29,IA,2011-01-31,120561.0,2011,1,31
30,MS,2011-01-31,106103.0,2011,1,31
31,AR,2011-01-31,102317.0,2011,1,31
32,KS,2011-01-31,119749.0,2011,1,31
33,UT,2011-01-31,201706.0,2011,1,31
34,NV,2011-01-31,148848.0,2011,1,31
35,NM,2011-01-31,171470.0,2011,1,31
36,WV,2011-01-31,88921.0,2011,1,31
37,NE,2011-01-31,122414.0,2011,1,31
38,ID,2011-01-31,150772.0,2011,1,31
39,HI,2011-01-31,475687.0,2011,1,31
40,ME,2011-01-31,185881.0,2011,1,31
41,NH,2011-01-31,218416.0,2011,1,31
42,RI,2011-01-31,241840.0,2011,1,31
43,MT,2011-01-31,201408.0,2011,1,31
44,DE,2011-01-31,231431.0,2011,1,31
45,SD,2011-01-31,148735.0,2011,1,31
46,AK,2011-01-31,263251.0,2011,1,31
47,ND,2011-01-31,170848.0,2011,1,31
48,VT,2011-01-31,227517.0,2011,1,31
49,DC,2011-01-31,419900.0,2011,1,31
50,WY,2011-01-31,196243.0,2011,1,31
0,CA,2011-02-28,323423.0,2011,2,28
1,TX,2011-02-28,133890.0,2011,2,28
2,NY,2011-02-28,261604.0,2011,2,28
3,FL,2011-02-28,145286.0,2011,2,28
4,IL,2011-02-28,170479.0,2011,2,28
5,PA,2011-02-28,163769.0,2011,2,28
6,OH,2011-02-28,114640.0,2011,2,28
7,MI,2011-02-28,99053.0,2011,2,28
8,GA,2011-02-28,130583.0,2011,2,28
9,NC,2011-02-28,155528.0,2011,2,28
10,NJ,2011-02-28,309723.0,2011,2,28
11,VA,2011-02-28,235082.0,2011,2,28
12,WA,2011-02-28,244051.0,2011,2,28
13,MA,2011-02-28,315041.0,2011,2,28
14,IN,2011-02-28,114158.0,2011,2,28
15,AZ,2011-02-28,145499.0,2011,2,28
16,TN,2011-02-28,131880.0,2011,2,28
17,MO,2011-02-28,125151.0,2011,2,28
18,MD,2011-02-28,260750.0,2011,2,28
19,WI,2011-02-28,150308.0,2011,2,28
20,MN,2011-02-28,174455.0,2011,2,28
21,CO,2011-02-28,226222.0,2011,2,28
22,AL,2011-02-28,115214.0,2011,2,28
23,SC,2011-02-28,144894.0,2011,2,28
24,LA,2011-02-28,147930.0,2011,2,28
25,KY,2011-02-28,112410.0,2011,2,28
26,OR,2011-02-28,220161.0,2011,2,28
27,OK,2011-02-28,103620.0,2011,2,28
28,CT,2011-02-28,257520.0,2011,2,28
