StateName,year,month,import_of_goods_rel,export_of_goods_rel,gdp_of_goods_rel,Real_PerCap_rel,house_ownership_rel,PPI_Lumber_of_goods_rel,CPI_of_goods_rel,NASDAQ_Index_rel,Fed_Interest_Rate_rel,PPI_ALL_Index_rel,Children 0-18_rel,Adults 19-25_rel,Adults 26-34_rel,Adults 35-54_rel,Adults 55-64_rel,Adults 65+_rel,MORTGAGE_rel,Avg_House_Price_rel
NE,2016,5.0,1.1586372874952777,1.33561658424675,1.1944227809795551,1.082591895373031,0.9770114942528736,1.2412950519242516,1.1290591684183735,1.9801693462993377,0.09390862944162437,1.0237569060773481,0.9522058823529411,1.0217391304347827,1.0084745762711864,0.8992805755395683,1.1621621621621623,1.1640625,0.6252170892671066,1.1129547054681999
NH,2016,5.0,0.8055506651108517,1.2333384190231362,1.1190372889062004,1.118353735578616,0.9573333333333333,1.2412950519242516,1.1290591684183735,1.9801693462993377,0.09390862944162437,1.0237569060773481,0.8860759493670887,1.025,1.0188679245283019,0.8425925925925927,1.2248062015503876,1.3629032258064517,0.6252170892671066,0.948122669006801
NJ,2016,5.0,0.8661448351945072,0.9820323466335982,1.011913005115547,1.037363739345206,0.924219910846954,1.2412950519242516,1.1290591684183735,1.9801693462993377,0.09390862944162437,1.0237569060773481,0.9365079365079364,1.0,1.0454545454545454,0.8906752411575564,1.1946902654867257,1.1782945736434107,0.6252170892671066,0.8064581603468954
NM,2016,5.0,1.3628690970149253,1.447792390625,1.0622890212409026,1.0490238173414492,0.9573863636363636,1.2412950519242516,1.1290591684183735,1.9801693462993377,0.09390862944162437,1.0237569060773481,0.9151291512915128,0.9587628865979381,1.0172413793103448,0.8999999999999999,1.1652173913043478,1.25,0.6252170892671066,0.8899903690518811
NV,2016,5.0,2.689354017077431,1.6585884364089776,0.9891540199717401,1.0950336071695295,0.8569182389937107,1.2412950519242516,1.1290591684183735,1.9801693462993377,0.09390862944162437,1.0237569060773481,0.8962962962962963,1.0470588235294116,0.9921875,0.9236111111111113,1.1061946902654867,1.3130434782608695,0.6252170892671066,0.7644101887891191
NY,2016,5.0,1.148164759093963,1.03512796802637,1.1899273435633702,1.1206317622186295,0.9363636363636364,1.2412950519242516,1.1290591684183735,1.9801693462993377,0.09390862944162437,1.0237569060773481,0.9176954732510288,0.9789473684210526,1.1293103448275863,0.8963210702341138,1.1379310344827587,1.1679389312977098,0.6252170892671066,0.9666995005789137
OH,2016,5.0,1.2060914434820742,1.174771491502012,1.0810087669361266,1.1064767946727858,0.9336158192090395,1.2412950519242516,1.1290591684183735,1.9801693462993377,0.09390862944162437,1.0237569060773481,0.9370078740157479,1.0,1.0175438596491229,0.8767123287671234,1.184873949579832,1.2014925373134329,0.6252170892671066,0.9415260353484944
OK,2016,5.0,1.011878204822864,1.1973237253114555,1.229386655119932,0.9545658194851743,0.9488636363636362,1.2412950519242516,1.1290591684183735,1.9801693462993377,0.09390862944162437,1.0237569060773481,0.9813432835820896,0.968421052631579,1.0166666666666666,0.911111111111111,1.1043478260869566,1.1278195488721803,0.6252170892671066,1.0955566812260462
OR,2016,5.0,0.9845196296783529,1.1916756033206768,1.1506285641624676,1.1020384005303157,0.945619335347432,1.2412950519242516,1.1290591684183735,1.9801693462993377,0.09390862944162437,1.0237569060773481,0.9176954732510288,0.9777777777777777,1.0241935483870968,0.905263157894737,1.0793650793650795,1.2803030303030303,0.6252170892671066,1.040011769197628
PA,2016,5.0,0.9022830067507287,1.174834948047859,1.1232123710534483,1.1240032407999658,0.9435261707988981,1.2412950519242516,1.1290591684183735,1.9801693462993377,0.09390862944162437,1.0237569060773481,0.9327731092436975,0.9767441860465118,1.1333333333333333,0.8595317725752509,1.178861788617886,1.1610738255033557,0.6252170892671066,0.9443884758468925
RI,2016,5.0,1.787271705006766,1.48257207686018,1.0523783003411862,1.0846213895394223,0.8728682170542635,1.2412950519242516,1.1290591684183735,1.9801693462993377,0.09390862944162437,1.0237569060773481,0.922077922077922,0.9795918367346939,1.1214953271028036,0.8566775244299675,1.218487394957983,1.1798561151079137,0.6252170892671066,0.8465124154623054
SC,2016,5.0,1.3175545866747582,2.097087387873105,1.1331550881983907,1.0980581323438465,0.93234100135318,1.2412950519242516,1.1290591684183735,1.9801693462993377,0.09390862944162437,1.0237569060773481,0.9257812499999999,0.9775280898876404,1.045045045045045,0.8951048951048952,1.088,1.2706766917293233,0.6252170892671066,0.9419487730610783
TN,2016,5.0,1.399088284447777,1.5030194861547246,1.1351431138963572,1.0907710280373832,0.9260808926080893,1.2412950519242516,1.1290591684183735,1.9801693462993377,0.09390862944162437,1.0237569060773481,0.9561752988047808,1.0232558139534884,0.9915966386554622,0.9013605442176872,1.090909090909091,1.2170542635658914,0.6252170892671066,1.0267477704470092
TX,2016,5.0,0.8007453494369542,1.2795526608735723,1.270414026631285,1.0347205655917244,0.9389312977099237,1.2412950519242516,1.1290591684183735,1.9801693462993377,0.09390862944162437,1.0237569060773481,0.9425675675675677,1.0,1.015625,0.9323843416370107,1.1414141414141414,1.2,0.6252170892671066,1.2109092179747012
UT,2016,5.0,2.450490090987868,0.8500312612260835,1.2052333421633818,1.1092299429682104,0.9356955380577427,1.2412950519242516,1.1290591684183735,1.9801693462993377,0.09390862944162437,1.0237569060773481,0.9756838905775076,0.8780487804878049,0.9290780141843973,1.0127659574468084,1.1686746987951806,1.1797752808988764,0.6252170892671066,1.0141590450011049
VA,2016,5.0,1.125521058784965,0.8891116063924616,1.0937524260602087,1.0575287542523895,0.9390934844192635,1.2412950519242516,1.1290591684183735,1.9801693462993377,0.09390862944162437,1.0237569060773481,0.9372549019607843,0.9887640449438202,1.0614035087719298,0.9006622516556292,1.1271186440677967,1.221311475409836,0.6252170892671066,0.9118814938212211
VT,2016,5.0,0.8534418404707421,0.8655755224938009,1.065375567048173,1.116107841192161,0.9793956043956044,1.2412950519242516,1.1290591684183735,1.9801693462993377,0.09390862944162437,1.0237569060773481,0.9189189189189189,1.0119047619047619,1.0392156862745099,0.8181818181818182,1.1777777777777778,1.3381294964028776,0.6252170892671066,0.9646058907678302
WA,2016,5.0,0.9601727885134406,1.1788219056395135,1.2249726739052678,1.1075237029372638,0.9305135951661632,1.2412950519242516,1.1290591684183735,1.9801693462993377,0.09390862944162437,1.0237569060773481,0.9365079365079364,1.0229885057471264,1.056910569105691,0.8859060402684564,1.090909090909091,1.2521008403361344,0.6252170892671066,0.9817586045943381
WI,2016,5.0,1.0593555291960006,1.1342882136614225,1.1030088545866399,1.0898475094638236,0.9616477272727272,1.2412950519242516,1.1290591684183735,1.9801693462993377,0.09390862944162437,1.0237569060773481,0.9435483870967742,0.9782608695652174,1.0176991150442478,0.8628762541806021,1.2203389830508475,1.2307692307692308,0.6252170892671066,0.9206941550859681
WV,2016,5.0,1.1040539336316182,0.9787944535591426,1.0562645578720344,1.043319868156923,0.961439588688946,1.2412950519242516,1.1290591684183735,1.9801693462993377,0.09390862944162437,1.0237569060773481,0.9774774774774775,1.0119047619047619,0.9285714285714285,0.88659793814433,1.072463768115942,1.2287581699346406,0.6252170892671066,1.0282820338406597
WY,2016,5.0,0.24200223214285715,1.6084387965616047,0.9379442568110111,0.9568808599787066,0.9577080491132334,1.2412950519242516,1.1290591684183735,1.9801693462993377,0.09390862944162437,1.0237569060773481,0.9732824427480916,0.9468085106382979,1.0431034482758619,0.8626760563380282,1.1557377049180326,1.2195121951219512,0.6252170892671066,1.1031175059952039
AK,2016,6.0,1.6180161931420574,1.6903354250238776,1.1005353233052044,1.0539671470633813,0.9819277108433735,1.243738546120953,1.1321933884453326,2.0082894441897605,0.09644670050761421,1.03646408839779,0.9645390070921988,0.9026548672566371,1.1639344262295082,0.8685121107266437,1.1,1.3918918918918919,0.6196596040291769,1.1163534677315177
AL,2016,6.0,1.5091584146628025,1.5205180064597166,1.0505071099054892,1.0313905591591308,0.9547945205479452,1.243738546120953,1.1321933884453326,2.0082894441897605,0.09644670050761421,1.03646408839779,0.9341085271317829,0.9473684210526315,1.0176991150442478,0.9148936170212767,1.1440677966101696,1.1925925925925926,0.6196596040291769,0.9250095543835511
AR,2016,6.0,1.2051945574660634,0.9651075699979562,1.0841332326003683,1.1198057731254423,0.9811320754716979,1.243738546120953,1.1321933884453326,2.0082894441897605,0.09644670050761421,1.03646408839779,0.9619771863117871,1.011111111111111,0.9912280701754386,0.9094202898550724,1.1025641025641024,1.1560283687943265,0.6196596040291769,1.0196845746660976
AZ,2016,6.0,1.0965000917832168,1.174497659818731,1.031870431987615,1.0927708060666719,0.8958031837916064,1.243738546120953,1.1321933884453326,2.0082894441897605,0.09644670050761421,1.03646408839779,0.8924731182795698,1.0444444444444445,0.9365079365079364,0.9248120300751879,1.1523809523809523,1.2835820895522387,0.6196596040291769,0.8727960312296682
CA,2016,6.0,1.225831915572999,1.3227630915443238,1.192806666190879,1.18364877514212,0.9356521739130435,1.243738546120953,1.1321933884453326,2.0082894441897605,0.09644670050761421,1.03646408839779,0.900735294117647,0.9702970297029703,1.0555555555555556,0.9270833333333335,1.1862745098039216,1.2232142857142858,0.6196596040291769,1.023099361191183
CO,2016,6.0,1.2616315862539826,1.0432074839558991,1.1871397812933422,1.091286929322793,0.9043478260869565,1.243738546120953,1.1321933884453326,2.0082894441897605,0.09644670050761421,1.03646408839779,0.9305019305019304,1.0,1.0227272727272727,0.8933333333333334,1.1327433628318584,1.3106796116504855,0.6196596040291769,1.3187336589716045
CT,2016,6.0,1.1515163031914892,1.0142775248281133,0.9232782179437926,1.0413889521084632,0.9080622347949081,1.243738546120953,1.1321933884453326,2.0082894441897605,0.09644670050761421,1.03646408839779,0.9036144578313253,1.073170731707317,1.0784313725490198,0.8662420382165605,1.218487394957983,1.1940298507462686,0.6196596040291769,0.770189611792952
DC,2016,6.0,0.5751765324675324,1.3456077767175574,1.139417305502977,1.1607328718465528,0.9251700680272108,1.243738546120953,1.1321933884453326,2.0082894441897605,0.09644670050761421,1.03646408839779,0.9186602870813397,0.9189189189189189,1.31055900621118,0.9473684210526317,0.9304347826086956,1.0084745762711864,0.6196596040291769,1.2107932130014314
DE,2016,6.0,0.5016192799803407,1.0524525228390724,1.1008993273682466,1.0861877490582061,0.958005249343832,1.243738546120953,1.1321933884453326,2.0082894441897605,0.09644670050761421,1.03646408839779,0.8871595330739299,0.9,1.110091743119266,0.8784722222222223,1.165289256198347,1.2941176470588234,0.6196596040291769,0.8585537377370352
FL,2016,6.0,1.3772118009638015,1.1430624939685567,1.0702423485206305,1.0664987056213018,0.9043600562587905,1.243738546120953,1.1321933884453326,2.0082894441897605,0.09644670050761421,1.03646408839779,0.9141630901287553,1.0,1.0462962962962963,0.9074733096085409,1.1260504201680674,1.149425287356322,0.6196596040291769,0.8543257851711346
GA,2016,6.0,1.6412986610540126,1.636031364862801,1.1526665906146125,1.092345397006686,0.9134897360703812,1.243738546120953,1.1321933884453326,2.0082894441897605,0.09644670050761421,1.03646408839779,0.9288256227758006,1.0,0.9758064516129032,0.9161073825503356,1.150943396226415,1.316831683168317,0.6196596040291769,0.9439060188474845
HI,2016,6.0,0.9592790137130802,2.3054015853658534,1.1056709294087839,1.0519153108149117,0.9763113367174281,1.243738546120953,1.1321933884453326,2.0082894441897605,0.09644670050761421,1.03646408839779,0.9626556016597512,0.8541666666666666,1.128440366972477,0.8975265017667845,1.1250000000000002,1.151315789473684,0.6196596040291769,1.0734045497940898
IA,2016,6.0,0.8853901011250157,1.142938417228853,1.1321935027214372,1.0518702838299852,0.9459459459459459,1.243738546120953,1.1321933884453326,2.0082894441897605,0.09644670050761421,1.03646408839779,0.9721115537848606,0.9381443298969072,1.0740740740740742,0.880701754385965,1.1440677966101696,1.1478873239436622,0.6196596040291769,1.0804348348156034
ID,2016,6.0,1.2730977715721865,0.8579494556729444,1.1104532274810708,1.1253591489141408,0.94,1.243738546120953,1.1321933884453326,2.0082894441897605,0.09644670050761421,1.03646408839779,0.9480968858131489,0.9166666666666666,0.9752066115702479,0.9063670411985018,1.1071428571428572,1.3304347826086955,0.6196596040291769,0.9867342594722085
IL,2016,6.0,1.2173429828202467,1.2680458189041302,1.0809003227223652,1.0864401528451926,0.9477503628447024,1.243738546120953,1.1321933884453326,2.0082894441897605,0.09644670050761421,1.03646408839779,0.9166666666666666,0.9473684210526315,1.016260162601626,0.9175257731958764,1.212962962962963,1.2083333333333333,0.6196596040291769,0.7959189926161954
IN,2016,6.0,1.6874513490005854,1.3857391728419788,1.0557780481613965,1.1178301777209896,0.9529569892473119,1.243738546120953,1.1321933884453326,2.0082894441897605,0.09644670050761421,1.03646408839779,0.9545454545454545,1.0930232558139537,0.9583333333333334,0.8831615120274915,1.1666666666666667,1.192,0.6196596040291769,1.0284534227529238
KS,2016,6.0,1.2474863940335612,1.0148020607154948,1.112019134131807,1.0082095082095082,0.9752906976744186,1.243738546120953,1.1321933884453326,2.0082894441897605,0.09644670050761421,1.03646408839779,0.9886792452830189,0.9896907216494846,0.9914529914529915,0.8857142857142857,1.1607142857142858,1.15625,0.6196596040291769,1.055797201603265
KY,2016,6.0,1.6332033126392116,1.777174063688213,1.0659403879896285,1.0778904269838174,0.9326923076923078,1.243738546120953,1.1321933884453326,2.0082894441897605,0.09644670050761421,1.03646408839779,0.9641434262948206,1.0714285714285714,0.9495798319327732,0.8855218855218856,1.1416666666666668,1.2015503875968991,0.6196596040291769,1.0513946567294
LA,2016,6.0,0.41437894277905507,0.9587021880149162,1.0119175070147242,0.975726917190954,0.8734693877551021,1.243738546120953,1.1321933884453326,2.0082894441897605,0.09644670050761421,1.03646408839779,0.9479553903345724,0.9207920792079207,1.0956521739130434,0.8999999999999999,1.1206896551724137,1.2083333333333333,0.6196596040291769,1.0309397458241134
MA,2016,6.0,1.071561473364676,0.9584067970926184,1.1562203510502296,1.098510860983089,0.908675799086758,1.243738546120953,1.1321933884453326,2.0082894441897605,0.09644670050761421,1.03646408839779,0.9159663865546219,0.978021978021978,1.0948275862068966,0.8737864077669903,1.169491525423729,1.2248062015503876,0.6196596040291769,1.038034051842054
MD,2016,6.0,1.752198499344692,0.9708752103196859,1.15676034097559,1.064259013864441,0.9419263456090652,1.243738546120953,1.1321933884453326,2.0082894441897605,0.09644670050761421,1.03646408839779,0.9370078740157479,0.9340659340659342,1.0973451327433628,0.898360655737705,1.1551724137931034,1.2066115702479339,0.6196596040291769,0.809986502388039
ME,2016,6.0,0.5904455921483097,0.8006215075187969,1.0293351440424634,1.101483030706341,0.9824086603518266,1.243738546120953,1.1321933884453326,2.0082894441897605,0.09644670050761421,1.03646408839779,0.9192825112107622,0.96,1.0699999999999998,0.8296529968454259,1.1838235294117647,1.2781456953642385,0.6196596040291769,0.9405262812643495
MI,2016,6.0,1.596674133960207,1.443995893807913,1.0712776507943704,1.1443453799942787,0.9591567852437417,1.243738546120953,1.1321933884453326,2.0082894441897605,0.09644670050761421,1.03646408839779,0.9027237354085603,1.0444444444444445,1.018018018018018,0.8682432432432433,1.2016806722689075,1.265625,0.6196596040291769,0.9727025735739805
MN,2016,6.0,0.9544701735178682,1.0649746577640584,1.1214871561356679,1.0928399518652225,0.9904240766073873,1.243738546120953,1.1321933884453326,2.0082894441897605,0.09644670050761421,1.03646408839779,0.9607843137254901,0.913978494623656,1.0508474576271187,0.867109634551495,1.1929824561403508,1.2521008403361344,0.6196596040291769,0.9776923324283476
MO,2016,6.0,1.2752794892840857,1.2200962863909997,1.0421151785680993,1.0346291853330218,0.9341736694677871,1.243738546120953,1.1321933884453326,2.0082894441897605,0.09644670050761421,1.03646408839779,0.9568627450980391,0.9354838709677419,1.0085470085470085,0.8919860627177701,1.170940170940171,1.1954887218045112,0.6196596040291769,0.9693661270590913
MS,2016,6.0,0.8923009582749494,2.0795771914175507,0.9999945391795663,1.0482339730502246,0.9244031830238727,1.243738546120953,1.1321933884453326,2.0082894441897605,0.09644670050761421,1.03646408839779,0.9323843416370107,0.9894736842105263,0.9732142857142857,0.9205776173285198,1.1517857142857142,1.2276422764227641,0.6196596040291769,0.9566232784970979
MT,2016,6.0,0.8694506943335994,1.1965384345351042,1.0974797236053726,1.1088401697312589,0.9544807965860597,1.243738546120953,1.1321933884453326,2.0082894441897605,0.09644670050761421,1.03646408839779,0.90625,0.968421052631579,1.0188679245283019,0.8566308243727597,1.1889763779527558,1.2992700729927005,0.6196596040291769,1.0967752403734714
NC,2016,6.0,1.0184648764792898,1.2958953665506312,1.0758686892499307,1.0095908625237047,0.946685878962536,1.243738546120953,1.1321933884453326,2.0082894441897605,0.09644670050761421,1.03646408839779,0.9272030651340996,1.0235294117647058,0.9663865546218489,0.9152542372881357,1.1196581196581197,1.2601626016260163,0.6196596040291769,0.9577440516538183
ND,2016,6.0,0.9770584705390722,2.216669386326194,1.5670066077126656,1.065935298185284,0.921921921921922,1.243738546120953,1.1321933884453326,2.0082894441897605,0.09644670050761421,1.03646408839779,1.0340425531914894,0.8916666666666667,1.173913043478261,0.9094339622641509,1.0234375,1.0510948905109487,0.6196596040291769,1.3851521999202445
NE,2016,6.0,1.1428299811106915,1.5099578332908488,1.1944227809795551,1.082591895373031,0.9770114942528736,1.243738546120953,1.1321933884453326,2.0082894441897605,0.09644670050761421,1.03646408839779,0.9522058823529411,1.0217391304347827,1.0084745762711864,0.8992805755395683,1.1621621621621623,1.1640625,0.6196596040291769,1.118172572948447
NH,2016,6.0,0.8154189646759308,1.011216735218509,1.1190372889062004,1.118353735578616,0.9573333333333333,1.243738546120953,1.1321933884453326,2.0082894441897605,0.09644670050761421,1.03646408839779,0.8860759493670887,1.025,1.0188679245283019,0.8425925925925927,1.2248062015503876,1.3629032258064517,0.6196596040291769,0.9522910333155734
NJ,2016,6.0,0.887095027194353,0.9528553362754394,1.011913005115547,1.037363739345206,0.924219910846954,1.243738546120953,1.1321933884453326,2.0082894441897605,0.09644670050761421,1.03646408839779,0.9365079365079364,1.0,1.0454545454545454,0.8906752411575564,1.1946902654867257,1.1782945736434107,0.6196596040291769,0.8076733488856378
NM,2016,6.0,1.3635212985074625,1.0372850546875,1.0622890212409026,1.0490238173414492,0.9573863636363636,1.243738546120953,1.1321933884453326,2.0082894441897605,0.09644670050761421,1.03646408839779,0.9151291512915128,0.9587628865979381,1.0172413793103448,0.8999999999999999,1.1652173913043478,1.25,0.6196596040291769,0.8924207967970794
NV,2016,6.0,1.6163972967203573,2.594860246882793,0.9891540199717401,1.0950336071695295,0.8569182389937107,1.243738546120953,1.1321933884453326,2.0082894441897605,0.09644670050761421,1.03646408839779,0.8962962962962963,1.0470588235294116,0.9921875,0.9236111111111113,1.1061946902654867,1.3130434782608695,0.6196596040291769,0.770022657371678
NY,2016,6.0,1.0014332133602073,1.158761538854553,1.1899273435633702,1.1206317622186295,0.9363636363636364,1.243738546120953,1.1321933884453326,2.0082894441897605,0.09644670050761421,1.03646408839779,0.9176954732510288,0.9789473684210526,1.1293103448275863,0.8963210702341138,1.1379310344827587,1.1679389312977098,0.6196596040291769,0.9690151554426529
OH,2016,6.0,1.214562558052845,1.2738917983904872,1.0810087669361266,1.1064767946727858,0.9336158192090395,1.243738546120953,1.1321933884453326,2.0082894441897605,0.09644670050761421,1.03646408839779,0.9370078740157479,1.0,1.0175438596491229,0.8767123287671234,1.184873949579832,1.2014925373134329,0.6196596040291769,0.9447199914008876
OK,2016,6.0,1.2459634042869903,1.4492873199635368,1.229386655119932,0.9545658194851743,0.9488636363636362,1.243738546120953,1.1321933884453326,2.0082894441897605,0.09644670050761421,1.03646408839779,0.9813432835820896,0.968421052631579,1.0166666666666666,0.911111111111111,1.1043478260869566,1.1278195488721803,0.6196596040291769,1.0989974098959179
OR,2016,6.0,1.0189507097283432,1.2031296486260377,1.1506285641624676,1.1020384005303157,0.945619335347432,1.243738546120953,1.1321933884453326,2.0082894441897605,0.09644670050761421,1.03646408839779,0.9176954732510288,0.9777777777777777,1.0241935483870968,0.905263157894737,1.0793650793650795,1.2803030303030303,0.6196596040291769,1.05069862097229
PA,2016,6.0,0.9995849052816274,1.2988666475125943,1.1232123710534483,1.1240032407999658,0.9435261707988981,1.243738546120953,1.1321933884453326,2.0082894441897605,0.09644670050761421,1.03646408839779,0.9327731092436975,0.9767441860465118,1.1333333333333333,0.8595317725752509,1.178861788617886,1.1610738255033557,0.6196596040291769,0.9468817361646565
RI,2016,6.0,1.4903282769508346,1.4100747506132463,1.0523783003411862,1.0846213895394223,0.8728682170542635,1.243738546120953,1.1321933884453326,2.0082894441897605,0.09644670050761421,1.03646408839779,0.922077922077922,0.9795918367346939,1.1214953271028036,0.8566775244299675,1.218487394957983,1.1798561151079137,0.6196596040291769,0.8486405907097349
SC,2016,6.0,1.374371303914344,2.30276421081419,1.1331550881983907,1.0980581323438465,0.93234100135318,1.243738546120953,1.1321933884453326,2.0082894441897605,0.09644670050761421,1.03646408839779,0.9257812499999999,0.9775280898876404,1.045045045045045,0.8951048951048952,1.088,1.2706766917293233,0.6196596040291769,0.9456863096304257
TN,2016,6.0,1.424835351534933,1.5422289557522124,1.1351431138963572,1.0907710280373832,0.9260808926080893,1.243738546120953,1.1321933884453326,2.0082894441897605,0.09644670050761421,1.03646408839779,0.9561752988047808,1.0232558139534884,0.9915966386554622,0.9013605442176872,1.090909090909091,1.2170542635658914,0.6196596040291769,1.0307228626155969
TX,2016,6.0,0.9143185410468079,1.2488257227214379,1.270414026631285,1.0347205655917244,0.9389312977099237,1.243738546120953,1.1321933884453326,2.0082894441897605,0.09644670050761421,1.03646408839779,0.9425675675675677,1.0,1.015625,0.9323843416370107,1.1414141414141414,1.2,0.6196596040291769,1.2177091341113984
UT,2016,6.0,2.5943782495667245,0.9000910279187817,1.2052333421633818,1.1092299429682104,0.9356955380577427,1.243738546120953,1.1321933884453326,2.0082894441897605,0.09644670050761421,1.03646408839779,0.9756838905775076,0.8780487804878049,0.9290780141843973,1.0127659574468084,1.1686746987951806,1.1797752808988764,0.6196596040291769,1.0215603639789552
VA,2016,6.0,1.199618798076923,0.8606780281421114,1.0937524260602087,1.0575287542523895,0.9390934844192635,1.243738546120953,1.1321933884453326,2.0082894441897605,0.09644670050761421,1.03646408839779,0.9372549019607843,0.9887640449438202,1.0614035087719298,0.9006622516556292,1.1271186440677967,1.221311475409836,0.6196596040291769,0.914513129456368
VT,2016,6.0,1.048235266426937,0.9195202975557917,1.065375567048173,1.116107841192161,0.9793956043956044,1.243738546120953,1.1321933884453326,2.0082894441897605,0.09644670050761421,1.03646408839779,0.9189189189189189,1.0119047619047619,1.0392156862745099,0.8181818181818182,1.1777777777777778,1.3381294964028776,0.6196596040291769,0.9658392519287
WA,2016,6.0,1.0742742958544749,1.365774071876152,1.2249726739052678,1.1075237029372638,0.9305135951661632,1.243738546120953,1.1321933884453326,2.0082894441897605,0.09644670050761421,1.03646408839779,0.9365079365079364,1.0229885057471264,1.056910569105691,0.8859060402684564,1.090909090909091,1.2521008403361344,0.6196596040291769,0.9900068604938929
WI,2016,6.0,1.057020450807549,1.2630183817399487,1.1030088545866399,1.0898475094638236,0.9616477272727272,1.243738546120953,1.1321933884453326,2.0082894441897605,0.09644670050761421,1.03646408839779,0.9435483870967742,0.9782608695652174,1.0176991150442478,0.8628762541806021,1.2203389830508475,1.2307692307692308,0.6196596040291769,0.9261716156505414
WV,2016,6.0,1.1072655108128264,1.027559412543001,1.0562645578720344,1.043319868156923,0.961439588688946,1.243738546120953,1.1321933884453326,2.0082894441897605,0.09644670050761421,1.03646408839779,0.9774774774774775,1.0119047619047619,0.9285714285714285,0.88659793814433,1.072463768115942,1.2287581699346406,0.6196596040291769,1.0299081710738882
WY,2016,6.0,0.22788922857142857,1.150647034383954,0.9379442568110111,0.9568808599787066,0.9577080491132334,1.243738546120953,1.1321933884453326,2.0082894441897605,0.09644670050761421,1.03646408839779,0.9732824427480916,0.9468085106382979,1.0431034482758619,0.8626760563380282,1.1557377049180326,1.2195121951219512,0.6196596040291769,1.1039331467616131
AK,2016,7.0,1.5713674177746675,5.896045787965616,1.0952583001888772,1.0539671470633813,0.9819277108433735,1.251069028711057,1.1316231017938108,2.0776650517910897,0.09898477157360407,1.0370165745856352,0.9645390070921988,0.9026548672566371,1.1639344262295082,0.8685121107266437,1.1,1.3918918918918919,0.5974296630774575,1.1159317320040425
AL,2016,7.0,1.353247322785306,1.3674580342723848,1.0526787102698087,1.0313905591591308,0.9547945205479452,1.251069028711057,1.1316231017938108,2.0776650517910897,0.09898477157360407,1.0370165745856352,0.9341085271317829,0.9473684210526315,1.0176991150442478,0.9148936170212767,1.1440677966101696,1.1925925925925926,0.5974296630774575,0.9267522739432852
AR,2016,7.0,1.1163553647058824,0.84466886981402,1.0852130192938974,1.1198057731254423,0.9811320754716979,1.251069028711057,1.1316231017938108,2.0776650517910897,0.09898477157360407,1.0370165745856352,0.9619771863117871,1.011111111111111,0.9912280701754386,0.9094202898550724,1.1025641025641024,1.1560283687943265,0.5974296630774575,1.0228624349673587
AZ,2016,7.0,1.1380045032051282,1.1557854296072507,1.0457000280446023,1.0927708060666719,0.8958031837916064,1.251069028711057,1.1316231017938108,2.0776650517910897,0.09898477157360407,1.0370165745856352,0.8924731182795698,1.0444444444444445,0.9365079365079364,0.9248120300751879,1.1523809523809523,1.2835820895522387,0.5974296630774575,0.8753171763175016
CA,2016,7.0,1.1869570242767584,1.2195830421245089,1.2105955499651506,1.18364877514212,0.9356521739130435,1.251069028711057,1.1316231017938108,2.0776650517910897,0.09898477157360407,1.0370165745856352,0.900735294117647,0.9702970297029703,1.0555555555555556,0.9270833333333335,1.1862745098039216,1.2232142857142858,0.5974296630774575,1.0281041511833213
CO,2016,7.0,1.2232169367319072,1.097702512753003,1.207575169086692,1.091286929322793,0.9043478260869565,1.251069028711057,1.1316231017938108,2.0776650517910897,0.09898477157360407,1.0370165745856352,0.9305019305019304,1.0,1.0227272727272727,0.8933333333333334,1.1327433628318584,1.3106796116504855,0.5974296630774575,1.3287865583007357
CT,2016,7.0,0.8182484953703703,0.8809320456667517,0.9234711753105699,1.0413889521084632,0.9080622347949081,1.251069028711057,1.1316231017938108,2.0776650517910897,0.09898477157360407,1.0370165745856352,0.9036144578313253,1.073170731707317,1.0784313725490198,0.8662420382165605,1.218487394957983,1.1940298507462686,0.5974296630774575,0.7704421717599593
DC,2016,7.0,0.6338402597402598,3.5087170896946565,1.1369810872302206,1.1607328718465528,0.9251700680272108,1.251069028711057,1.1316231017938108,2.0776650517910897,0.09898477157360407,1.0370165745856352,0.9186602870813397,0.9189189189189189,1.31055900621118,0.9473684210526317,0.9304347826086956,1.0084745762711864,0.5974296630774575,1.214511398945641
DE,2016,7.0,0.4495118192988205,0.7021755844460061,1.0883230458153361,1.0861877490582061,0.958005249343832,1.251069028711057,1.1316231017938108,2.0776650517910897,0.09898477157360407,1.0370165745856352,0.8871595330739299,0.9,1.110091743119266,0.8784722222222223,1.165289256198347,1.2941176470588234,0.5974296630774575,0.8631920990686726
FL,2016,7.0,1.414744853972879,1.1281005116784646,1.0852497763728333,1.0664987056213018,0.9043600562587905,1.251069028711057,1.1316231017938108,2.0776650517910897,0.09898477157360407,1.0370165745856352,0.9141630901287553,1.0,1.0462962962962963,0.9074733096085409,1.1260504201680674,1.149425287356322,0.5974296630774575,0.8605030802544777
GA,2016,7.0,1.609428429696042,1.347327849106552,1.1618068647774538,1.092345397006686,0.9134897360703812,1.251069028711057,1.1316231017938108,2.0776650517910897,0.09898477157360407,1.0370165745856352,0.9288256227758006,1.0,0.9758064516129032,0.9161073825503356,1.150943396226415,1.316831683168317,0.5974296630774575,0.9475578645730195
