StateName,year,month,import_of_goods_rel,export_of_goods_rel,gdp_of_goods_rel,Real_PerCap_rel,house_ownership_rel,PPI_Lumber_of_goods_rel,CPI_of_goods_rel,NASDAQ_Index_rel,Fed_Interest_Rate_rel,PPI_ALL_Index_rel,Children 0-18_rel,Adults 19-25_rel,Adults 26-34_rel,Adults 35-54_rel,Adults 55-64_rel,Adults 65+_rel,MORTGAGE_rel,Avg_House_Price_rel
MD,2009,9.0,0.8028178243774573,0.9555804823331464,0.9978763063188992,0.9765431854591483,0.9858356940509915,0.9321930360415395,1.017377246976538,0.8621448575097622,0.03807106598984771,0.961878453038674,0.9960629921259843,1.0,1.0265486725663717,0.9868852459016393,1.0258620689655171,1.0,0.8783431747134421,0.8082502711058812
ME,2009,9.0,0.970774263904035,0.7409774436090225,0.9777928670205278,1.004277973191368,1.0013531799729363,0.9321930360415395,1.017377246976538,0.8621448575097622,0.03807106598984771,0.961878453038674,0.9775784753363228,1.0666666666666667,1.0199999999999998,0.9589905362776024,1.051470588235294,1.0198675496688743,0.8783431747134421,0.8981032883207917
MI,2009,9.0,0.8606432270373399,0.9029857331960582,0.8892541666942924,0.9571612472585105,0.9815546772068511,0.9321930360415395,1.017377246976538,0.8621448575097622,0.03807106598984771,0.961878453038674,0.9727626459143969,1.0444444444444445,0.9639639639639639,0.9898648648648648,1.0420168067226891,1.03125,0.8783431747134421,0.7685066995642965
MN,2009,9.0,0.7586862218549887,0.9383304254462488,0.9531893665545521,0.9377858002406739,0.997264021887825,0.9321930360415395,1.017377246976538,0.8621448575097622,0.03807106598984771,0.961878453038674,0.996078431372549,0.989247311827957,1.0254237288135593,0.9700996677740864,1.0350877192982455,1.0336134453781514,0.8783431747134421,0.8591208316680677
MO,2009,9.0,0.876516187870497,0.7819994078752591,0.9814861201829423,0.9593834263997112,1.0084033613445378,0.9321930360415395,1.017377246976538,0.8621448575097622,0.03807106598984771,0.961878453038674,1.003921568627451,1.0,0.9914529914529915,0.9825783972125436,1.017094017094017,1.0150375939849625,0.8783431747134421,0.9350977268201087
MS,2009,9.0,0.9019149929939281,1.3054484088717453,0.956044036055977,1.014648836259698,1.0013262599469495,0.9321930360415395,1.017377246976538,0.8621448575097622,0.03807106598984771,0.961878453038674,0.99644128113879,1.0210526315789474,1.0446428571428572,0.963898916967509,1.0178571428571428,1.024390243902439,0.8783431747134421,0.9444310883676202
MT,2009,9.0,0.9561053471667996,1.0066413662239089,0.9675883744746973,0.9818010372465819,1.0056899004267426,0.9321930360415395,1.017377246976538,0.8621448575097622,0.03807106598984771,0.961878453038674,0.9453125,1.0210526315789474,1.0377358490566038,0.9820788530465949,1.0708661417322836,1.043795620437956,0.8783431747134421,0.9682809008557944
NC,2009,9.0,0.7625493096646943,0.890944043227516,0.963622226760665,0.9665845630708197,1.010086455331412,0.9321930360415395,1.017377246976538,0.8621448575097622,0.03807106598984771,0.961878453038674,0.9961685823754789,1.0588235294117645,0.9747899159663866,0.9796610169491525,1.0085470085470085,1.024390243902439,0.8783431747134421,0.9391723440677382
ND,2009,9.0,0.5566234851650647,0.8237232289950577,1.0518858909988014,0.9623226867512662,0.9864864864864866,0.9321930360415395,1.017377246976538,0.8621448575097622,0.03807106598984771,0.961878453038674,1.0127659574468084,1.0083333333333333,0.9826086956521739,1.0037735849056604,0.9296874999999999,1.043795620437956,0.8783431747134421,1.0151051925609949
NE,2009,9.0,0.8352852285606347,0.8965077746622482,0.9946997642463085,0.9701575349251956,1.0086206896551726,0.9321930360415395,1.017377246976538,0.8621448575097622,0.03807106598984771,0.961878453038674,0.9632352941176471,1.108695652173913,1.0084745762711864,0.974820143884892,1.027027027027027,1.03125,0.8783431747134421,0.9749198153798013
NH,2009,9.0,0.4373607722499204,0.8316195372750643,0.9896454358827924,1.0000207129393732,1.0133333333333334,0.9321930360415395,1.017377246976538,0.8621448575097622,0.03807106598984771,0.961878453038674,0.9831223628691984,1.0999999999999999,0.9339622641509435,0.9783950617283951,1.0155038759689923,1.0645161290322582,0.8783431747134421,0.8805121133293634
NJ,2009,9.0,0.8085787575459508,0.8947042089138522,0.9436621081279013,0.9376404390053669,0.9791976225854384,0.9321930360415395,1.017377246976538,0.8621448575097622,0.03807106598984771,0.961878453038674,0.9920634920634921,0.9764705882352941,1.0272727272727273,0.9807073954983923,1.0353982300884956,1.0232558139534884,0.8783431747134421,0.8647634863521938
NM,2009,9.0,1.6350746268656715,0.502734375,1.0341554809460967,0.9750460940065163,0.9815340909090907,0.9321930360415395,1.017377246976538,0.8621448575097622,0.03807106598984771,0.961878453038674,1.011070110701107,1.0,1.0172413793103448,0.9666666666666667,1.034782608695652,0.9924242424242424,0.8783431747134421,0.9219288116620192
NV,2009,9.0,0.8513487288957889,1.4037406483790522,0.8894473296504465,0.9213032113517551,0.9811320754716981,0.9321930360415395,1.017377246976538,0.8621448575097622,0.03807106598984771,0.961878453038674,1.0037037037037038,1.0235294117647058,1.0234375,0.9756944444444446,1.0,1.008695652173913,0.8783431747134421,0.5612301245988106
NY,2009,9.0,0.7664939053651982,0.8201400906468891,1.0438213195166637,0.9850764830244995,0.989090909090909,0.9321930360415395,1.017377246976538,0.8621448575097622,0.03807106598984771,0.961878453038674,0.9917695473251029,0.968421052631579,1.0431034482758619,0.9866220735785953,1.0258620689655171,1.0076335877862594,0.8783431747134421,0.9204451587260442
OH,2009,9.0,0.8328692029382744,0.913038255960603,0.932206722280661,0.9641402893073272,0.9844632768361583,0.9321930360415395,1.017377246976538,0.8621448575097622,0.03807106598984771,0.961878453038674,0.9881889763779528,1.0,1.0087719298245614,0.9897260273972602,1.0336134453781514,1.007462686567164,0.8783431747134421,0.9224237212659122
OK,2009,9.0,0.755879726108961,1.0534791856578547,1.0140758142225181,0.9294762137504073,0.9886363636363634,0.9321930360415395,1.017377246976538,0.8621448575097622,0.03807106598984771,0.961878453038674,1.0,1.0421052631578949,0.9916666666666667,0.9814814814814815,1.0,1.0075187969924813,0.8783431747134421,0.9993978724827725
OR,2009,9.0,0.7240018417417615,0.9109981337280391,0.9504481738988003,0.9384928620469235,1.0302114803625377,0.9321930360415395,1.017377246976538,0.8621448575097622,0.03807106598984771,0.961878453038674,0.9958847736625515,1.011111111111111,1.0,0.9754385964912282,1.0396825396825398,1.0151515151515151,0.8783431747134421,0.8462473422980059
PA,2009,9.0,0.7504460833878546,0.9948047858942064,0.969207168888308,0.9749477634216025,0.9944903581267219,0.9321930360415395,1.017377246976538,0.8621448575097622,0.03807106598984771,0.961878453038674,0.9873949579831932,1.0,1.0476190476190477,0.9765886287625418,1.024390243902439,1.0134228187919463,0.8783431747134421,0.9464146016130213
RI,2009,9.0,0.9339197113216059,1.0621422730989372,0.988017929848656,0.9773837403813984,0.9751937984496124,0.9321930360415395,1.017377246976538,0.8621448575097622,0.03807106598984771,0.961878453038674,1.0086580086580086,0.8775510204081631,1.0934579439252337,0.9706840390879479,1.0420168067226891,1.0215827338129495,0.8783431747134421,0.8190055013828159
SC,2009,9.0,0.7516580692704495,1.1168151273636506,0.9446204413497822,0.979047619047619,1.006765899864682,0.9321930360415395,1.017377246976538,0.8621448575097622,0.03807106598984771,0.961878453038674,0.9921875,1.0,1.045045045045045,0.9755244755244757,1.008,1.0225563909774436,0.8783431747134421,0.914938205265986
TN,2009,9.0,0.7974373676781934,0.9980588067370825,0.9507165607483112,1.0013551401869158,0.9916317991631798,0.9321930360415395,1.017377246976538,0.8621448575097622,0.03807106598984771,0.961878453038674,1.00398406374502,1.0232558139534884,1.0,0.9761904761904762,1.0082644628099173,1.0155038759689923,0.8783431747134421,0.9353755741227678
TX,2009,9.0,0.842129337195879,0.9453935025180211,0.9985118768406416,0.9407299776625968,0.9984732824427481,0.9321930360415395,1.017377246976538,0.8621448575097622,0.03807106598984771,0.961878453038674,1.0,1.0103092783505154,1.015625,0.9786476868327402,1.0101010101010102,1.01,0.8783431747134421,0.9597316374309874
UT,2009,9.0,1.2435008665511265,0.9371339320577898,0.9800400879202684,0.9153218587759904,0.9724409448818897,0.9321930360415395,1.017377246976538,0.8621448575097622,0.03807106598984771,0.961878453038674,1.0,0.983739837398374,1.0070921985815602,0.9957446808510639,1.0240963855421688,1.0112359550561798,0.8783431747134421,0.8565059105871041
VA,2009,9.0,0.9848666958041958,0.7893161848974914,1.0016387934774453,0.9821602138344403,0.9872521246458925,0.9321930360415395,1.017377246976538,0.8621448575097622,0.03807106598984771,0.961878453038674,0.996078431372549,1.0337078651685394,1.0263157894736843,0.9768211920529801,1.0084745762711864,1.0,0.8783431747134421,0.8689244401042602
VT,2009,9.0,0.7943772474664924,1.0708466170740347,0.9792603474917528,0.9850098097568503,1.0206043956043955,0.9321930360415395,1.017377246976538,0.8621448575097622,0.03807106598984771,0.961878453038674,0.990990990990991,1.130952380952381,0.9803921568627452,0.9373040752351096,1.0518518518518516,1.028776978417266,0.8783431747134421,0.9576755756734194
WA,2009,9.0,0.9209489366296018,0.7078326575746405,0.9750265757214214,0.9472517262495512,0.9894259818731117,0.9321930360415395,1.017377246976538,0.8621448575097622,0.03807106598984771,0.961878453038674,0.996031746031746,1.0459770114942528,1.016260162601626,0.9697986577181208,1.0165289256198347,1.0084033613445378,0.8783431747134421,0.836933265250502
WI,2009,9.0,0.8347038987162043,0.9569718972704048,0.9633542849955073,0.9747417498984109,1.0,0.9321930360415395,1.017377246976538,0.8621448575097622,0.03807106598984771,0.961878453038674,0.9919354838709677,1.0217391304347827,1.008849557522124,0.9765886287625418,1.033898305084746,1.0153846153846153,0.8783431747134421,0.9149591336798003
WV,2009,9.0,0.8422818791946309,1.1553320984387405,1.0047491013659238,1.01980124408317,1.0115681233933163,0.9321930360415395,1.017377246976538,0.8621448575097622,0.03807106598984771,0.961878453038674,1.009009009009009,1.0238095238095237,1.0,0.9725085910652921,1.0144927536231885,1.0196078431372548,0.8783431747134421,0.9593465691692883
WY,2009,9.0,0.7460714285714286,1.2335243553008595,0.9747695485350178,0.8903733214273448,1.0068212824010914,0.9321930360415395,1.017377246976538,0.8621448575097622,0.03807106598984771,0.961878453038674,0.9580152671755725,1.0531914893617023,1.0344827586206895,0.9788732394366199,1.0573770491803278,0.991869918699187,0.8783431747134421,0.9723707795474414
AK,2009,10.0,0.834849545136459,3.5568290353390637,1.1070728999528323,0.9694328219432822,1.006024096385542,0.9248625534514356,1.0204313440855146,0.8779020636393727,0.03045685279187817,0.9679558011049723,1.0319148936170213,0.911504424778761,1.0,1.0069204152249136,0.9750000000000001,1.0405405405405406,0.8600208405696422,0.995881427670423
AL,2009,10.0,0.8764784209289574,1.0378611160954603,0.964012844974194,0.9941527389801619,1.0150684931506848,0.9248625534514356,1.0204313440855146,0.8779020636393727,0.03045685279187817,0.9679558011049723,0.9961240310077519,0.9789473684210526,1.0265486725663717,0.9822695035460994,1.0169491525423728,1.0148148148148148,0.8600208405696422,0.9363295880149812
AR,2009,10.0,1.1046153846153846,1.038217862252197,0.968647306497718,0.9996827953053705,0.9941944847605224,0.9248625534514356,1.0204313440855146,0.8779020636393727,0.03045685279187817,0.9679558011049723,0.9961977186311787,1.0,1.0350877192982455,0.9855072463768115,1.0256410256410255,0.9929078014184399,0.8600208405696422,0.9500712748667569
AZ,2009,10.0,0.8288898601398602,0.7499093655589123,0.9026088629392369,0.9403084661380142,0.9971056439942114,0.9248625534514356,1.0204313440855146,0.8779020636393727,0.03045685279187817,0.9679558011049723,0.992831541218638,1.0222222222222221,1.0238095238095237,0.9887218045112782,1.0285714285714287,0.9850746268656716,0.8600208405696422,0.6774072869225765
CA,2009,10.0,0.9560141362837201,1.0027244256983037,0.9670783117996539,0.9681057510102509,0.991304347826087,0.9248625534514356,1.0204313440855146,0.8779020636393727,0.03045685279187817,0.9679558011049723,0.9963235294117647,0.9702970297029703,1.0238095238095237,0.9895833333333334,1.0392156862745099,1.0,0.8600208405696422,0.7067622660314378
CO,2009,10.0,0.9071461083295403,0.8272173769952278,0.9815702346301057,0.9488613235640679,0.991304347826087,0.9248625534514356,1.0204313440855146,0.8779020636393727,0.03045685279187817,0.9679558011049723,1.0077220077220077,1.010752688172043,0.9848484848484849,0.98,1.0265486725663717,1.029126213592233,0.8600208405696422,0.9452116986562354
CT,2009,10.0,0.6582446808510638,1.1140819964349378,0.9217935853239181,0.9841499496049679,0.9971711456859972,0.9248625534514356,1.0204313440855146,0.8779020636393727,0.03045685279187817,0.9679558011049723,0.9919678714859438,1.024390243902439,1.0392156862745099,0.9745222929936306,1.0252100840336136,1.007462686567164,0.8600208405696422,0.8680933640667909
DC,2009,10.0,1.0246753246753249,1.4398854961832062,1.0006915105242218,0.9875762031422954,1.0181405895691609,0.9248625534514356,1.0204313440855146,0.8779020636393727,0.03045685279187817,0.9679558011049723,0.9952153110047847,0.9639639639639639,1.0559006211180124,0.9929824561403509,1.008695652173913,0.9830508474576273,0.8600208405696422,0.903272614600426
DE,2009,10.0,1.0502948885976409,0.842586085734364,1.0391863909601702,0.9857369945343292,1.0039370078740157,0.9248625534514356,1.0204313440855146,0.8779020636393727,0.03045685279187817,0.9679558011049723,0.961089494163424,0.9444444444444445,1.1009174311926606,0.986111111111111,1.0165289256198347,1.0441176470588234,0.8600208405696422,0.8909089579952337
FL,2009,10.0,0.9144682281743808,1.1922373339696175,0.9281104625849982,0.9528014053254438,0.9971870604781998,0.9248625534514356,1.0204313440855146,0.8779020636393727,0.03045685279187817,0.9679558011049723,1.0,1.0352941176470587,1.027777777777778,0.9822064056939501,1.0,0.9942528735632183,0.8600208405696422,0.6805473956322495
GA,2009,10.0,0.9399300240542314,1.1083337575726722,0.9601203245263542,0.9985723463487758,0.9882697947214076,0.9248625534514356,1.0204313440855146,0.8779020636393727,0.03045685279187817,0.9679558011049723,1.0071174377224197,1.010989010989011,0.9919354838709677,0.9765100671140939,1.0188679245283019,1.0198019801980196,0.8600208405696422,0.8408331100679115
HI,2009,10.0,1.1429324894514767,2.6829268292682924,0.9587278481339946,0.9606199957982212,1.0067681895093061,0.9248625534514356,1.0204313440855146,0.8779020636393727,0.03045685279187817,0.9679558011049723,1.008298755186722,0.8854166666666667,1.1192660550458715,0.9752650176678447,1.05,0.9671052631578947,0.8600208405696422,0.8669577841926572
IA,2009,10.0,0.6052332195676906,0.7595225739491437,0.9804538576065999,0.9450749529647388,0.9783783783783785,0.9248625534514356,1.0204313440855146,0.8779020636393727,0.03045685279187817,0.9679558011049723,1.0079681274900398,0.9587628865979381,1.0555555555555556,0.9649122807017545,1.033898305084746,1.0070422535211268,0.8600208405696422,0.9801954835456008
ID,2009,10.0,0.8198827143256073,0.9492420762517226,0.968608346628175,0.9586881681464033,1.0066666666666666,0.9248625534514356,1.0204313440855146,0.8779020636393727,0.03045685279187817,0.9679558011049723,1.0,1.0625,0.9586776859504132,0.9737827715355805,1.0267857142857144,1.026086956521739,0.8600208405696422,0.8388733662489418
IL,2009,10.0,0.9122448979591836,0.9261174824475926,0.9820857332358204,0.9412991841371475,1.0029027576197387,0.9248625534514356,1.0204313440855146,0.8779020636393727,0.03045685279187817,0.9679558011049723,0.9886363636363636,0.9894736842105263,1.016260162601626,0.986254295532646,1.037037037037037,1.0083333333333333,0.8600208405696422,0.8211779947739996
IN,2009,10.0,1.0359621978757214,1.028439815742039,0.939219448606341,0.966407248228598,0.9677419354838709,0.9248625534514356,1.0204313440855146,0.8779020636393727,0.03045685279187817,0.9679558011049723,0.9962121212121212,1.0697674418604652,0.9833333333333333,0.9759450171821306,1.0263157894736843,1.008,0.8600208405696422,0.9576838145088739
KS,2009,10.0,1.3946550652579242,1.0093668886130234,0.9717096122076194,0.9418314418314419,0.9796511627906977,0.9248625534514356,1.0204313440855146,0.8779020636393727,0.03045685279187817,0.9679558011049723,1.0037735849056604,1.0515463917525771,0.9914529914529915,0.9821428571428571,1.0267857142857144,0.984375,0.8600208405696422,0.9953820762770429
KY,2009,10.0,1.2189943604568503,1.224130907115698,0.9629981412748018,0.9984889842074478,0.9780219780219781,0.9248625534514356,1.0204313440855146,0.8779020636393727,0.03045685279187817,0.9679558011049723,1.0,1.0714285714285714,1.0084033613445378,0.9696969696969697,1.0166666666666666,1.0077519379844961,0.8600208405696422,0.9780845747810589
LA,2009,10.0,0.5061385623183375,0.8389269505391264,1.0538149523050344,0.9771297398401633,0.9782312925170069,0.9248625534514356,1.0204313440855146,0.8779020636393727,0.03045685279187817,0.9679558011049723,0.9962825278810409,1.0,1.0608695652173912,0.975,0.9913793103448276,1.0083333333333333,0.8600208405696422,0.9813447692900177
MA,2009,10.0,0.8453337282049384,0.9350191504178275,0.9916094929953229,0.9947668974128275,0.9908675799086757,0.9248625534514356,1.0204313440855146,0.8779020636393727,0.03045685279187817,0.9679558011049723,0.9831932773109244,0.978021978021978,1.0086206896551724,0.9935275080906149,1.033898305084746,1.0232558139534884,0.8600208405696422,0.8960846304187807
MD,2009,10.0,0.7712319790301442,1.020975883342681,1.0128683221072632,0.9765431854591483,0.9858356940509915,0.9248625534514356,1.0204313440855146,0.8779020636393727,0.03045685279187817,0.9679558011049723,0.9960629921259843,1.0,1.0265486725663717,0.9868852459016393,1.0258620689655171,1.0,0.8600208405696422,0.8044490205579012
ME,2009,10.0,0.7382769901853872,1.011654135338346,0.9871401008587067,1.004277973191368,1.0013531799729363,0.9248625534514356,1.0204313440855146,0.8779020636393727,0.03045685279187817,0.9679558011049723,0.9775784753363228,1.0666666666666667,1.0199999999999998,0.9589905362776024,1.051470588235294,1.0198675496688743,0.8600208405696422,0.8951701324137156
MI,2009,10.0,0.9402698282910875,1.0095896455361082,0.9079957626728953,0.9571612472585105,0.9815546772068511,0.9248625534514356,1.0204313440855146,0.8779020636393727,0.03045685279187817,0.9679558011049723,0.9727626459143969,1.0444444444444445,0.9639639639639639,0.9898648648648648,1.0420168067226891,1.03125,0.8600208405696422,0.7607695763479352
MN,2009,10.0,0.8625903738896923,0.9367199033686754,0.9687239472304425,0.9377858002406739,0.997264021887825,0.9248625534514356,1.0204313440855146,0.8779020636393727,0.03045685279187817,0.9679558011049723,0.996078431372549,0.989247311827957,1.0254237288135593,0.9700996677740864,1.0350877192982455,1.0336134453781514,0.8600208405696422,0.8570673869801501
MO,2009,10.0,0.9037847697218422,0.8588769367413401,0.9863257609011399,0.9593834263997112,1.0084033613445378,0.9248625534514356,1.0204313440855146,0.8779020636393727,0.03045685279187817,0.9679558011049723,1.003921568627451,1.0,0.9914529914529915,0.9825783972125436,1.017094017094017,1.0150375939849625,0.8600208405696422,0.9335614099974394
MS,2009,10.0,1.0343297524521253,1.5084378013500483,0.9576540679471682,1.014648836259698,1.0013262599469495,0.9248625534514356,1.0204313440855146,0.8779020636393727,0.03045685279187817,0.9679558011049723,0.99644128113879,1.0210526315789474,1.0446428571428572,0.963898916967509,1.0178571428571428,1.024390243902439,0.8600208405696422,0.9418381014527596
MT,2009,10.0,0.8550146315509444,0.7941176470588235,0.9633624089180822,0.9818010372465819,1.0056899004267426,0.9248625534514356,1.0204313440855146,0.8779020636393727,0.03045685279187817,0.9679558011049723,0.9453125,1.0210526315789474,1.0377358490566038,0.9820788530465949,1.0708661417322836,1.043795620437956,0.8600208405696422,0.9653463510518947
NC,2009,10.0,0.8211785009861933,1.0133007741466202,0.9795519587386874,0.9665845630708197,1.010086455331412,0.9248625534514356,1.0204313440855146,0.8779020636393727,0.03045685279187817,0.9679558011049723,0.9961685823754789,1.0588235294117645,0.9747899159663866,0.9796610169491525,1.0085470085470085,1.024390243902439,0.8600208405696422,0.936242690226445
ND,2009,10.0,0.6046803175929795,0.8056013179571664,1.0520306699792097,0.9623226867512662,0.9864864864864866,0.9248625534514356,1.0204313440855146,0.8779020636393727,0.03045685279187817,0.9679558011049723,1.0127659574468084,1.0083333333333333,0.9826086956521739,1.0037735849056604,0.9296874999999999,1.043795620437956,0.8600208405696422,1.0158423259579714
NE,2009,10.0,0.8696637703060068,1.12541422380831,1.010264674003213,0.9701575349251956,1.0086206896551726,0.9248625534514356,1.0204313440855146,0.8779020636393727,0.03045685279187817,0.9679558011049723,0.9632352941176471,1.108695652173913,1.0084745762711864,0.974820143884892,1.027027027027027,1.03125,0.8600208405696422,0.9790581240710319
NH,2009,10.0,0.5960538877691736,0.8711439588688947,0.9928363604608127,1.0000207129393732,1.0133333333333334,0.9248625534514356,1.0204313440855146,0.8779020636393727,0.03045685279187817,0.9679558011049723,0.9831223628691984,1.0999999999999999,0.9339622641509435,0.9783950617283951,1.0155038759689923,1.0645161290322582,0.8600208405696422,0.8773309931989846
NJ,2009,10.0,0.883941831086424,0.94375957400248,0.952807468079889,0.9376404390053669,0.9791976225854384,0.9248625534514356,1.0204313440855146,0.8779020636393727,0.03045685279187817,0.9679558011049723,0.9920634920634921,0.9764705882352941,1.0272727272727273,0.9807073954983923,1.0353982300884956,1.0232558139534884,0.8600208405696422,0.8629894692446588
NM,2009,10.0,1.7619402985074626,0.473828125,1.0334147047494011,0.9750460940065163,0.9815340909090907,0.9248625534514356,1.0204313440855146,0.8779020636393727,0.03045685279187817,0.9679558011049723,1.011070110701107,1.0,1.0172413793103448,0.9666666666666667,1.034782608695652,0.9924242424242424,0.8600208405696422,0.9230381355291223
NV,2009,10.0,0.8503784203376674,1.226932668329177,0.892699199475596,0.9213032113517551,0.9811320754716981,0.9248625534514356,1.0204313440855146,0.8779020636393727,0.03045685279187817,0.9679558011049723,1.0037037037037038,1.0235294117647058,1.0234375,0.9756944444444446,1.0,1.008695652173913,0.8600208405696422,0.5536531246757854
NY,2009,10.0,0.852269891544294,0.9113143798928718,1.0609359866510437,0.9850764830244995,0.989090909090909,0.9248625534514356,1.0204313440855146,0.8779020636393727,0.03045685279187817,0.9679558011049723,0.9917695473251029,0.968421052631579,1.0431034482758619,0.9866220735785953,1.0258620689655171,1.0076335877862594,0.8600208405696422,0.9195119843779702
OH,2009,10.0,0.8721412125863393,1.0902948771845535,0.9375086879164466,0.9641402893073272,0.9844632768361583,0.9248625534514356,1.0204313440855146,0.8779020636393727,0.03045685279187817,0.9679558011049723,0.9881889763779528,1.0,1.0087719298245614,0.9897260273972602,1.0336134453781514,1.007462686567164,0.8600208405696422,0.9210417210509344
OK,2009,10.0,0.5994343554629354,1.0838650865998176,1.0001874190139821,0.9294762137504073,0.9886363636363634,0.9248625534514356,1.0204313440855146,0.8779020636393727,0.03045685279187817,0.9679558011049723,1.0,1.0421052631578949,0.9916666666666667,0.9814814814814815,1.0,1.0075187969924813,0.8600208405696422,1.0001911515927706
OR,2009,10.0,0.5924488587778728,0.9287598944591029,0.9515052996374953,0.9384928620469235,1.0302114803625377,0.9248625534514356,1.0204313440855146,0.8779020636393727,0.03045685279187817,0.9679558011049723,0.9958847736625515,1.011111111111111,1.0,0.9754385964912282,1.0396825396825398,1.0151515151515151,0.8600208405696422,0.843690344003839
PA,2009,10.0,0.8305626598465473,1.014050692695214,0.991178614687627,0.9749477634216025,0.9944903581267219,0.9248625534514356,1.0204313440855146,0.8779020636393727,0.03045685279187817,0.9679558011049723,0.9873949579831932,1.0,1.0476190476190477,0.9765886287625418,1.024390243902439,1.0134228187919463,0.8600208405696422,0.9461838484007676
RI,2009,10.0,1.194406856111863,1.097301717089125,0.9980804896643831,0.9773837403813984,0.9751937984496124,0.9248625534514356,1.0204313440855146,0.8779020636393727,0.03045685279187817,0.9679558011049723,1.0086580086580086,0.8775510204081631,1.0934579439252337,0.9706840390879479,1.0420168067226891,1.0215827338129495,0.8600208405696422,0.8192312672436977
SC,2009,10.0,0.8436429840912046,1.2748085638380997,0.9585417879809646,0.979047619047619,1.006765899864682,0.9248625534514356,1.0204313440855146,0.8779020636393727,0.03045685279187817,0.9679558011049723,0.9921875,1.0,1.045045045045045,0.9755244755244757,1.008,1.0225563909774436,0.8600208405696422,0.9118156307839274
TN,2009,10.0,0.8258203952011292,1.1481587210962032,0.9629259655519057,1.0013551401869158,0.9916317991631798,0.9248625534514356,1.0204313440855146,0.8779020636393727,0.03045685279187817,0.9679558011049723,1.00398406374502,1.0232558139534884,1.0,0.9761904761904762,1.0082644628099173,1.0155038759689923,0.8600208405696422,0.9338926381842273
TX,2009,10.0,0.8079806582300537,1.0249563872156942,1.0076862487657041,0.9407299776625968,0.9984732824427481,0.9248625534514356,1.0204313440855146,0.8779020636393727,0.03045685279187817,0.9679558011049723,1.0,1.0103092783505154,1.015625,0.9786476868327402,1.0101010101010102,1.01,0.8600208405696422,0.959228457614089
UT,2009,10.0,1.455372616984402,0.914681764935572,0.9808528025898807,0.9153218587759904,0.9724409448818897,0.9248625534514356,1.0204313440855146,0.8779020636393727,0.03045685279187817,0.9679558011049723,1.0,0.983739837398374,1.0070921985815602,0.9957446808510639,1.0240963855421688,1.0112359550561798,0.8600208405696422,0.8513106421584402
VA,2009,10.0,0.9963395979020979,0.9033490385839806,1.0138840775425926,0.9821602138344403,0.9872521246458925,0.9248625534514356,1.0204313440855146,0.8779020636393727,0.03045685279187817,0.9679558011049723,0.996078431372549,1.0337078651685394,1.0263157894736843,0.9768211920529801,1.0084745762711864,1.0,0.8600208405696422,0.8664328232818974
VT,2009,10.0,0.9993461915658712,1.0786397449521785,0.9930713413605187,0.9850098097568503,1.0206043956043955,0.9248625534514356,1.0204313440855146,0.8779020636393727,0.03045685279187817,0.9679558011049723,0.990990990990991,1.130952380952381,0.9803921568627452,0.9373040752351096,1.0518518518518516,1.028776978417266,0.8600208405696422,0.9549823176282549
WA,2009,10.0,0.9864784627010688,0.923663840766679,0.9910380414256093,0.9472517262495512,0.9894259818731117,0.9248625534514356,1.0204313440855146,0.8779020636393727,0.03045685279187817,0.9679558011049723,0.996031746031746,1.0459770114942528,1.016260162601626,0.9697986577181208,1.0165289256198347,1.0084033613445378,0.8600208405696422,0.8348657191457902
WI,2009,10.0,0.9379400106489973,1.043834879655775,0.9784902120658426,0.9747417498984109,1.0,0.9248625534514356,1.0204313440855146,0.8779020636393727,0.03045685279187817,0.9679558011049723,0.9919354838709677,1.0217391304347827,1.008849557522124,0.9765886287625418,1.033898305084746,1.0153846153846153,0.8600208405696422,0.9134309393530071
WV,2009,10.0,0.9802386278896346,1.332627679280233,1.0104601006470166,1.01980124408317,1.0115681233933163,0.9248625534514356,1.0204313440855146,0.8779020636393727,0.03045685279187817,0.9679558011049723,1.009009009009009,1.0238095238095237,1.0,0.9725085910652921,1.0144927536231885,1.0196078431372548,0.8600208405696422,0.9555097355667035
WY,2009,10.0,0.7185714285714285,1.1962750716332378,0.9388040489290893,0.8903733214273448,1.0068212824010914,0.9248625534514356,1.0204313440855146,0.8779020636393727,0.03045685279187817,0.9679558011049723,0.9580152671755725,1.0531914893617023,1.0344827586206895,0.9788732394366199,1.0573770491803278,0.991869918699187,0.8600208405696422,0.9696894215788265
AK,2009,11.0,0.5115465360391882,1.9818529130850047,1.1070728999528323,0.9694328219432822,1.006024096385542,0.9364691508857668,1.0238483508818235,0.8864554764408092,0.03045685279187817,0.980110497237569,1.0319148936170213,0.911504424778761,1.0,1.0069204152249136,0.9750000000000001,1.0405405405405406,0.8466481417158735,0.9964437419737232
AL,2009,11.0,0.8471058196913919,1.0806567378431726,0.964012844974194,0.9941527389801619,1.0150684931506848,0.9364691508857668,1.0238483508818235,0.8864554764408092,0.03045685279187817,0.980110497237569,0.9961240310077519,0.9789473684210526,1.0265486725663717,0.9822695035460994,1.0169491525423728,1.0148148148148148,0.8466481417158735,0.9338301612779943
AR,2009,11.0,0.8599095022624434,0.9836501124054772,0.968647306497718,0.9996827953053705,0.9941944847605224,0.9364691508857668,1.0238483508818235,0.8864554764408092,0.03045685279187817,0.980110497237569,0.9961977186311787,1.0,1.0350877192982455,0.9855072463768115,1.0256410256410255,0.9929078014184399,0.8466481417158735,0.9495537376176943
