PPI_ALL_Index,year,month,day,StateName
181.0,2008.0,1.0,1.0,CA
181.0,2008.0,1.0,1.0,TX
181.0,2008.0,1.0,1.0,NC
181.0,2008.0,1.0,1.0,VA
181.0,2008.0,1.0,1.0,FL
181.0,2008.0,1.0,1.0,NY
181.0,2008.0,1.0,1.0,CO
181.0,2008.0,1.0,1.0,GA
181.0,2008.0,1.0,1.0,SC
181.0,2008.0,1.0,1.0,WA
181.0,2008.0,1.0,1.0,UT
181.0,2008.0,1.0,1.0,IL
181.0,2008.0,1.0,1.0,AR
181.0,2008.0,1.0,1.0,NV
181.0,2008.0,1.0,1.0,OH
181.0,2008.0,1.0,1.0,NJ
181.0,2008.0,1.0,1.0,AL
181.0,2008.0,1.0,1.0,WI
181.0,2008.0,1.0,1.0,MI
181.0,2008.0,1.0,1.0,NE
181.0,2008.0,1.0,1.0,AZ
181.0,2008.0,1.0,1.0,LA
181.0,2008.0,1.0,1.0,IA
181.0,2008.0,1.0,1.0,IN
181.0,2008.0,1.0,1.0,AK
181.0,2008.0,1.0,1.0,MA
181.0,2008.0,1.0,1.0,ID
181.0,2008.0,1.0,1.0,TN
181.0,2008.0,1.0,1.0,MS
181.0,2008.0,1.0,1.0,OR
181.0,2008.0,1.0,1.0,CT
181.0,2008.0,1.0,1.0,ME
181.0,2008.0,1.0,1.0,HI
181.0,2008.0,1.0,1.0,MN
181.0,2008.0,1.0,1.0,VT
181.0,2008.0,1.0,1.0,WV
181.0,2008.0,1.0,1.0,MO
181.0,2008.0,1.0,1.0,ND
181.0,2008.0,1.0,1.0,RI
181.0,2008.0,1.0,1.0,PA
181.0,2008.0,1.0,1.0,WY
181.0,2008.0,1.0,1.0,KY
181.0,2008.0,1.0,1.0,MD
181.0,2008.0,1.0,1.0,KS
181.0,2008.0,1.0,1.0,NM
181.0,2008.0,1.0,1.0,DE
181.0,2008.0,1.0,1.0,OK
181.0,2008.0,1.0,1.0,DC
181.0,2008.0,1.0,1.0,MT
181.0,2008.0,1.0,1.0,NH
182.7,2008.0,2.0,1.0,CA
182.7,2008.0,2.0,1.0,TX
182.7,2008.0,2.0,1.0,NC
182.7,2008.0,2.0,1.0,VA
182.7,2008.0,2.0,1.0,FL
182.7,2008.0,2.0,1.0,NY
182.7,2008.0,2.0,1.0,CO
182.7,2008.0,2.0,1.0,GA
182.7,2008.0,2.0,1.0,SC
182.7,2008.0,2.0,1.0,WA
182.7,2008.0,2.0,1.0,UT
182.7,2008.0,2.0,1.0,IL
182.7,2008.0,2.0,1.0,AR
182.7,2008.0,2.0,1.0,NV
182.7,2008.0,2.0,1.0,OH
182.7,2008.0,2.0,1.0,NJ
182.7,2008.0,2.0,1.0,AL
182.7,2008.0,2.0,1.0,WI
182.7,2008.0,2.0,1.0,MI
182.7,2008.0,2.0,1.0,NE
182.7,2008.0,2.0,1.0,AZ
182.7,2008.0,2.0,1.0,LA
182.7,2008.0,2.0,1.0,IA
182.7,2008.0,2.0,1.0,IN
182.7,2008.0,2.0,1.0,AK
182.7,2008.0,2.0,1.0,MA
182.7,2008.0,2.0,1.0,ID
182.7,2008.0,2.0,1.0,TN
182.7,2008.0,2.0,1.0,MS
182.7,2008.0,2.0,1.0,OR
182.7,2008.0,2.0,1.0,CT
182.7,2008.0,2.0,1.0,ME
182.7,2008.0,2.0,1.0,HI
182.7,2008.0,2.0,1.0,MN
182.7,2008.0,2.0,1.0,VT
182.7,2008.0,2.0,1.0,WV
182.7,2008.0,2.0,1.0,MO
182.7,2008.0,2.0,1.0,ND
182.7,2008.0,2.0,1.0,RI
182.7,2008.0,2.0,1.0,PA
182.7,2008.0,2.0,1.0,WY
182.7,2008.0,2.0,1.0,KY
182.7,2008.0,2.0,1.0,MD
182.7,2008.0,2.0,1.0,KS
182.7,2008.0,2.0,1.0,NM
182.7,2008.0,2.0,1.0,DE
182.7,2008.0,2.0,1.0,OK
182.7,2008.0,2.0,1.0,DC
182.7,2008.0,2.0,1.0,MT
182.7,2008.0,2.0,1.0,NH
187.9,2008.0,3.0,1.0,CA
187.9,2008.0,3.0,1.0,TX
187.9,2008.0,3.0,1.0,NC
187.9,2008.0,3.0,1.0,VA
187.9,2008.0,3.0,1.0,FL
187.9,2008.0,3.0,1.0,NY
187.9,2008.0,3.0,1.0,CO
187.9,2008.0,3.0,1.0,GA
187.9,2008.0,3.0,1.0,SC
187.9,2008.0,3.0,1.0,WA
187.9,2008.0,3.0,1.0,UT
187.9,2008.0,3.0,1.0,IL
187.9,2008.0,3.0,1.0,AR
187.9,2008.0,3.0,1.0,NV
187.9,2008.0,3.0,1.0,OH
187.9,2008.0,3.0,1.0,NJ
187.9,2008.0,3.0,1.0,AL
187.9,2008.0,3.0,1.0,WI
187.9,2008.0,3.0,1.0,MI
187.9,2008.0,3.0,1.0,NE
187.9,2008.0,3.0,1.0,AZ
187.9,2008.0,3.0,1.0,LA
187.9,2008.0,3.0,1.0,IA
187.9,2008.0,3.0,1.0,IN
187.9,2008.0,3.0,1.0,AK
187.9,2008.0,3.0,1.0,MA
187.9,2008.0,3.0,1.0,ID
187.9,2008.0,3.0,1.0,TN
187.9,2008.0,3.0,1.0,MS
187.9,2008.0,3.0,1.0,OR
187.9,2008.0,3.0,1.0,CT
187.9,2008.0,3.0,1.0,ME
187.9,2008.0,3.0,1.0,HI
187.9,2008.0,3.0,1.0,MN
187.9,2008.0,3.0,1.0,VT
187.9,2008.0,3.0,1.0,WV
187.9,2008.0,3.0,1.0,MO
187.9,2008.0,3.0,1.0,ND
187.9,2008.0,3.0,1.0,RI
187.9,2008.0,3.0,1.0,PA
187.9,2008.0,3.0,1.0,WY
187.9,2008.0,3.0,1.0,KY
187.9,2008.0,3.0,1.0,MD
187.9,2008.0,3.0,1.0,KS
187.9,2008.0,3.0,1.0,NM
187.9,2008.0,3.0,1.0,DE
187.9,2008.0,3.0,1.0,OK
187.9,2008.0,3.0,1.0,DC
187.9,2008.0,3.0,1.0,MT
187.9,2008.0,3.0,1.0,NH
190.9,2008.0,4.0,1.0,CA
190.9,2008.0,4.0,1.0,TX
190.9,2008.0,4.0,1.0,NC
190.9,2008.0,4.0,1.0,VA
190.9,2008.0,4.0,1.0,FL
190.9,2008.0,4.0,1.0,NY
190.9,2008.0,4.0,1.0,CO
190.9,2008.0,4.0,1.0,GA
190.9,2008.0,4.0,1.0,SC
190.9,2008.0,4.0,1.0,WA
190.9,2008.0,4.0,1.0,UT
190.9,2008.0,4.0,1.0,IL
190.9,2008.0,4.0,1.0,AR
190.9,2008.0,4.0,1.0,NV
190.9,2008.0,4.0,1.0,OH
190.9,2008.0,4.0,1.0,NJ
190.9,2008.0,4.0,1.0,AL
190.9,2008.0,4.0,1.0,WI
190.9,2008.0,4.0,1.0,MI
190.9,2008.0,4.0,1.0,NE
190.9,2008.0,4.0,1.0,AZ
190.9,2008.0,4.0,1.0,LA
190.9,2008.0,4.0,1.0,IA
190.9,2008.0,4.0,1.0,IN
190.9,2008.0,4.0,1.0,AK
190.9,2008.0,4.0,1.0,MA
190.9,2008.0,4.0,1.0,ID
190.9,2008.0,4.0,1.0,TN
190.9,2008.0,4.0,1.0,MS
190.9,2008.0,4.0,1.0,OR
190.9,2008.0,4.0,1.0,CT
190.9,2008.0,4.0,1.0,ME
190.9,2008.0,4.0,1.0,HI
190.9,2008.0,4.0,1.0,MN
190.9,2008.0,4.0,1.0,VT
190.9,2008.0,4.0,1.0,WV
190.9,2008.0,4.0,1.0,MO
190.9,2008.0,4.0,1.0,ND
190.9,2008.0,4.0,1.0,RI
190.9,2008.0,4.0,1.0,PA
190.9,2008.0,4.0,1.0,WY
190.9,2008.0,4.0,1.0,KY
190.9,2008.0,4.0,1.0,MD
190.9,2008.0,4.0,1.0,KS
190.9,2008.0,4.0,1.0,NM
190.9,2008.0,4.0,1.0,DE
190.9,2008.0,4.0,1.0,OK
190.9,2008.0,4.0,1.0,DC
190.9,2008.0,4.0,1.0,MT
190.9,2008.0,4.0,1.0,NH
196.6,2008.0,5.0,1.0,CA
196.6,2008.0,5.0,1.0,TX
196.6,2008.0,5.0,1.0,NC
196.6,2008.0,5.0,1.0,VA
196.6,2008.0,5.0,1.0,FL
196.6,2008.0,5.0,1.0,NY
196.6,2008.0,5.0,1.0,CO
196.6,2008.0,5.0,1.0,GA
196.6,2008.0,5.0,1.0,SC
196.6,2008.0,5.0,1.0,WA
196.6,2008.0,5.0,1.0,UT
196.6,2008.0,5.0,1.0,IL
196.6,2008.0,5.0,1.0,AR
196.6,2008.0,5.0,1.0,NV
196.6,2008.0,5.0,1.0,OH
196.6,2008.0,5.0,1.0,NJ
196.6,2008.0,5.0,1.0,AL
196.6,2008.0,5.0,1.0,WI
196.6,2008.0,5.0,1.0,MI
196.6,2008.0,5.0,1.0,NE
196.6,2008.0,5.0,1.0,AZ
196.6,2008.0,5.0,1.0,LA
196.6,2008.0,5.0,1.0,IA
196.6,2008.0,5.0,1.0,IN
196.6,2008.0,5.0,1.0,AK
196.6,2008.0,5.0,1.0,MA
196.6,2008.0,5.0,1.0,ID
196.6,2008.0,5.0,1.0,TN
196.6,2008.0,5.0,1.0,MS
196.6,2008.0,5.0,1.0,OR
196.6,2008.0,5.0,1.0,CT
196.6,2008.0,5.0,1.0,ME
196.6,2008.0,5.0,1.0,HI
196.6,2008.0,5.0,1.0,MN
196.6,2008.0,5.0,1.0,VT
196.6,2008.0,5.0,1.0,WV
196.6,2008.0,5.0,1.0,MO
196.6,2008.0,5.0,1.0,ND
196.6,2008.0,5.0,1.0,RI
196.6,2008.0,5.0,1.0,PA
196.6,2008.0,5.0,1.0,WY
196.6,2008.0,5.0,1.0,KY
196.6,2008.0,5.0,1.0,MD
196.6,2008.0,5.0,1.0,KS
196.6,2008.0,5.0,1.0,NM
196.6,2008.0,5.0,1.0,DE
196.6,2008.0,5.0,1.0,OK
196.6,2008.0,5.0,1.0,DC
196.6,2008.0,5.0,1.0,MT
196.6,2008.0,5.0,1.0,NH
200.5,2008.0,6.0,1.0,CA
200.5,2008.0,6.0,1.0,TX
200.5,2008.0,6.0,1.0,NC
200.5,2008.0,6.0,1.0,VA
200.5,2008.0,6.0,1.0,FL
200.5,2008.0,6.0,1.0,NY
200.5,2008.0,6.0,1.0,CO
200.5,2008.0,6.0,1.0,GA
200.5,2008.0,6.0,1.0,SC
200.5,2008.0,6.0,1.0,WA
200.5,2008.0,6.0,1.0,UT
200.5,2008.0,6.0,1.0,IL
200.5,2008.0,6.0,1.0,AR
200.5,2008.0,6.0,1.0,NV
200.5,2008.0,6.0,1.0,OH
200.5,2008.0,6.0,1.0,NJ
200.5,2008.0,6.0,1.0,AL
200.5,2008.0,6.0,1.0,WI
200.5,2008.0,6.0,1.0,MI
200.5,2008.0,6.0,1.0,NE
200.5,2008.0,6.0,1.0,AZ
200.5,2008.0,6.0,1.0,LA
200.5,2008.0,6.0,1.0,IA
200.5,2008.0,6.0,1.0,IN
200.5,2008.0,6.0,1.0,AK
200.5,2008.0,6.0,1.0,MA
200.5,2008.0,6.0,1.0,ID
200.5,2008.0,6.0,1.0,TN
200.5,2008.0,6.0,1.0,MS
200.5,2008.0,6.0,1.0,OR
200.5,2008.0,6.0,1.0,CT
200.5,2008.0,6.0,1.0,ME
200.5,2008.0,6.0,1.0,HI
200.5,2008.0,6.0,1.0,MN
200.5,2008.0,6.0,1.0,VT
200.5,2008.0,6.0,1.0,WV
200.5,2008.0,6.0,1.0,MO
200.5,2008.0,6.0,1.0,ND
200.5,2008.0,6.0,1.0,RI
200.5,2008.0,6.0,1.0,PA
200.5,2008.0,6.0,1.0,WY
200.5,2008.0,6.0,1.0,KY
200.5,2008.0,6.0,1.0,MD
200.5,2008.0,6.0,1.0,KS
200.5,2008.0,6.0,1.0,NM
200.5,2008.0,6.0,1.0,DE
200.5,2008.0,6.0,1.0,OK
200.5,2008.0,6.0,1.0,DC
200.5,2008.0,6.0,1.0,MT
200.5,2008.0,6.0,1.0,NH
205.5,2008.0,7.0,1.0,CA
205.5,2008.0,7.0,1.0,TX
205.5,2008.0,7.0,1.0,NC
205.5,2008.0,7.0,1.0,VA
205.5,2008.0,7.0,1.0,FL
205.5,2008.0,7.0,1.0,NY
205.5,2008.0,7.0,1.0,CO
205.5,2008.0,7.0,1.0,GA
205.5,2008.0,7.0,1.0,SC
205.5,2008.0,7.0,1.0,WA
205.5,2008.0,7.0,1.0,UT
205.5,2008.0,7.0,1.0,IL
205.5,2008.0,7.0,1.0,AR
205.5,2008.0,7.0,1.0,NV
205.5,2008.0,7.0,1.0,OH
205.5,2008.0,7.0,1.0,NJ
205.5,2008.0,7.0,1.0,AL
205.5,2008.0,7.0,1.0,WI
205.5,2008.0,7.0,1.0,MI
205.5,2008.0,7.0,1.0,NE
205.5,2008.0,7.0,1.0,AZ
205.5,2008.0,7.0,1.0,LA
205.5,2008.0,7.0,1.0,IA
205.5,2008.0,7.0,1.0,IN
205.5,2008.0,7.0,1.0,AK
205.5,2008.0,7.0,1.0,MA
205.5,2008.0,7.0,1.0,ID
205.5,2008.0,7.0,1.0,TN
205.5,2008.0,7.0,1.0,MS
205.5,2008.0,7.0,1.0,OR
205.5,2008.0,7.0,1.0,CT
205.5,2008.0,7.0,1.0,ME
205.5,2008.0,7.0,1.0,HI
205.5,2008.0,7.0,1.0,MN
205.5,2008.0,7.0,1.0,VT
205.5,2008.0,7.0,1.0,WV
205.5,2008.0,7.0,1.0,MO
205.5,2008.0,7.0,1.0,ND
205.5,2008.0,7.0,1.0,RI
205.5,2008.0,7.0,1.0,PA
205.5,2008.0,7.0,1.0,WY
205.5,2008.0,7.0,1.0,KY
205.5,2008.0,7.0,1.0,MD
205.5,2008.0,7.0,1.0,KS
205.5,2008.0,7.0,1.0,NM
205.5,2008.0,7.0,1.0,DE
205.5,2008.0,7.0,1.0,OK
205.5,2008.0,7.0,1.0,DC
205.5,2008.0,7.0,1.0,MT
205.5,2008.0,7.0,1.0,NH
199.0,2008.0,8.0,1.0,CA
199.0,2008.0,8.0,1.0,TX
199.0,2008.0,8.0,1.0,NC
199.0,2008.0,8.0,1.0,VA
199.0,2008.0,8.0,1.0,FL
199.0,2008.0,8.0,1.0,NY
199.0,2008.0,8.0,1.0,CO
199.0,2008.0,8.0,1.0,GA
199.0,2008.0,8.0,1.0,SC
199.0,2008.0,8.0,1.0,WA
199.0,2008.0,8.0,1.0,UT
199.0,2008.0,8.0,1.0,IL
199.0,2008.0,8.0,1.0,AR
199.0,2008.0,8.0,1.0,NV
199.0,2008.0,8.0,1.0,OH
199.0,2008.0,8.0,1.0,NJ
199.0,2008.0,8.0,1.0,AL
199.0,2008.0,8.0,1.0,WI
199.0,2008.0,8.0,1.0,MI
199.0,2008.0,8.0,1.0,NE
199.0,2008.0,8.0,1.0,AZ
199.0,2008.0,8.0,1.0,LA
199.0,2008.0,8.0,1.0,IA
199.0,2008.0,8.0,1.0,IN
199.0,2008.0,8.0,1.0,AK
199.0,2008.0,8.0,1.0,MA
199.0,2008.0,8.0,1.0,ID
199.0,2008.0,8.0,1.0,TN
199.0,2008.0,8.0,1.0,MS
199.0,2008.0,8.0,1.0,OR
199.0,2008.0,8.0,1.0,CT
199.0,2008.0,8.0,1.0,ME
199.0,2008.0,8.0,1.0,HI
199.0,2008.0,8.0,1.0,MN
199.0,2008.0,8.0,1.0,VT
199.0,2008.0,8.0,1.0,WV
199.0,2008.0,8.0,1.0,MO
199.0,2008.0,8.0,1.0,ND
199.0,2008.0,8.0,1.0,RI
199.0,2008.0,8.0,1.0,PA
199.0,2008.0,8.0,1.0,WY
199.0,2008.0,8.0,1.0,KY
199.0,2008.0,8.0,1.0,MD
199.0,2008.0,8.0,1.0,KS
199.0,2008.0,8.0,1.0,NM
199.0,2008.0,8.0,1.0,DE
199.0,2008.0,8.0,1.0,OK
199.0,2008.0,8.0,1.0,DC
199.0,2008.0,8.0,1.0,MT
199.0,2008.0,8.0,1.0,NH
196.9,2008.0,9.0,1.0,CA
196.9,2008.0,9.0,1.0,TX
196.9,2008.0,9.0,1.0,NC
196.9,2008.0,9.0,1.0,VA
196.9,2008.0,9.0,1.0,FL
196.9,2008.0,9.0,1.0,NY
196.9,2008.0,9.0,1.0,CO
196.9,2008.0,9.0,1.0,GA
196.9,2008.0,9.0,1.0,SC
196.9,2008.0,9.0,1.0,WA
196.9,2008.0,9.0,1.0,UT
196.9,2008.0,9.0,1.0,IL
196.9,2008.0,9.0,1.0,AR
196.9,2008.0,9.0,1.0,NV
196.9,2008.0,9.0,1.0,OH
196.9,2008.0,9.0,1.0,NJ
196.9,2008.0,9.0,1.0,AL
196.9,2008.0,9.0,1.0,WI
196.9,2008.0,9.0,1.0,MI
196.9,2008.0,9.0,1.0,NE
196.9,2008.0,9.0,1.0,AZ
196.9,2008.0,9.0,1.0,LA
196.9,2008.0,9.0,1.0,IA
196.9,2008.0,9.0,1.0,IN
196.9,2008.0,9.0,1.0,AK
196.9,2008.0,9.0,1.0,MA
196.9,2008.0,9.0,1.0,ID
196.9,2008.0,9.0,1.0,TN
196.9,2008.0,9.0,1.0,MS
196.9,2008.0,9.0,1.0,OR
196.9,2008.0,9.0,1.0,CT
196.9,2008.0,9.0,1.0,ME
196.9,2008.0,9.0,1.0,HI
196.9,2008.0,9.0,1.0,MN
196.9,2008.0,9.0,1.0,VT
196.9,2008.0,9.0,1.0,WV
196.9,2008.0,9.0,1.0,MO
196.9,2008.0,9.0,1.0,ND
196.9,2008.0,9.0,1.0,RI
196.9,2008.0,9.0,1.0,PA
196.9,2008.0,9.0,1.0,WY
196.9,2008.0,9.0,1.0,KY
196.9,2008.0,9.0,1.0,MD
196.9,2008.0,9.0,1.0,KS
196.9,2008.0,9.0,1.0,NM
196.9,2008.0,9.0,1.0,DE
196.9,2008.0,9.0,1.0,OK
196.9,2008.0,9.0,1.0,DC
196.9,2008.0,9.0,1.0,MT
196.9,2008.0,9.0,1.0,NH
186.4,2008.0,10.0,1.0,CA
186.4,2008.0,10.0,1.0,TX
186.4,2008.0,10.0,1.0,NC
186.4,2008.0,10.0,1.0,VA
186.4,2008.0,10.0,1.0,FL
186.4,2008.0,10.0,1.0,NY
186.4,2008.0,10.0,1.0,CO
186.4,2008.0,10.0,1.0,GA
186.4,2008.0,10.0,1.0,SC
186.4,2008.0,10.0,1.0,WA
186.4,2008.0,10.0,1.0,UT
186.4,2008.0,10.0,1.0,IL
186.4,2008.0,10.0,1.0,AR
186.4,2008.0,10.0,1.0,NV
186.4,2008.0,10.0,1.0,OH
186.4,2008.0,10.0,1.0,NJ
186.4,2008.0,10.0,1.0,AL
186.4,2008.0,10.0,1.0,WI
186.4,2008.0,10.0,1.0,MI
186.4,2008.0,10.0,1.0,NE
186.4,2008.0,10.0,1.0,AZ
186.4,2008.0,10.0,1.0,LA
186.4,2008.0,10.0,1.0,IA
186.4,2008.0,10.0,1.0,IN
186.4,2008.0,10.0,1.0,AK
186.4,2008.0,10.0,1.0,MA
186.4,2008.0,10.0,1.0,ID
186.4,2008.0,10.0,1.0,TN
186.4,2008.0,10.0,1.0,MS
186.4,2008.0,10.0,1.0,OR
186.4,2008.0,10.0,1.0,CT
186.4,2008.0,10.0,1.0,ME
186.4,2008.0,10.0,1.0,HI
186.4,2008.0,10.0,1.0,MN
186.4,2008.0,10.0,1.0,VT
186.4,2008.0,10.0,1.0,WV
186.4,2008.0,10.0,1.0,MO
186.4,2008.0,10.0,1.0,ND
186.4,2008.0,10.0,1.0,RI
186.4,2008.0,10.0,1.0,PA
186.4,2008.0,10.0,1.0,WY
186.4,2008.0,10.0,1.0,KY
186.4,2008.0,10.0,1.0,MD
186.4,2008.0,10.0,1.0,KS
186.4,2008.0,10.0,1.0,NM
186.4,2008.0,10.0,1.0,DE
186.4,2008.0,10.0,1.0,OK
186.4,2008.0,10.0,1.0,DC
186.4,2008.0,10.0,1.0,MT
186.4,2008.0,10.0,1.0,NH
176.8,2008.0,11.0,1.0,CA
176.8,2008.0,11.0,1.0,TX
176.8,2008.0,11.0,1.0,NC
176.8,2008.0,11.0,1.0,VA
176.8,2008.0,11.0,1.0,FL
176.8,2008.0,11.0,1.0,NY
176.8,2008.0,11.0,1.0,CO
176.8,2008.0,11.0,1.0,GA
176.8,2008.0,11.0,1.0,SC
176.8,2008.0,11.0,1.0,WA
176.8,2008.0,11.0,1.0,UT
176.8,2008.0,11.0,1.0,IL
176.8,2008.0,11.0,1.0,AR
176.8,2008.0,11.0,1.0,NV
176.8,2008.0,11.0,1.0,OH
176.8,2008.0,11.0,1.0,NJ
176.8,2008.0,11.0,1.0,AL
176.8,2008.0,11.0,1.0,WI
176.8,2008.0,11.0,1.0,MI
176.8,2008.0,11.0,1.0,NE
176.8,2008.0,11.0,1.0,AZ
176.8,2008.0,11.0,1.0,LA
176.8,2008.0,11.0,1.0,IA
176.8,2008.0,11.0,1.0,IN
176.8,2008.0,11.0,1.0,AK
176.8,2008.0,11.0,1.0,MA
176.8,2008.0,11.0,1.0,ID
176.8,2008.0,11.0,1.0,TN
176.8,2008.0,11.0,1.0,MS
176.8,2008.0,11.0,1.0,OR
176.8,2008.0,11.0,1.0,CT
176.8,2008.0,11.0,1.0,ME
176.8,2008.0,11.0,1.0,HI
176.8,2008.0,11.0,1.0,MN
176.8,2008.0,11.0,1.0,VT
176.8,2008.0,11.0,1.0,WV
176.8,2008.0,11.0,1.0,MO
176.8,2008.0,11.0,1.0,ND
176.8,2008.0,11.0,1.0,RI
176.8,2008.0,11.0,1.0,PA
176.8,2008.0,11.0,1.0,WY
176.8,2008.0,11.0,1.0,KY
176.8,2008.0,11.0,1.0,MD
176.8,2008.0,11.0,1.0,KS
176.8,2008.0,11.0,1.0,NM
176.8,2008.0,11.0,1.0,DE
176.8,2008.0,11.0,1.0,OK
176.8,2008.0,11.0,1.0,DC
176.8,2008.0,11.0,1.0,MT
176.8,2008.0,11.0,1.0,NH
170.9,2008.0,12.0,1.0,CA
170.9,2008.0,12.0,1.0,TX
170.9,2008.0,12.0,1.0,NC
170.9,2008.0,12.0,1.0,VA
170.9,2008.0,12.0,1.0,FL
170.9,2008.0,12.0,1.0,NY
170.9,2008.0,12.0,1.0,CO
170.9,2008.0,12.0,1.0,GA
170.9,2008.0,12.0,1.0,SC
170.9,2008.0,12.0,1.0,WA
170.9,2008.0,12.0,1.0,UT
170.9,2008.0,12.0,1.0,IL
170.9,2008.0,12.0,1.0,AR
170.9,2008.0,12.0,1.0,NV
170.9,2008.0,12.0,1.0,OH
170.9,2008.0,12.0,1.0,NJ
170.9,2008.0,12.0,1.0,AL
170.9,2008.0,12.0,1.0,WI
170.9,2008.0,12.0,1.0,MI
170.9,2008.0,12.0,1.0,NE
170.9,2008.0,12.0,1.0,AZ
170.9,2008.0,12.0,1.0,LA
170.9,2008.0,12.0,1.0,IA
170.9,2008.0,12.0,1.0,IN
170.9,2008.0,12.0,1.0,AK
170.9,2008.0,12.0,1.0,MA
170.9,2008.0,12.0,1.0,ID
170.9,2008.0,12.0,1.0,TN
170.9,2008.0,12.0,1.0,MS
170.9,2008.0,12.0,1.0,OR
170.9,2008.0,12.0,1.0,CT
170.9,2008.0,12.0,1.0,ME
170.9,2008.0,12.0,1.0,HI
170.9,2008.0,12.0,1.0,MN
170.9,2008.0,12.0,1.0,VT
170.9,2008.0,12.0,1.0,WV
170.9,2008.0,12.0,1.0,MO
170.9,2008.0,12.0,1.0,ND
170.9,2008.0,12.0,1.0,RI
170.9,2008.0,12.0,1.0,PA
170.9,2008.0,12.0,1.0,WY
170.9,2008.0,12.0,1.0,KY
170.9,2008.0,12.0,1.0,MD
170.9,2008.0,12.0,1.0,KS
170.9,2008.0,12.0,1.0,NM
170.9,2008.0,12.0,1.0,DE
170.9,2008.0,12.0,1.0,OK
170.9,2008.0,12.0,1.0,DC
170.9,2008.0,12.0,1.0,MT
170.9,2008.0,12.0,1.0,NH
171.2,2009.0,1.0,1.0,CA
171.2,2009.0,1.0,1.0,TX
171.2,2009.0,1.0,1.0,NC
171.2,2009.0,1.0,1.0,VA
171.2,2009.0,1.0,1.0,FL
171.2,2009.0,1.0,1.0,NY
171.2,2009.0,1.0,1.0,CO
171.2,2009.0,1.0,1.0,GA
171.2,2009.0,1.0,1.0,SC
171.2,2009.0,1.0,1.0,WA
171.2,2009.0,1.0,1.0,UT
171.2,2009.0,1.0,1.0,IL
171.2,2009.0,1.0,1.0,AR
171.2,2009.0,1.0,1.0,NV
171.2,2009.0,1.0,1.0,OH
171.2,2009.0,1.0,1.0,NJ
171.2,2009.0,1.0,1.0,AL
171.2,2009.0,1.0,1.0,WI
171.2,2009.0,1.0,1.0,MI
171.2,2009.0,1.0,1.0,NE
171.2,2009.0,1.0,1.0,AZ
171.2,2009.0,1.0,1.0,LA
171.2,2009.0,1.0,1.0,IA
171.2,2009.0,1.0,1.0,IN
171.2,2009.0,1.0,1.0,AK
171.2,2009.0,1.0,1.0,MA
171.2,2009.0,1.0,1.0,ID
171.2,2009.0,1.0,1.0,TN
171.2,2009.0,1.0,1.0,MS
171.2,2009.0,1.0,1.0,OR
171.2,2009.0,1.0,1.0,CT
171.2,2009.0,1.0,1.0,ME
171.2,2009.0,1.0,1.0,HI
171.2,2009.0,1.0,1.0,MN
171.2,2009.0,1.0,1.0,VT
171.2,2009.0,1.0,1.0,WV
171.2,2009.0,1.0,1.0,MO
171.2,2009.0,1.0,1.0,ND
171.2,2009.0,1.0,1.0,RI
171.2,2009.0,1.0,1.0,PA
171.2,2009.0,1.0,1.0,WY
171.2,2009.0,1.0,1.0,KY
171.2,2009.0,1.0,1.0,MD
171.2,2009.0,1.0,1.0,KS
171.2,2009.0,1.0,1.0,NM
171.2,2009.0,1.0,1.0,DE
171.2,2009.0,1.0,1.0,OK
171.2,2009.0,1.0,1.0,DC
171.2,2009.0,1.0,1.0,MT
171.2,2009.0,1.0,1.0,NH
169.3,2009.0,2.0,1.0,CA
169.3,2009.0,2.0,1.0,TX
169.3,2009.0,2.0,1.0,NC
169.3,2009.0,2.0,1.0,VA
169.3,2009.0,2.0,1.0,FL
169.3,2009.0,2.0,1.0,NY
169.3,2009.0,2.0,1.0,CO
169.3,2009.0,2.0,1.0,GA
169.3,2009.0,2.0,1.0,SC
169.3,2009.0,2.0,1.0,WA
169.3,2009.0,2.0,1.0,UT
169.3,2009.0,2.0,1.0,IL
169.3,2009.0,2.0,1.0,AR
169.3,2009.0,2.0,1.0,NV
169.3,2009.0,2.0,1.0,OH
169.3,2009.0,2.0,1.0,NJ
169.3,2009.0,2.0,1.0,AL
169.3,2009.0,2.0,1.0,WI
169.3,2009.0,2.0,1.0,MI
169.3,2009.0,2.0,1.0,NE
169.3,2009.0,2.0,1.0,AZ
169.3,2009.0,2.0,1.0,LA
169.3,2009.0,2.0,1.0,IA
169.3,2009.0,2.0,1.0,IN
169.3,2009.0,2.0,1.0,AK
169.3,2009.0,2.0,1.0,MA
169.3,2009.0,2.0,1.0,ID
169.3,2009.0,2.0,1.0,TN
169.3,2009.0,2.0,1.0,MS
169.3,2009.0,2.0,1.0,OR
169.3,2009.0,2.0,1.0,CT
169.3,2009.0,2.0,1.0,ME
169.3,2009.0,2.0,1.0,HI
169.3,2009.0,2.0,1.0,MN
169.3,2009.0,2.0,1.0,VT
169.3,2009.0,2.0,1.0,WV
169.3,2009.0,2.0,1.0,MO
169.3,2009.0,2.0,1.0,ND
169.3,2009.0,2.0,1.0,RI
169.3,2009.0,2.0,1.0,PA
169.3,2009.0,2.0,1.0,WY
169.3,2009.0,2.0,1.0,KY
169.3,2009.0,2.0,1.0,MD
169.3,2009.0,2.0,1.0,KS
169.3,2009.0,2.0,1.0,NM
169.3,2009.0,2.0,1.0,DE
169.3,2009.0,2.0,1.0,OK
